Wavelength (nm),Sum,Mg I (3.8e-02),Mg II (9.5e-01),Mg III (8.2e-03)
434.936,4.023e-7,4.023e-7,,
434.941,1.526e-6,1.526e-6,,
434.946,5.638e-6,5.638e-6,,
434.951,2.029e-5,2.029e-5,,
434.956,7.110e-5,7.110e-5,,
434.961,2.427e-4,2.427e-4,,
434.966,8.066e-4,8.066e-4,,
434.971,2.612e-3,2.612e-3,,
434.976,8.235e-3,8.235e-3,,
434.981,2.529e-2,2.529e-2,,
434.986,7.564e-2,7.564e-2,,
434.991,2.203e-1,2.203e-1,,
434.996,6.252e-1,6.252e-1,,
435.001,1.728e+0,1.728e+0,,
435.006,4.649e+0,4.649e+0,,
435.011,1.219e+1,1.219e+1,,
435.016,3.111e+1,3.111e+1,,
435.021,7.735e+1,7.735e+1,,
435.026,1.873e+2,1.873e+2,,
435.031,4.418e+2,4.418e+2,,
435.036,1.015e+3,1.015e+3,,
435.041,2.270e+3,2.270e+3,,
435.046,4.946e+3,4.946e+3,,
435.051,1.050e+4,1.050e+4,,
435.056,2.169e+4,2.169e+4,,
435.061,4.367e+4,4.367e+4,,
435.066,8.562e+4,8.562e+4,,
435.071,1.635e+5,1.635e+5,,
435.076,3.040e+5,3.040e+5,,
435.081,5.507e+5,5.507e+5,,
435.086,9.714e+5,9.714e+5,,
435.091,1.669e+6,1.669e+6,,
435.096,2.793e+6,2.793e+6,,
435.101,4.551e+6,4.551e+6,,
435.106,7.224e+6,7.224e+6,,
435.111,1.117e+7,1.117e+7,,
435.116,1.681e+7,1.681e+7,,
435.121,2.466e+7,2.466e+7,,
435.126,3.521e+7,3.521e+7,,
435.131,4.898e+7,4.898e+7,,
435.136,6.636e+7,6.636e+7,,
435.141,8.755e+7,8.755e+7,,
435.146,1.125e+8,1.125e+8,,
435.151,1.408e+8,1.408e+8,,
435.156,1.717e+8,1.717e+8,,
435.161,2.038e+8,2.038e+8,,
435.166,2.356e+8,2.356e+8,,
435.171,2.654e+8,2.654e+8,,
435.176,2.910e+8,2.910e+8,,
435.181,3.109e+8,3.109e+8,,
435.186,3.235e+8,3.235e+8,,
435.191,3.278e+8,3.278e+8,,
435.196,3.235e+8,3.235e+8,,
435.201,3.109e+8,3.109e+8,,
435.206,2.910e+8,2.910e+8,,
435.211,2.654e+8,2.654e+8,,
435.216,2.356e+8,2.356e+8,,
435.221,2.038e+8,2.038e+8,,
435.226,1.717e+8,1.717e+8,,
435.231,1.408e+8,1.408e+8,,
435.236,1.125e+8,1.125e+8,,
435.241,8.755e+7,8.755e+7,,
435.246,6.636e+7,6.636e+7,,
435.251,4.898e+7,4.898e+7,,
435.256,3.521e+7,3.521e+7,,
435.261,2.466e+7,2.466e+7,,
435.266,1.681e+7,1.681e+7,,
435.271,1.117e+7,1.117e+7,,
435.276,7.224e+6,7.224e+6,,
435.281,4.551e+6,4.551e+6,,
435.286,2.793e+6,2.793e+6,,
435.291,1.669e+6,1.669e+6,,
435.296,9.714e+5,9.714e+5,,
435.301,5.507e+5,5.507e+5,,
435.306,3.040e+5,3.040e+5,,
435.311,1.635e+5,1.635e+5,,
435.316,8.562e+4,8.562e+4,,
435.321,4.367e+4,4.367e+4,,
435.326,2.169e+4,2.169e+4,,
435.331,1.050e+4,1.050e+4,,
435.336,4.946e+3,4.946e+3,,
435.341,2.270e+3,2.270e+3,,
435.346,1.015e+3,1.015e+3,,
435.351,4.418e+2,4.418e+2,,
435.356,1.873e+2,1.873e+2,,
435.361,7.735e+1,7.735e+1,,
435.366,3.111e+1,3.111e+1,,
435.371,1.219e+1,1.219e+1,,
435.376,4.649e+0,4.649e+0,,
435.381,1.728e+0,1.728e+0,,
435.386,6.252e-1,6.252e-1,,
435.391,2.203e-1,2.203e-1,,
435.396,7.564e-2,7.564e-2,,
435.401,2.529e-2,2.529e-2,,
435.406,8.235e-3,8.235e-3,,
435.411,2.612e-3,2.612e-3,,
435.416,8.066e-4,8.066e-4,,
435.421,2.427e-4,2.427e-4,,
435.426,7.110e-5,7.110e-5,,
435.431,2.029e-5,2.029e-5,,
435.436,5.638e-6,5.638e-6,,
435.441,1.526e-6,1.526e-6,,
435.446,4.023e-7,4.023e-7,,
435.451,1.033e-7,1.033e-7,,
438.202,6.578e-9,,6.578e-9,
438.207,2.537e-8,,2.537e-8,
438.212,9.533e-8,,9.533e-8,
438.217,3.490e-7,,3.490e-7,
438.222,1.245e-6,,1.245e-6,
438.227,4.327e-6,,4.327e-6,
438.232,1.465e-5,,1.465e-5,
438.237,4.835e-5,,4.835e-5,
438.242,1.554e-4,,1.554e-4,
438.247,4.868e-4,,4.868e-4,
438.252,1.486e-3,,1.486e-3,
438.257,4.418e-3,,4.418e-3,
438.262,1.280e-2,,1.280e-2,
438.267,3.613e-2,,3.613e-2,
438.272,9.936e-2,,9.936e-2,
438.277,2.663e-1,,2.663e-1,
438.282,6.952e-1,,6.952e-1,
438.287,1.768e+0,,1.768e+0,
438.292,4.383e+0,,4.383e+0,
438.297,1.058e+1,,1.058e+1,
438.302,2.490e+1,,2.490e+1,
438.307,5.709e+1,,5.709e+1,
438.312,1.275e+2,,1.275e+2,
438.317,2.775e+2,,2.775e+2,
438.322,5.885e+2,,5.885e+2,
438.327,1.216e+3,,1.216e+3,
438.332,2.447e+3,,2.447e+3,
438.337,4.800e+3,,4.800e+3,
438.342,9.173e+3,,9.173e+3,
438.347,1.708e+4,,1.708e+4,
438.352,3.098e+4,,3.098e+4,
438.357,5.476e+4,,5.476e+4,
438.362,9.431e+4,,9.431e+4,
438.367,1.582e+5,,1.582e+5,
438.372,2.587e+5,,2.587e+5,
438.377,4.121e+5,,4.121e+5,
438.382,6.395e+5,,6.395e+5,
438.387,9.670e+5,,9.670e+5,
438.392,1.425e+6,,1.425e+6,
438.397,2.045e+6,,2.045e+6,
438.402,2.861e+6,,2.861e+6,
438.407,3.898e+6,,3.898e+6,
438.412,5.176e+6,,5.176e+6,
438.417,6.696e+6,,6.696e+6,
438.422,8.439e+6,,8.439e+6,
438.427,1.036e+7,,1.036e+7,
438.432,1.240e+7,,1.240e+7,
438.437,1.446e+7,,1.446e+7,
438.442,1.642e+7,,1.642e+7,
438.447,1.818e+7,,1.818e+7,
438.452,1.960e+7,,1.960e+7,
438.457,2.059e+7,,2.059e+7,
438.462,2.108e+7,,2.108e+7,
438.467,2.103e+7,,2.103e+7,
438.472,2.043e+7,,2.043e+7,
438.477,1.935e+7,,1.935e+7,
438.482,1.785e+7,,1.785e+7,
438.487,1.604e+7,,1.604e+7,
438.492,1.405e+7,,1.405e+7,
438.497,1.199e+7,,1.199e+7,
438.502,9.968e+6,,9.968e+6,
438.507,8.074e+6,,8.074e+6,
438.512,6.373e+6,,6.373e+6,
438.517,4.901e+6,,4.901e+6,
438.522,3.672e+6,,3.672e+6,
438.527,2.680e+6,,2.680e+6,
438.532,1.907e+6,,1.907e+6,
438.537,1.321e+6,,1.321e+6,
438.542,8.921e+5,,8.921e+5,
438.547,5.869e+5,,5.869e+5,
438.552,3.762e+5,,3.762e+5,
438.557,2.350e+5,,2.350e+5,
438.562,1.430e+5,,1.430e+5,
438.567,8.477e+4,,8.477e+4,
438.572,4.897e+4,,4.897e+4,
438.577,2.756e+4,,2.756e+4,
438.582,1.511e+4,,1.511e+4,
438.587,8.075e+3,,8.075e+3,
438.592,4.204e+3,,4.204e+3,
438.597,2.132e+3,,2.132e+3,
438.602,1.054e+3,,1.054e+3,
438.607,5.074e+2,,5.074e+2,
438.612,2.381e+2,,2.381e+2,
438.617,1.088e+2,,1.088e+2,
438.622,4.846e+1,,4.846e+1,
438.627,2.103e+1,,2.103e+1,
438.632,8.892e+0,,8.892e+0,
438.637,3.663e+0,,3.663e+0,
438.642,1.470e+0,,1.470e+0,
438.647,5.749e-1,,5.749e-1,
438.652,2.191e-1,,2.191e-1,
438.657,8.133e-2,,8.133e-2,
438.662,2.942e-2,,2.942e-2,
438.667,1.037e-2,,1.037e-2,
438.672,3.560e-3,,3.560e-3,
438.677,1.191e-3,,1.191e-3,
438.682,3.883e-4,,3.883e-4,
438.687,1.233e-4,,1.233e-4,
438.692,3.816e-5,,3.816e-5,
438.697,1.151e-5,,1.151e-5,
438.702,3.380e-6,,3.380e-6,
438.707,9.674e-7,,9.674e-7,
438.712,2.698e-7,,2.698e-7,
438.717,7.331e-8,,7.331e-8,
438.722,1.941e-8,,1.941e-8,
438.727,5.006e-9,,5.006e-9,
438.792,5.694e-9,,5.694e-9,
438.797,2.222e-8,,2.222e-8,
438.802,8.451e-8,,8.451e-8,
438.807,3.132e-7,,3.132e-7,
438.812,1.131e-6,,1.131e-6,
438.817,3.978e-6,,3.978e-6,
438.822,1.364e-5,,1.364e-5,
438.827,4.556e-5,,4.556e-5,
438.832,1.483e-4,,1.483e-4,
438.837,4.703e-4,,4.703e-4,
438.842,1.453e-3,,1.453e-3,
438.847,4.376e-3,,4.376e-3,
438.852,1.284e-2,,1.284e-2,
438.857,3.671e-2,,3.671e-2,
438.862,1.023e-1,,1.023e-1,
438.867,2.776e-1,,2.776e-1,
438.872,7.343e-1,,7.343e-1,
438.877,1.892e+0,,1.892e+0,
438.882,4.752e+0,,4.752e+0,
438.887,1.163e+1,,1.163e+1,
438.892,2.773e+1,,2.773e+1,
438.897,6.442e+1,,6.442e+1,
438.902,1.458e+2,,1.458e+2,
438.907,3.217e+2,,3.217e+2,
438.912,6.913e+2,,6.913e+2,
438.917,1.448e+3,,1.448e+3,
438.922,2.955e+3,,2.955e+3,
438.927,5.875e+3,,5.875e+3,
438.932,1.138e+4,,1.138e+4,
438.937,2.149e+4,,2.149e+4,
438.942,3.953e+4,,3.953e+4,
438.947,7.086e+4,,7.086e+4,
438.952,1.238e+5,,1.238e+5,
438.957,2.106e+5,,2.106e+5,
438.962,3.493e+5,,3.493e+5,
438.967,5.644e+5,,5.644e+5,
438.972,8.886e+5,,8.886e+5,
438.977,1.363e+6,,1.363e+6,
438.982,2.038e+6,,2.038e+6,
438.987,2.968e+6,,2.968e+6,
438.992,4.213e+6,,4.213e+6,
438.997,5.826e+6,,5.826e+6,
439.002,7.851e+6,,7.851e+6,
439.007,1.031e+7,,1.031e+7,
439.012,1.319e+7,,1.319e+7,
439.017,1.644e+7,,1.644e+7,
439.022,1.997e+7,,1.997e+7,
439.027,2.364e+7,,2.364e+7,
439.032,2.727e+7,,2.727e+7,
439.037,3.064e+7,,3.064e+7,
439.042,3.355e+7,,3.355e+7,
439.047,3.580e+7,,3.580e+7,
439.052,3.722e+7,,3.722e+7,
439.057,3.771e+7,,3.771e+7,
439.062,3.722e+7,,3.722e+7,
439.067,3.580e+7,,3.580e+7,
439.072,3.355e+7,,3.355e+7,
439.077,3.064e+7,,3.064e+7,
439.082,2.727e+7,,2.727e+7,
439.087,2.364e+7,,2.364e+7,
439.092,1.997e+7,,1.997e+7,
439.097,1.644e+7,,1.644e+7,
439.102,1.319e+7,,1.319e+7,
439.107,1.031e+7,,1.031e+7,
439.112,7.851e+6,,7.851e+6,
439.117,5.826e+6,,5.826e+6,
439.122,4.213e+6,,4.213e+6,
439.127,2.968e+6,,2.968e+6,
439.132,2.038e+6,,2.038e+6,
439.137,1.363e+6,,1.363e+6,
439.142,8.886e+5,,8.886e+5,
439.147,5.644e+5,,5.644e+5,
439.152,3.493e+5,,3.493e+5,
439.157,2.106e+5,,2.106e+5,
439.162,1.238e+5,,1.238e+5,
439.167,7.086e+4,,7.086e+4,
439.172,3.953e+4,,3.953e+4,
439.177,2.149e+4,,2.149e+4,
439.182,1.138e+4,,1.138e+4,
439.187,5.875e+3,,5.875e+3,
439.192,2.955e+3,,2.955e+3,
439.197,1.448e+3,,1.448e+3,
439.202,6.913e+2,,6.913e+2,
439.207,3.217e+2,,3.217e+2,
439.212,1.458e+2,,1.458e+2,
439.217,6.442e+1,,6.442e+1,
439.222,2.773e+1,,2.773e+1,
439.227,1.163e+1,,1.163e+1,
439.232,4.752e+0,,4.752e+0,
439.237,1.892e+0,,1.892e+0,
439.242,7.343e-1,,7.343e-1,
439.247,2.776e-1,,2.776e-1,
439.252,1.023e-1,,1.023e-1,
439.257,3.671e-2,,3.671e-2,
439.262,1.284e-2,,1.284e-2,
439.267,4.376e-3,,4.376e-3,
439.272,1.453e-3,,1.453e-3,
439.277,4.703e-4,,4.703e-4,
439.282,1.483e-4,,1.483e-4,
439.287,4.556e-5,,4.556e-5,
439.292,1.364e-5,,1.364e-5,
439.297,3.978e-6,,3.978e-6,
439.302,1.131e-6,,1.131e-6,
439.307,3.132e-7,,3.132e-7,
439.312,8.451e-8,,8.451e-8,
439.317,2.222e-8,,2.222e-8,
439.322,5.694e-9,,5.694e-9,
443.134,4.723e-9,,4.723e-9,
443.139,1.795e-8,,1.795e-8,
443.144,6.651e-8,,6.651e-8,
443.149,2.403e-7,,2.403e-7,
443.154,8.461e-7,,8.461e-7,
443.159,2.905e-6,,2.905e-6,
443.164,9.722e-6,,9.722e-6,
443.169,3.172e-5,,3.172e-5,
443.174,1.009e-4,,1.009e-4,
443.179,3.129e-4,,3.129e-4,
443.184,9.459e-4,,9.459e-4,
443.189,2.788e-3,,2.788e-3,
443.194,8.010e-3,,8.010e-3,
443.199,2.244e-2,,2.244e-2,
443.204,6.126e-2,,6.126e-2,
443.209,1.631e-1,,1.631e-1,
443.214,4.233e-1,,4.233e-1,
443.219,1.071e+0,,1.071e+0,
443.224,2.642e+0,,2.642e+0,
443.229,6.352e+0,,6.352e+0,
443.234,1.489e+1,,1.489e+1,
443.239,3.403e+1,,3.403e+1,
443.244,7.582e+1,,7.582e+1,
443.249,1.647e+2,,1.647e+2,
443.254,3.487e+2,,3.487e+2,
443.259,7.199e+2,,7.199e+2,
443.264,1.449e+3,,1.449e+3,
443.269,2.843e+3,,2.843e+3,
443.274,5.437e+3,,5.437e+3,
443.279,1.014e+4,,1.014e+4,
443.284,1.843e+4,,1.843e+4,
443.289,3.266e+4,,3.266e+4,
443.294,5.643e+4,,5.643e+4,
443.299,9.504e+4,,9.504e+4,
443.304,1.561e+5,,1.561e+5,
443.309,2.498e+5,,2.498e+5,
443.314,3.899e+5,,3.899e+5,
443.319,5.932e+5,,5.932e+5,
443.324,8.798e+5,,8.798e+5,
443.329,1.272e+6,,1.272e+6,
443.334,1.793e+6,,1.793e+6,
443.339,2.464e+6,,2.464e+6,
443.344,3.301e+6,,3.301e+6,
443.349,4.312e+6,,4.312e+6,
443.354,5.490e+6,,5.490e+6,
443.359,6.815e+6,,6.815e+6,
443.364,8.248e+6,,8.248e+6,
443.369,9.730e+6,,9.730e+6,
443.374,1.119e+7,,1.119e+7,
443.379,1.255e+7,,1.255e+7,
443.384,1.372e+7,,1.372e+7,
443.389,1.462e+7,,1.462e+7,
443.394,1.518e+7,,1.518e+7,
443.399,1.538e+7,,1.538e+7,
443.404,1.518e+7,,1.518e+7,
443.409,1.462e+7,,1.462e+7,
443.414,1.372e+7,,1.372e+7,
443.419,1.255e+7,,1.255e+7,
443.424,1.119e+7,,1.119e+7,
443.429,9.730e+6,,9.730e+6,
443.434,8.248e+6,,8.248e+6,
443.439,6.815e+6,,6.815e+6,
443.444,5.490e+6,,5.490e+6,
443.449,4.312e+6,,4.312e+6,
443.454,3.301e+6,,3.301e+6,
443.459,2.464e+6,,2.464e+6,
443.464,1.793e+6,,1.793e+6,
443.469,1.272e+6,,1.272e+6,
443.474,8.798e+5,,8.798e+5,
443.479,5.932e+5,,5.932e+5,
443.484,3.899e+5,,3.899e+5,
443.489,2.498e+5,,2.498e+5,
443.494,1.561e+5,,1.561e+5,
443.499,9.509e+4,,9.509e+4,
443.504,5.653e+4,,5.653e+4,
443.509,3.288e+4,,3.288e+4,
443.514,1.886e+4,,1.886e+4,
443.519,1.099e+4,,1.099e+4,
443.524,7.084e+3,,7.084e+3,
443.529,5.937e+3,,5.937e+3,
443.534,7.119e+3,,7.119e+3,
443.539,1.085e+4,,1.085e+4,
443.544,1.800e+4,,1.800e+4,
443.549,3.017e+4,,3.017e+4,
443.554,4.982e+4,,4.982e+4,
443.559,8.046e+4,,8.046e+4,
443.564,1.268e+5,,1.268e+5,
443.569,1.951e+5,,1.951e+5,
443.574,2.926e+5,,2.926e+5,
443.579,4.281e+5,,4.281e+5,
443.584,6.110e+5,,6.110e+5,
443.589,8.505e+5,,8.505e+5,
443.594,1.155e+6,,1.155e+6,
443.599,1.530e+6,,1.530e+6,
443.604,1.976e+6,,1.976e+6,
443.609,2.490e+6,,2.490e+6,
443.614,3.061e+6,,3.061e+6,
443.619,3.670e+6,,3.670e+6,
443.624,4.293e+6,,4.293e+6,
443.629,4.898e+6,,4.898e+6,
443.634,5.452e+6,,5.452e+6,
443.639,5.919e+6,,5.919e+6,
443.644,6.269e+6,,6.269e+6,
443.649,6.478e+6,,6.478e+6,
443.654,6.529e+6,,6.529e+6,
443.659,6.420e+6,,6.420e+6,
443.664,6.158e+6,,6.158e+6,
443.669,5.762e+6,,5.762e+6,
443.674,5.260e+6,,5.260e+6,
443.679,4.684e+6,,4.684e+6,
443.684,4.069e+6,,4.069e+6,
443.689,3.449e+6,,3.449e+6,
443.694,2.851e+6,,2.851e+6,
443.699,2.300e+6,,2.300e+6,
443.704,1.810e+6,,1.810e+6,
443.709,1.389e+6,,1.389e+6,
443.714,1.040e+6,,1.040e+6,
443.719,7.598e+5,,7.598e+5,
443.724,5.414e+5,,5.414e+5,
443.729,3.764e+5,,3.764e+5,
443.734,2.553e+5,,2.553e+5,
443.739,1.689e+5,,1.689e+5,
443.744,1.090e+5,,1.090e+5,
443.749,6.861e+4,,6.861e+4,
443.754,4.213e+4,,4.213e+4,
443.759,2.524e+4,,2.524e+4,
443.764,1.475e+4,,1.475e+4,
443.769,8.408e+3,,8.408e+3,
443.774,4.675e+3,,4.675e+3,
443.779,2.536e+3,,2.536e+3,
443.784,1.342e+3,,1.342e+3,
443.789,6.923e+2,,6.923e+2,
443.794,3.485e+2,,3.485e+2,
443.799,1.711e+2,,1.711e+2,
443.804,8.194e+1,,8.194e+1,
443.809,3.828e+1,,3.828e+1,
443.814,1.744e+1,,1.744e+1,
443.819,7.749e+0,,7.749e+0,
443.824,3.359e+0,,3.359e+0,
443.829,1.420e+0,,1.420e+0,
443.834,5.853e-1,,5.853e-1,
443.839,2.353e-1,,2.353e-1,
443.844,9.229e-2,,9.229e-2,
443.849,3.530e-2,,3.530e-2,
443.854,1.317e-2,,1.317e-2,
443.859,4.790e-3,,4.790e-3,
443.864,1.699e-3,,1.699e-3,
443.869,5.879e-4,,5.879e-4,
443.874,1.983e-4,,1.983e-4,
443.879,6.526e-5,,6.526e-5,
443.884,2.094e-5,,2.094e-5,
443.889,6.553e-6,,6.553e-6,
443.894,2.000e-6,,2.000e-6,
443.899,5.950e-7,,5.950e-7,
443.904,1.727e-7,,1.727e-7,
443.909,4.886e-8,,4.886e-8,
443.914,1.348e-8,,1.348e-8,
443.919,3.308e-9,,3.308e-9,
443.924,8.716e-10,,8.716e-10,
447.845,6.450e-7,,6.450e-7,
447.85,2.420e-6,,2.420e-6,
447.855,8.860e-6,,8.860e-6,
447.86,3.163e-5,,3.163e-5,
447.865,1.107e-4,,1.107e-4,
447.87,3.764e-4,,3.764e-4,
447.875,1.248e-3,,1.248e-3,
447.88,4.035e-3,,4.035e-3,
447.885,1.273e-2,,1.273e-2,
447.89,3.917e-2,,3.917e-2,
447.895,1.176e-1,,1.176e-1,
447.9,3.443e-1,,3.443e-1,
447.905,9.835e-1,,9.835e-1,
447.91,2.740e+0,,2.740e+0,
447.915,7.449e+0,,7.449e+0,
447.92,1.975e+1,,1.975e+1,
447.925,5.110e+1,,5.110e+1,
447.93,1.289e+2,,1.289e+2,
447.935,3.175e+2,,3.175e+2,
447.94,7.625e+2,,7.625e+2,
447.945,1.787e+3,,1.787e+3,
447.95,4.084e+3,,4.084e+3,
447.955,9.108e+3,,9.108e+3,
447.96,1.982e+4,,1.982e+4,
447.965,4.208e+4,,4.208e+4,
447.97,8.715e+4,,8.715e+4,
447.975,1.761e+5,,1.761e+5,
447.98,3.474e+5,,3.474e+5,
447.985,6.684e+5,,6.684e+5,
447.99,1.255e+6,,1.255e+6,
447.995,2.300e+6,,2.300e+6,
448,4.112e+6,,4.112e+6,
448.005,7.176e+6,,7.176e+6,
448.01,1.222e+7,,1.222e+7,
448.015,2.031e+7,,2.031e+7,
448.02,3.296e+7,,3.296e+7,
448.025,5.219e+7,,5.219e+7,
448.03,8.068e+7,,8.068e+7,
448.035,1.218e+8,,1.218e+8,
448.04,1.794e+8,,1.794e+8,
448.045,2.581e+8,,2.581e+8,
448.05,3.625e+8,,3.625e+8,
448.055,4.971e+8,,4.971e+8,
448.06,6.659e+8,,6.659e+8,
448.065,8.710e+8,,8.710e+8,
448.07,1.113e+9,,1.113e+9,
448.075,1.389e+9,,1.389e+9,
448.08,1.693e+9,,1.693e+9,
448.085,2.016e+9,,2.016e+9,
448.09,2.346e+9,,2.346e+9,
448.095,2.668e+9,,2.668e+9,
448.1,2.964e+9,,2.964e+9,
448.105,3.218e+9,,3.218e+9,
448.11,3.414e+9,,3.414e+9,
448.115,3.541e+9,,3.541e+9,
448.12,3.589e+9,,3.589e+9,
448.125,3.556e+9,,3.556e+9,
448.13,3.444e+9,,3.444e+9,
448.135,3.261e+9,,3.261e+9,
448.14,3.018e+9,,3.018e+9,
448.145,2.731e+9,,2.731e+9,
448.15,2.415e+9,,2.415e+9,
448.155,2.088e+9,,2.088e+9,
448.16,1.765e+9,,1.765e+9,
448.165,1.458e+9,,1.458e+9,
448.17,1.178e+9,,1.178e+9,
448.175,9.296e+8,,9.296e+8,
448.18,7.173e+8,,7.173e+8,
448.185,5.409e+8,,5.409e+8,
448.19,3.986e+8,,3.986e+8,
448.195,2.871e+8,,2.871e+8,
448.2,2.020e+8,,2.020e+8,
448.205,1.389e+8,,1.389e+8,
448.21,9.330e+7,,9.330e+7,
448.215,6.123e+7,,6.123e+7,
448.22,3.925e+7,,3.925e+7,
448.225,2.457e+7,,2.457e+7,
448.23,1.503e+7,,1.503e+7,
448.235,8.975e+6,,8.975e+6,
448.24,5.235e+6,,5.235e+6,
448.245,2.981e+6,,2.981e+6,
448.25,1.658e+6,,1.658e+6,
448.255,8.999e+5,,8.999e+5,
448.26,4.769e+5,,4.769e+5,
448.265,2.467e+5,,2.467e+5,
448.27,1.246e+5,,1.246e+5,
448.275,6.143e+4,,6.143e+4,
448.28,2.956e+4,,2.956e+4,
448.285,1.388e+4,,1.388e+4,
448.29,6.360e+3,,6.360e+3,
448.295,2.845e+3,,2.845e+3,
448.3,1.242e+3,,1.242e+3,
448.305,5.288e+2,,5.288e+2,
448.31,2.197e+2,,2.197e+2,
448.315,8.911e+1,,8.911e+1,
448.32,3.526e+1,,3.526e+1,
448.325,1.361e+1,,1.361e+1,
448.33,5.127e+0,,5.127e+0,
448.335,1.884e+0,,1.884e+0,
448.34,6.756e-1,,6.756e-1,
448.345,2.363e-1,,2.363e-1,
448.35,8.065e-2,,8.065e-2,
448.355,2.685e-2,,2.685e-2,
448.36,8.721e-3,,8.721e-3,
448.365,2.763e-3,,2.763e-3,
448.37,8.541e-4,,8.541e-4,
448.375,2.576e-4,,2.576e-4,
448.38,7.576e-5,,7.576e-5,
448.385,2.153e-5,,2.153e-5,
448.39,6.027e-6,,6.027e-6,
448.395,1.647e-6,,1.647e-6,
448.4,4.391e-7,,4.391e-7,
470.017,1.003e-7,1.003e-7,,
470.022,3.550e-7,3.550e-7,,
470.027,1.228e-6,1.228e-6,,
470.032,4.153e-6,4.153e-6,,
470.037,1.373e-5,1.373e-5,,
470.042,4.439e-5,4.439e-5,,
470.047,1.403e-4,1.403e-4,,
470.052,4.334e-4,4.334e-4,,
470.057,1.309e-3,1.309e-3,,
470.062,3.866e-3,3.866e-3,,
470.067,1.116e-2,1.116e-2,,
470.072,3.150e-2,3.150e-2,,
470.077,8.692e-2,8.692e-2,,
470.082,2.345e-1,2.345e-1,,
470.087,6.184e-1,6.184e-1,,
470.092,1.595e+0,1.595e+0,,
470.097,4.019e+0,4.019e+0,,
470.102,9.906e+0,9.906e+0,,
470.107,2.387e+1,2.387e+1,,
470.112,5.622e+1,5.622e+1,,
470.117,1.295e+2,1.295e+2,,
470.122,2.915e+2,2.915e+2,,
470.127,6.416e+2,6.416e+2,,
470.132,1.381e+3,1.381e+3,,
470.137,2.904e+3,2.904e+3,,
470.142,5.974e+3,5.974e+3,,
470.147,1.201e+4,1.201e+4,,
470.152,2.361e+4,2.361e+4,,
470.157,4.538e+4,4.538e+4,,
470.162,8.527e+4,8.527e+4,,
470.167,1.566e+5,1.566e+5,,
470.172,2.813e+5,2.813e+5,,
470.177,4.939e+5,4.939e+5,,
470.182,8.477e+5,8.477e+5,,
470.187,1.423e+6,1.423e+6,,
470.192,2.334e+6,2.334e+6,,
470.197,3.744e+6,3.744e+6,,
470.202,5.870e+6,5.870e+6,,
470.207,8.999e+6,8.999e+6,,
470.212,1.349e+7,1.349e+7,,
470.217,1.976e+7,1.976e+7,,
470.222,2.831e+7,2.831e+7,,
470.227,3.965e+7,3.965e+7,,
470.232,5.429e+7,5.429e+7,,
470.237,7.267e+7,7.267e+7,,
470.242,9.510e+7,9.510e+7,,
470.247,1.217e+8,1.217e+8,,
470.252,1.522e+8,1.522e+8,,
470.257,1.861e+8,1.861e+8,,
470.262,2.225e+8,2.225e+8,,
470.267,2.601e+8,2.601e+8,,
470.272,2.972e+8,2.972e+8,,
470.277,3.320e+8,3.320e+8,,
470.282,3.626e+8,3.626e+8,,
470.287,3.871e+8,3.871e+8,,
470.292,4.041e+8,4.041e+8,,
470.297,4.124e+8,4.124e+8,,
470.302,4.115e+8,4.115e+8,,
470.307,4.014e+8,4.014e+8,,
470.312,3.828e+8,3.828e+8,,
470.317,3.569e+8,3.569e+8,,
470.322,3.253e+8,3.253e+8,,
470.327,2.899e+8,2.899e+8,,
470.332,2.525e+8,2.525e+8,,
470.337,2.151e+8,2.151e+8,,
470.342,1.791e+8,1.791e+8,,
470.347,1.458e+8,1.458e+8,,
470.352,1.160e+8,1.160e+8,,
470.357,9.028e+7,9.028e+7,,
470.362,6.868e+7,6.868e+7,,
470.367,5.107e+7,5.107e+7,,
470.372,3.713e+7,3.713e+7,,
470.377,2.640e+7,2.640e+7,,
470.382,1.834e+7,1.834e+7,,
470.387,1.246e+7,1.246e+7,,
470.392,8.277e+6,8.277e+6,,
470.397,5.375e+6,5.375e+6,,
470.402,3.412e+6,3.412e+6,,
470.407,2.118e+6,2.118e+6,,
470.412,1.285e+6,1.285e+6,,
470.417,7.623e+5,7.623e+5,,
470.422,4.421e+5,4.421e+5,,
470.427,2.507e+5,2.507e+5,,
470.432,1.389e+5,1.389e+5,,
470.437,7.530e+4,7.530e+4,,
470.442,3.990e+4,3.990e+4,,
470.447,2.066e+4,2.066e+4,,
470.452,1.046e+4,1.046e+4,,
470.457,5.181e+3,5.181e+3,,
470.462,2.508e+3,2.508e+3,,
470.467,1.187e+3,1.187e+3,,
470.472,5.489e+2,5.489e+2,,
470.477,2.483e+2,2.483e+2,,
470.482,1.098e+2,1.098e+2,,
470.487,4.745e+1,4.745e+1,,
470.492,2.005e+1,2.005e+1,,
470.497,8.286e+0,8.286e+0,,
470.502,3.347e+0,3.347e+0,,
470.507,1.322e+0,1.322e+0,,
470.512,5.103e-1,5.103e-1,,
470.517,1.926e-1,1.926e-1,,
470.522,7.108e-2,7.108e-2,,
470.527,2.564e-2,2.564e-2,,
470.532,9.044e-3,9.044e-3,,
470.537,3.119e-3,3.119e-3,,
470.542,1.051e-3,1.051e-3,,
470.547,3.465e-4,3.465e-4,,
470.552,1.116e-4,1.116e-4,,
470.557,3.517e-5,3.517e-5,,
