Wavelength (nm),Sum(calc),Cr I (2.7e-2),Cr II (9.7e-1)
421.135,1.929e-1,1.929e-1,6.680e-8
421.140,5.332e-1,5.332e-1,6.679e-8
421.145,1.433e+0,1.433e+0,6.678e-8
421.150,3.744e+0,3.744e+0,6.677e-8
421.155,9.512e+0,9.512e+0,6.677e-8
421.161,2.806e+1,2.806e+1,6.676e-8
421.166,6.700e+1,6.700e+1,6.675e-8
421.171,1.555e+2,1.555e+2,6.674e-8
421.176,3.510e+2,3.510e+2,6.673e-8
421.181,7.703e+2,7.703e+2,6.673e-8
421.186,1.643e+3,1.643e+3,6.672e-8
421.191,3.408e+3,3.408e+3,6.671e-8
421.196,6.873e+3,6.873e+3,6.670e-8
421.202,1.537e+4,1.537e+4,6.669e-8
421.207,2.912e+4,2.912e+4,6.669e-8
421.212,5.366e+4,5.366e+4,6.668e-8
421.217,9.614e+4,9.614e+4,6.667e-8
421.222,1.675e+5,1.675e+5,6.666e-8
421.227,2.836e+5,2.836e+5,6.666e-8
421.232,4.669e+5,4.669e+5,6.665e-8
421.237,7.473e+5,7.473e+5,6.664e-8
421.243,1.266e+6,1.266e+6,6.663e-8
421.248,1.905e+6,1.905e+6,6.663e-8
421.253,2.786e+6,2.786e+6,6.662e-8
421.258,3.962e+6,3.962e+6,6.661e-8
421.263,5.478e+6,5.478e+6,6.660e-8
421.268,7.363e+6,7.363e+6,6.660e-8
421.273,9.622e+6,9.622e+6,6.659e-8
421.278,1.222e+7,1.222e+7,6.658e-8
421.283,1.510e+7,1.510e+7,6.657e-8
421.289,1.875e+7,1.875e+7,6.656e-8
421.294,2.177e+7,2.177e+7,6.656e-8
421.299,2.457e+7,2.457e+7,6.655e-8
421.304,2.696e+7,2.696e+7,6.654e-8
421.309,2.877e+7,2.877e+7,6.653e-8
421.314,2.984e+7,2.984e+7,6.653e-8
421.319,3.009e+7,3.009e+7,6.652e-8
421.324,2.950e+7,2.950e+7,6.651e-8
421.330,2.776e+7,2.776e+7,6.650e-8
421.335,2.559e+7,2.559e+7,6.649e-8
421.340,2.292e+7,2.292e+7,6.649e-8
421.345,1.997e+7,1.997e+7,6.648e-8
421.350,1.691e+7,1.691e+7,6.647e-8
421.355,1.392e+7,1.392e+7,6.646e-8
421.360,1.115e+7,1.115e+7,6.646e-8
421.365,8.674e+6,8.674e+6,6.645e-8
421.371,6.187e+6,6.187e+6,6.644e-8
421.376,4.525e+6,4.525e+6,6.643e-8
421.381,3.218e+6,3.218e+6,6.643e-8
421.386,2.225e+6,2.225e+6,6.642e-8
421.391,1.496e+6,1.496e+6,6.641e-8
421.396,9.776e+5,9.776e+5,6.640e-8
421.401,6.212e+5,6.212e+5,6.640e-8
421.406,3.837e+5,3.837e+5,6.639e-8
421.412,2.074e+5,2.074e+5,6.638e-8
421.417,1.204e+5,1.204e+5,6.637e-8
421.422,6.799e+4,6.799e+4,6.636e-8
421.427,3.731e+4,3.731e+4,6.636e-8
421.432,1.991e+4,1.991e+4,6.635e-8
421.437,1.033e+4,1.033e+4,6.634e-8
421.442,5.209e+3,5.209e+3,6.633e-8
421.447,2.554e+3,2.554e+3,6.633e-8
421.452,1.218e+3,1.218e+3,6.632e-8
421.458,4.823e+2,4.823e+2,6.631e-8
421.463,2.161e+2,2.161e+2,6.630e-8
421.468,9.415e+1,9.415e+1,6.629e-8
421.473,3.988e+1,3.988e+1,6.629e-8
421.478,1.642e+1,1.642e+1,6.628e-8
421.483,6.573e+0,6.573e+0,6.627e-8
421.488,2.559e+0,2.559e+0,6.626e-8
421.493,9.682e-1,9.682e-1,6.626e-8
421.499,2.906e-1,2.906e-1,6.625e-8
421.504,1.034e-1,1.034e-1,6.624e-8
421.509,3.574e-2,3.574e-2,6.623e-8
421.514,1.202e-2,1.202e-2,6.623e-8
421.519,3.928e-3,3.928e-3,6.622e-8
421.524,1.248e-3,1.248e-3,6.621e-8
421.529,3.856e-4,3.856e-4,6.620e-8
421.534,1.158e-4,1.158e-4,6.620e-8
421.540,2.635e-5,2.635e-5,6.619e-8
421.545,7.440e-6,7.440e-6,6.618e-8
421.550,2.042e-6,2.042e-6,6.617e-8
421.555,5.449e-7,5.449e-7,6.616e-8
421.560,1.414e-7,1.414e-7,6.616e-8
421.565,3.566e-8,3.566e-8,6.615e-8
421.570,8.744e-9,8.744e-9,6.614e-8
421.575,2.085e-9,2.085e-9,6.613e-8
421.581,3.595e-10,3.595e-10,6.613e-8
422.006,7.708e-11,7.708e-11,6.549e-8
422.011,3.397e-10,3.397e-10,6.548e-8
422.016,1.456e-9,1.456e-9,6.547e-8
422.021,6.068e-9,6.068e-9,6.546e-8
422.026,2.459e-8,2.459e-8,6.546e-8
422.031,9.687e-8,9.687e-8,6.545e-8
422.036,3.711e-7,3.711e-7,6.544e-8
422.041,1.382e-6,1.382e-6,6.543e-8
422.047,6.456e-6,6.456e-6,6.542e-8
422.052,2.261e-5,2.261e-5,6.542e-8
422.057,7.699e-5,7.699e-5,6.541e-8
422.062,2.549e-4,2.549e-4,6.540e-8
422.067,8.208e-4,8.208e-4,6.539e-8
422.072,2.570e-3,2.570e-3,6.539e-8
422.077,7.823e-3,7.823e-3,6.538e-8
422.082,2.315e-2,2.315e-2,6.537e-8
422.088,8.205e-2,8.205e-2,6.536e-8
422.093,2.283e-1,2.283e-1,6.536e-8
422.098,6.179e-1,6.179e-1,6.535e-8
422.103,1.626e+0,1.626e+0,6.534e-8
422.108,4.159e+0,4.159e+0,6.533e-8
422.113,1.035e+1,1.035e+1,6.533e-8
422.118,2.502e+1,2.502e+1,6.532e-8
422.123,5.886e+1,5.886e+1,6.531e-8
422.128,1.346e+2,1.346e+2,6.530e-8
422.134,3.500e+2,3.500e+2,6.529e-8
422.139,7.525e+2,7.525e+2,6.529e-8
422.144,1.573e+3,1.573e+3,6.528e-8
422.149,3.198e+3,3.198e+3,6.527e-8
422.154,6.321e+3,6.321e+3,6.526e-8
422.159,1.215e+4,1.215e+4,6.526e-8
422.164,2.270e+4,2.270e+4,6.525e-8
422.169,4.126e+4,4.126e+4,6.524e-8
422.175,8.141e+4,8.141e+4,6.523e-8
422.180,1.391e+5,1.391e+5,6.522e-8
422.185,2.310e+5,2.310e+5,6.522e-8
422.190,3.732e+5,3.732e+5,6.521e-8
422.195,5.861e+5,5.861e+5,6.520e-8
422.200,8.951e+5,8.951e+5,6.519e-8
422.205,1.329e+6,1.329e+6,6.519e-8
422.210,1.919e+6,1.919e+6,6.518e-8
422.216,2.874e+6,2.874e+6,6.517e-8
422.221,3.901e+6,3.901e+6,6.516e-8
422.226,5.150e+6,5.150e+6,6.516e-8
422.231,6.609e+6,6.609e+6,6.515e-8
422.236,8.248e+6,8.248e+6,6.514e-8
422.241,1.001e+7,1.001e+7,6.513e-8
422.246,1.181e+7,1.181e+7,6.513e-8
422.251,1.355e+7,1.355e+7,6.512e-8
422.257,1.540e+7,1.540e+7,6.511e-8
422.262,1.661e+7,1.661e+7,6.510e-8
422.267,1.742e+7,1.742e+7,6.509e-8
422.272,1.776e+7,1.776e+7,6.509e-8
422.277,1.762e+7,1.762e+7,6.508e-8
422.282,1.698e+7,1.698e+7,6.507e-8
422.287,1.592e+7,1.592e+7,6.506e-8
422.292,1.452e+7,1.452e+7,6.506e-8
422.297,1.287e+7,1.287e+7,6.505e-8
422.303,1.073e+7,1.073e+7,6.504e-8
422.308,8.942e+6,8.942e+6,6.503e-8
422.313,7.246e+6,7.246e+6,6.502e-8
422.318,5.709e+6,5.709e+6,6.502e-8
422.323,4.374e+6,4.374e+6,6.501e-8
422.328,3.259e+6,3.259e+6,6.500e-8
422.333,2.360e+6,2.360e+6,6.499e-8
422.338,1.663e+6,1.663e+6,6.499e-8
422.344,1.052e+6,1.052e+6,6.498e-8
422.349,6.966e+5,6.966e+5,6.497e-8
422.354,4.486e+5,4.486e+5,6.496e-8
422.359,2.808e+5,2.808e+5,6.496e-8
422.364,1.710e+5,1.710e+5,6.495e-8
422.369,1.012e+5,1.012e+5,6.494e-8
422.374,5.825e+4,5.825e+4,6.493e-8
422.379,3.260e+4,3.260e+4,6.493e-8
422.385,1.565e+4,1.565e+4,6.492e-8
422.390,8.237e+3,8.237e+3,6.491e-8
422.395,4.214e+3,4.214e+3,6.490e-8
422.400,2.096e+3,2.096e+3,6.489e-8
422.405,1.014e+3,1.014e+3,6.489e-8
422.410,4.770e+2,4.770e+2,6.488e-8
422.415,2.181e+2,2.181e+2,6.487e-8
422.420,9.701e+1,9.701e+1,6.486e-8
422.426,3.535e+1,3.535e+1,6.485e-8
422.431,1.478e+1,1.478e+1,6.485e-8
422.436,6.008e+0,6.008e+0,6.484e-8
422.441,2.375e+0,2.375e+0,6.483e-8
422.446,9.129e-1,9.129e-1,6.482e-8
422.451,3.412e-1,3.412e-1,6.482e-8
422.456,1.240e-1,1.240e-1,6.481e-8
422.461,4.381e-2,4.381e-2,6.480e-8
422.467,1.212e-2,1.212e-2,6.479e-8
422.472,4.025e-3,4.025e-3,6.479e-8
422.477,1.300e-3,1.300e-3,6.478e-8
422.482,4.084e-4,4.084e-4,6.477e-8
422.487,1.247e-4,1.247e-4,6.476e-8
422.492,3.704e-5,3.704e-5,6.476e-8
422.497,1.069e-5,1.069e-5,6.475e-8
422.502,3.003e-6,3.003e-6,6.474e-8
422.507,8.197e-7,8.197e-7,6.473e-8
422.513,1.663e-7,1.663e-7,6.472e-8
422.518,4.269e-8,4.269e-8,6.472e-8
422.523,1.066e-8,1.066e-8,6.471e-8
422.528,2.586e-9,2.586e-9,6.470e-8
422.533,6.101e-10,6.101e-10,6.469e-8
422.963,2.776e-10,2.776e-10,6.405e-8
422.968,1.189e-9,1.189e-9,6.404e-8
422.974,6.561e-9,6.561e-9,6.403e-8
422.979,2.642e-8,2.642e-8,6.402e-8
422.984,1.034e-7,1.034e-7,6.402e-8
422.989,3.939e-7,3.939e-7,6.401e-8
422.994,1.459e-6,1.459e-6,6.400e-8
422.999,5.253e-6,5.253e-6,6.399e-8
423.004,1.840e-5,1.840e-5,6.399e-8
423.009,6.265e-5,6.265e-5,6.398e-8
423.014,2.075e-4,2.075e-4,6.397e-8
423.020,8.416e-4,8.416e-4,6.396e-8
423.025,2.621e-3,2.621e-3,6.395e-8
423.030,7.940e-3,7.940e-3,6.395e-8
423.035,2.339e-2,2.339e-2,6.394e-8
423.040,6.699e-2,6.699e-2,6.393e-8
423.045,1.866e-1,1.866e-1,6.392e-8
423.050,5.055e-1,5.055e-1,6.392e-8
423.055,1.332e+0,1.332e+0,6.391e-8
423.061,4.104e+0,4.104e+0,6.390e-8
423.066,1.017e+1,1.017e+1,6.389e-8
423.071,2.449e+1,2.449e+1,6.388e-8
423.076,5.738e+1,5.738e+1,6.388e-8
423.081,1.307e+2,1.307e+2,6.387e-8
423.086,2.897e+2,2.897e+2,6.386e-8
423.091,6.242e+2,6.242e+2,6.385e-8
423.096,1.308e+3,1.308e+3,6.385e-8
423.102,3.062e+3,3.062e+3,6.384e-8
423.107,6.035e+3,6.035e+3,6.383e-8
423.112,1.156e+4,1.156e+4,6.382e-8
423.117,2.155e+4,2.155e+4,6.382e-8
423.122,3.906e+4,3.906e+4,6.381e-8
423.127,6.883e+4,6.883e+4,6.380e-8
423.132,1.180e+5,1.180e+5,6.379e-8
423.137,1.966e+5,1.966e+5,6.379e-8
423.143,3.498e+5,3.498e+5,6.378e-8
423.148,5.483e+5,5.483e+5,6.377e-8
423.153,8.357e+5,8.357e+5,6.376e-8
423.158,1.239e+6,1.239e+6,6.375e-8
423.163,1.786e+6,1.786e+6,6.375e-8
423.168,2.503e+6,2.503e+6,6.374e-8
423.173,3.412e+6,3.412e+6,6.373e-8
423.178,4.524e+6,4.524e+6,6.372e-8
423.183,5.832e+6,5.832e+6,6.372e-8
423.189,7.624e+6,7.624e+6,6.371e-8
423.194,9.244e+6,9.244e+6,6.370e-8
423.199,1.090e+7,1.090e+7,6.369e-8
423.204,1.250e+7,1.250e+7,6.368e-8
423.209,1.393e+7,1.393e+7,6.368e-8
423.214,1.511e+7,1.511e+7,6.367e-8
423.219,1.593e+7,1.593e+7,6.366e-8
423.224,1.634e+7,1.634e+7,6.365e-8
423.230,1.623e+7,1.623e+7,6.365e-8
423.235,1.565e+7,1.565e+7,6.364e-8
423.240,1.468e+7,1.468e+7,6.363e-8
423.245,1.338e+7,1.338e+7,6.362e-8
423.250,1.187e+7,1.187e+7,6.362e-8
423.255,1.024e+7,1.024e+7,6.361e-8
423.260,8.587e+6,8.587e+6,6.360e-8
423.265,7.004e+6,7.004e+6,6.359e-8
423.271,5.286e+6,5.286e+6,6.358e-8
423.276,4.055e+6,4.055e+6,6.358e-8
423.281,3.025e+6,3.025e+6,6.357e-8
423.286,2.194e+6,2.194e+6,6.356e-8
423.291,1.548e+6,1.548e+6,6.355e-8
423.296,1.062e+6,1.062e+6,6.355e-8
423.301,7.084e+5,7.084e+5,6.354e-8
423.306,4.596e+5,4.596e+5,6.353e-8
423.312,2.636e+5,2.636e+5,6.352e-8
423.317,1.608e+5,1.608e+5,6.351e-8
423.322,9.541e+4,9.541e+4,6.351e-8
423.327,5.505e+4,5.505e+4,6.350e-8
423.332,3.089e+4,3.089e+4,6.349e-8
423.337,1.686e+4,1.686e+4,6.348e-8
423.342,8.945e+3,8.945e+3,6.348e-8
423.347,4.616e+3,4.616e+3,6.347e-8
423.352,2.317e+3,2.317e+3,6.346e-8
423.358,9.761e+2,9.761e+2,6.345e-8
423.363,4.607e+2,4.607e+2,6.345e-8
423.368,2.114e+2,2.114e+2,6.344e-8
423.373,9.437e+1,9.437e+1,6.343e-8
423.378,4.096e+1,4.096e+1,6.342e-8
423.383,1.729e+1,1.729e+1,6.342e-8
423.388,7.096e+0,7.096e+0,6.341e-8
423.393,2.832e+0,2.832e+0,6.340e-8
423.399,9.069e-1,9.069e-1,6.339e-8
423.404,3.404e-1,3.404e-1,6.338e-8
423.409,1.243e-1,1.243e-1,6.338e-8
423.414,4.412e-2,4.412e-2,6.337e-8
423.419,1.523e-2,1.523e-2,6.336e-8
423.424,5.114e-3,5.114e-3,6.335e-8
423.429,1.670e-3,1.670e-3,6.335e-8
423.434,5.301e-4,5.301e-4,6.334e-8
423.440,1.290e-4,1.290e-4,6.333e-8
423.445,3.851e-5,3.851e-5,6.332e-8
423.450,1.118e-5,1.118e-5,6.331e-8
423.455,3.157e-6,3.157e-6,6.331e-8
423.460,8.670e-7,8.670e-7,6.330e-8
423.465,2.315e-7,2.315e-7,6.329e-8
423.470,6.013e-8,6.013e-8,6.328e-8
423.475,1.518e-8,1.518e-8,6.328e-8
423.481,2.807e-9,2.807e-9,6.327e-8
423.486,6.666e-10,6.666e-10,6.326e-8
423.491,1.540e-10,1.540e-10,6.325e-8
423.629,2.405e-10,2.405e-10,6.305e-8
423.634,1.042e-9,1.042e-9,6.304e-8
423.639,4.393e-9,4.393e-9,6.303e-8
423.644,1.801e-8,1.801e-8,6.302e-8
423.650,9.434e-8,9.434e-8,6.301e-8
423.655,3.638e-7,3.638e-7,6.301e-8
423.660,1.364e-6,1.364e-6,6.300e-8
423.665,4.975e-6,4.975e-6,6.299e-8
423.670,1.765e-5,1.765e-5,6.298e-8
423.675,6.087e-5,6.087e-5,6.298e-8
423.680,2.042e-4,2.042e-4,6.297e-8
423.685,6.664e-4,6.664e-4,6.296e-8
423.690,2.115e-3,2.115e-3,6.295e-8
423.696,8.149e-3,8.149e-3,6.294e-8
423.701,2.432e-2,2.432e-2,6.294e-8
423.706,7.061e-2,7.061e-2,6.293e-8
423.711,1.994e-1,1.994e-1,6.292e-8
423.716,5.474e-1,5.474e-1,6.291e-8
423.721,1.462e+0,1.462e+0,6.291e-8
423.726,3.797e+0,3.797e+0,6.290e-8
423.731,9.590e+0,9.590e+0,6.289e-8
423.737,2.811e+1,2.811e+1,6.288e-8
423.742,6.678e+1,6.678e+1,6.288e-8
423.747,1.543e+2,1.543e+2,6.287e-8
423.752,3.468e+2,3.468e+2,6.286e-8
423.757,7.579e+2,7.579e+2,6.285e-8
423.762,1.611e+3,1.611e+3,6.285e-8
423.767,3.331e+3,3.331e+3,6.284e-8
423.772,6.697e+3,6.697e+3,6.283e-8
423.778,1.492e+4,1.492e+4,6.282e-8
423.783,2.823e+4,2.823e+4,6.281e-8
423.788,5.192e+4,5.192e+4,6.281e-8
423.793,9.287e+4,9.287e+4,6.280e-8
423.798,1.616e+5,1.616e+5,6.279e-8
423.803,2.734e+5,2.734e+5,6.278e-8
423.808,4.499e+5,4.499e+5,6.278e-8
423.813,7.200e+5,7.200e+5,6.277e-8
423.819,1.220e+6,1.220e+6,6.276e-8
423.824,1.837e+6,1.837e+6,6.275e-8
423.829,2.689e+6,2.689e+6,6.275e-8
423.834,3.829e+6,3.829e+6,6.274e-8
423.839,5.303e+6,5.303e+6,6.273e-8
423.844,7.142e+6,7.142e+6,6.272e-8
423.849,9.355e+6,9.355e+6,6.271e-8
423.854,1.192e+7,1.192e+7,6.271e-8
423.859,1.476e+7,1.476e+7,6.270e-8
423.865,1.841e+7,1.841e+7,6.269e-8
423.870,2.145e+7,2.145e+7,6.268e-8
423.875,2.431e+7,2.431e+7,6.268e-8
423.880,2.680e+7,2.680e+7,6.267e-8
423.885,2.873e+7,2.873e+7,6.266e-8
423.890,2.995e+7,2.995e+7,6.265e-8
423.895,3.037e+7,3.037e+7,6.265e-8
423.900,2.995e+7,2.995e+7,6.264e-8
423.906,2.839e+7,2.839e+7,6.263e-8
423.911,2.634e+7,2.634e+7,6.262e-8
423.916,2.376e+7,2.376e+7,6.261e-8
423.921,2.085e+7,2.085e+7,6.261e-8
423.926,1.779e+7,1.779e+7,6.260e-8
423.931,1.476e+7,1.476e+7,6.259e-8
423.936,1.192e+7,1.192e+7,6.258e-8
423.941,9.355e+6,9.355e+6,6.258e-8
423.947,6.744e+6,6.744e+6,6.257e-8
423.952,4.980e+6,4.980e+6,6.256e-8
423.957,3.576e+6,3.576e+6,6.255e-8
423.962,2.497e+6,2.497e+6,6.255e-8
423.967,1.696e+6,1.696e+6,6.254e-8
423.972,1.121e+6,1.121e+6,6.253e-8
423.977,7.200e+5,7.200e+5,6.252e-8
423.982,4.499e+5,4.499e+5,6.251e-8
423.988,2.466e+5,2.466e+5,6.251e-8
423.993,1.450e+5,1.450e+5,6.250e-8
423.998,8.286e+4,8.286e+4,6.249e-8
424.003,4.606e+4,4.606e+4,6.248e-8
424.008,2.490e+4,2.490e+4,6.248e-8
424.013,1.309e+4,1.309e+4,6.247e-8
424.018,6.697e+3,6.697e+3,6.246e-8
424.023,3.331e+3,3.331e+3,6.245e-8
424.028,1.611e+3,1.611e+3,6.245e-8
424.034,6.496e+2,6.496e+2,6.244e-8
424.039,2.956e+2,2.956e+2,6.243e-8
424.044,1.308e+2,1.308e+2,6.242e-8
424.049,5.629e+1,5.629e+1,6.241e-8
424.054,2.356e+1,2.356e+1,6.241e-8
424.059,9.590e+0,9.590e+0,6.240e-8
424.064,3.797e+0,3.797e+0,6.239e-8
424.069,1.462e+0,1.462e+0,6.238e-8
424.075,4.483e-1,4.483e-1,6.238e-8
424.080,1.623e-1,1.623e-1,6.237e-8
424.085,5.718e-2,5.718e-2,6.236e-8
424.090,1.959e-2,1.959e-2,6.235e-8
424.095,6.526e-3,6.526e-3,6.235e-8
424.100,2.115e-3,2.115e-3,6.234e-8
424.105,6.664e-4,6.664e-4,6.233e-8
424.110,2.042e-4,2.042e-4,6.232e-8
424.116,4.763e-5,4.763e-5,6.231e-8
424.121,1.373e-5,1.373e-5,6.231e-8
424.126,3.849e-6,3.849e-6,6.230e-8
424.131,1.050e-6,1.050e-6,6.229e-8
424.136,2.783e-7,2.783e-7,6.228e-8
424.141,7.179e-8,7.179e-8,6.228e-8
424.146,1.801e-8,1.801e-8,6.227e-8
424.151,4.393e-9,4.393e-9,6.226e-8
424.157,7.790e-10,7.790e-10,6.225e-8
424.955,9.130e-11,9.130e-11,6.105e-8
424.961,5.300e-10,5.300e-10,6.104e-8
424.966,2.226e-9,2.226e-9,6.104e-8
424.971,9.096e-9,9.096e-9,6.103e-8
424.976,3.615e-8,3.615e-8,6.102e-8
424.981,1.398e-7,1.398e-7,6.101e-8
424.986,5.256e-7,5.256e-7,6.101e-8
424.991,1.922e-6,1.922e-6,6.100e-8
424.996,6.841e-6,6.841e-6,6.099e-8
425.002,3.025e-5,3.025e-5,6.098e-8
425.007,1.013e-4,1.013e-4,6.097e-8
425.012,3.299e-4,3.299e-4,6.097e-8
425.017,1.045e-3,1.045e-3,6.096e-8
425.022,3.220e-3,3.220e-3,6.095e-8
425.027,9.653e-3,9.653e-3,6.094e-8
425.032,2.815e-2,2.815e-2,6.094e-8
425.037,7.984e-2,7.984e-2,6.093e-8
425.043,2.689e-1,2.689e-1,6.092e-8
425.048,7.178e-1,7.178e-1,6.091e-8
425.053,1.863e+0,1.863e+0,6.090e-8
425.058,4.706e+0,4.706e+0,6.090e-8
425.063,1.156e+1,1.156e+1,6.089e-8
425.068,2.762e+1,2.762e+1,6.088e-8
425.073,6.420e+1,6.420e+1,6.087e-8
425.078,1.451e+2,1.451e+2,6.087e-8
425.083,3.192e+2,3.192e+2,6.086e-8
425.089,7.924e+2,7.924e+2,6.085e-8
425.094,1.640e+3,1.640e+3,6.084e-8
425.099,3.301e+3,3.301e+3,6.084e-8
425.104,6.463e+3,6.463e+3,6.083e-8
425.109,1.231e+4,1.231e+4,6.082e-8
425.114,2.281e+4,2.281e+4,6.081e-8
425.119,4.110e+4,4.110e+4,6.081e-8
425.124,7.206e+4,7.206e+4,6.080e-8
425.130,1.363e+5,1.363e+5,6.079e-8
425.135,2.248e+5,2.248e+5,6.078e-8
425.140,3.607e+5,3.607e+5,6.077e-8
425.145,5.629e+5,5.629e+5,6.077e-8
425.150,8.546e+5,8.546e+5,6.076e-8
425.155,1.262e+6,1.262e+6,6.075e-8
425.160,1.813e+6,1.813e+6,6.074e-8
425.165,2.534e+6,2.534e+6,6.074e-8
425.171,3.650e+6,3.650e+6,6.073e-8
425.176,4.799e+6,4.799e+6,6.072e-8
425.181,6.138e+6,6.138e+6,6.071e-8
425.186,7.637e+6,7.637e+6,6.070e-8
425.191,9.243e+6,9.243e+6,6.070e-8
425.196,1.088e+7,1.088e+7,6.069e-8
425.201,1.246e+7,1.246e+7,6.068e-8
425.206,1.388e+7,1.388e+7,6.067e-8
425.212,1.523e+7,1.523e+7,6.067e-8
425.217,1.596e+7,1.596e+7,6.066e-8
425.222,1.627e+7,1.627e+7,6.065e-8
425.227,1.614e+7,1.614e+7,6.064e-8
425.232,1.557e+7,1.557e+7,6.064e-8
425.237,1.461e+7,1.461e+7,6.063e-8
425.242,1.334e+7,1.334e+7,6.062e-8
425.247,1.184e+7,1.184e+7,6.061e-8
425.252,1.023e+7,1.023e+7,6.061e-8
425.258,8.270e+6,8.270e+6,6.060e-8
425.263,6.721e+6,6.721e+6,6.059e-8
425.268,5.314e+6,5.314e+6,6.058e-8
425.273,4.087e+6,4.087e+6,6.057e-8
425.278,3.060e+6,3.060e+6,6.057e-8
425.283,2.233e+6,2.233e+6,6.056e-8
425.288,1.594e+6,1.594e+6,6.055e-8
425.293,1.128e+6,1.128e+6,6.054e-8
425.299,7.790e+5,7.790e+5,6.053e-8
425.304,6.643e+5,6.643e+5,6.053e-8
425.309,7.416e+5,7.416e+5,6.052e-8
425.314,1.090e+6,1.090e+6,6.051e-8
425.319,1.866e+6,1.866e+6,6.050e-8
425.324,3.347e+6,3.347e+6,6.050e-8
425.329,5.990e+6,5.990e+6,6.049e-8
425.334,1.051e+7,1.051e+7,6.048e-8
425.340,1.997e+7,1.997e+7,6.047e-8
425.345,3.311e+7,3.311e+7,6.047e-8
425.350,5.339e+7,5.339e+7,6.046e-8
425.355,8.375e+7,8.375e+7,6.045e-8
425.360,1.278e+8,1.278e+8,6.044e-8
425.365,1.897e+8,1.897e+8,6.044e-8
425.370,2.739e+8,2.739e+8,6.043e-8
425.375,3.848e+8,3.848e+8,6.042e-8
425.381,5.578e+8,5.578e+8,6.041e-8
425.386,7.373e+8,7.373e+8,6.040e-8
425.391,9.480e+8,9.480e+8,6.040e-8
425.396,1.186e+9,1.186e+9,6.039e-8
425.401,1.443e+9,1.443e+9,6.038e-8
425.406,1.708e+9,1.708e+9,6.037e-8
425.411,1.966e+9,1.966e+9,6.037e-8
425.416,2.202e+9,2.202e+9,6.036e-8
425.421,2.399e+9,2.399e+9,6.035e-8
425.427,2.563e+9,2.563e+9,6.034e-8
425.432,2.627e+9,2.627e+9,6.033e-8
425.437,2.620e+9,2.620e+9,6.033e-8
425.442,2.542e+9,2.542e+9,6.032e-8
425.447,2.399e+9,2.399e+9,6.031e-8
425.452,2.202e+9,2.202e+9,6.030e-8
425.457,1.966e+9,1.966e+9,6.030e-8
425.462,1.708e+9,1.708e+9,6.029e-8
425.468,1.391e+9,1.391e+9,6.028e-8
425.473,1.138e+9,1.138e+9,6.027e-8
425.478,9.060e+8,9.060e+8,6.027e-8
425.483,7.024e+8,7.024e+8,6.026e-8
425.488,5.308e+8,5.308e+8,6.025e-8
425.493,3.918e+8,3.918e+8,6.024e-8
425.498,2.834e+8,2.834e+8,6.024e-8
425.503,2.022e+8,2.022e+8,6.023e-8
425.509,1.344e+8,1.344e+8,6.022e-8
425.514,9.738e+7,9.738e+7,6.021e-8
425.519,7.351e+7,7.351e+7,6.020e-8
425.524,5.911e+7,5.911e+7,6.020e-8
425.529,5.115e+7,5.115e+7,6.019e-8
425.534,4.722e+7,4.722e+7,6.018e-8
425.539,4.553e+7,4.553e+7,6.017e-8
425.544,4.476e+7,4.476e+7,6.017e-8
425.550,4.386e+7,4.386e+7,6.016e-8
425.555,4.253e+7,4.253e+7,6.015e-8
425.560,4.044e+7,4.044e+7,6.014e-8
425.565,3.756e+7,3.756e+7,6.013e-8
425.570,3.402e+7,3.402e+7,6.013e-8
425.575,3.000e+7,3.000e+7,6.012e-8
425.580,2.576e+7,2.576e+7,6.011e-8
425.585,2.152e+7,2.152e+7,6.010e-8
425.590,1.749e+7,1.749e+7,6.010e-8
425.596,1.315e+7,1.315e+7,6.009e-8
425.601,1.006e+7,1.006e+7,6.008e-8
425.606,7.487e+6,7.487e+6,6.007e-8
425.611,5.420e+6,5.420e+6,6.007e-8
425.616,3.817e+6,3.817e+6,6.006e-8
425.621,2.615e+6,2.615e+6,6.005e-8
425.626,1.743e+6,1.743e+6,6.004e-8
425.631,1.130e+6,1.130e+6,6.004e-8
425.637,6.474e+5,6.474e+5,6.003e-8
425.642,3.950e+5,3.950e+5,6.002e-8
425.647,2.344e+5,2.344e+5,6.001e-8
425.652,1.353e+5,1.353e+5,6.000e-8
425.657,7.598e+4,7.598e+4,6.000e-8
425.662,4.151e+4,4.151e+4,5.999e-8
425.667,2.206e+4,2.206e+4,5.998e-8
425.672,1.140e+4,1.140e+4,5.997e-8
425.678,4.980e+3,4.980e+3,5.996e-8
425.683,2.422e+3,2.422e+3,5.996e-8
425.688,1.146e+3,1.146e+3,5.995e-8
425.693,5.276e+2,5.276e+2,5.994e-8
425.698,2.363e+2,2.363e+2,5.993e-8
425.703,1.029e+2,1.029e+2,5.993e-8
425.708,4.361e+1,4.361e+1,5.992e-8
425.713,1.797e+1,1.797e+1,5.991e-8
425.719,5.983e+0,5.983e+0,5.990e-8
425.724,2.321e+0,2.321e+0,5.990e-8
425.729,8.757e-1,8.757e-1,5.989e-8
425.734,3.214e-1,3.214e-1,5.988e-8
425.739,1.148e-1,1.148e-1,5.987e-8
425.744,3.986e-2,3.986e-2,5.987e-8
425.749,1.347e-2,1.347e-2,5.986e-8
425.754,4.427e-3,4.427e-3,5.985e-8
425.759,1.415e-3,1.415e-3,5.984e-8
