Wavelength (nm),Sum(calc),Fe I (4.4e-2),Fe II (9.5e-1),Fe III (2.2e-3)
202.516,7.245e+2,,1.500e-21,7.245e+2
202.521,1.194e+3,,1.487e-21,1.194e+3
202.526,1.919e+3,,1.473e-21,1.919e+3
202.531,2.998e+3,,1.460e-21,2.998e+3
202.536,4.477e+3,,1.446e-21,4.477e+3
202.541,6.257e+3,,1.433e-21,6.257e+3
202.546,8.031e+3,,1.419e-21,8.031e+3
202.551,9.345e+3,,1.405e-21,9.345e+3
202.556,9.786e+3,,1.392e-21,9.786e+3
202.561,9.216e+3,,1.378e-21,9.216e+3
202.566,7.887e+3,,1.365e-21,7.887e+3
202.571,6.372e+3,,1.351e-21,6.372e+3
202.576,5.345e+3,,1.338e-21,5.345e+3
202.581,5.323e+3,,1.324e-21,5.323e+3
202.586,6.474e+3,,1.311e-21,6.474e+3
202.591,8.525e+3,,1.297e-21,8.525e+3
202.596,1.081e+4,,1.283e-21,1.081e+4
202.601,1.250e+4,,1.270e-21,1.250e+4
202.606,1.291e+4,,1.256e-21,1.291e+4
202.611,1.184e+4,,1.243e-21,1.184e+4
202.616,9.623e+3,,1.229e-21,9.623e+3
202.621,6.925e+3,,1.216e-21,6.925e+3
202.626,4.413e+3,,1.202e-21,4.413e+3
202.631,2.489e+3,,1.188e-21,2.489e+3
202.636,1.243e+3,,1.175e-21,1.243e+3
202.641,5.497e+2,,1.161e-21,5.497e+2
202.646,2.152e+2,,1.148e-21,2.152e+2
202.651,7.457e+1,,1.134e-21,7.457e+1
202.656,2.288e+1,,1.121e-21,2.288e+1
202.661,6.214e+0,,1.107e-21,6.214e+0
202.666,1.494e+0,,1.094e-21,1.494e+0
202.671,3.181e-1,,1.080e-21,3.181e-1
202.676,5.997e-2,,1.066e-21,5.997e-2
202.681,1.001e-2,,1.053e-21,1.001e-2
202.686,1.478e-3,,1.039e-21,1.478e-3
202.691,1.933e-4,,1.026e-21,1.933e-4
202.696,2.239e-5,,1.012e-21,2.239e-5
202.701,2.295e-6,,9.986e-22,2.295e-6
202.706,2.083e-7,,9.850e-22,2.083e-7
202.711,1.673e-8,,9.715e-22,1.673e-8
202.716,1.190e-9,,9.579e-22,1.190e-9
202.721,7.496e-11,,9.444e-22,7.496e-11
202.726,4.179e-12,,9.308e-22,4.179e-12
202.731,2.069e-13,,9.172e-22,2.069e-13
202.736,2.062e-14,,9.037e-22,2.062e-14
202.741,2.021e-13,,8.901e-22,2.021e-13
202.746,3.105e-12,,8.766e-22,3.105e-12
202.751,4.233e-11,,8.630e-22,4.233e-11
202.756,5.110e-10,,8.494e-22,5.110e-10
202.761,5.462e-9,,8.359e-22,5.462e-9
202.766,5.171e-8,,8.223e-22,5.171e-8
202.771,4.336e-7,,8.087e-22,4.336e-7
202.776,3.219e-6,,7.952e-22,3.219e-6
202.781,2.117e-5,,7.816e-22,2.117e-5
202.786,1.233e-4,,7.681e-22,1.233e-4
202.791,6.356e-4,,7.545e-22,6.356e-4
202.796,2.903e-3,,7.409e-22,2.903e-3
202.801,1.174e-2,,7.274e-22,1.174e-2
202.806,4.204e-2,,7.138e-22,4.204e-2
202.811,1.334e-1,,7.002e-22,1.334e-1
202.816,3.746e-1,,6.867e-22,3.746e-1
202.821,9.318e-1,,6.731e-22,9.318e-1
202.826,2.053e+0,,6.596e-22,2.053e+0
202.831,4.004e+0,,6.460e-22,4.004e+0
202.836,6.918e+0,,6.324e-22,6.918e+0
202.841,1.058e+1,,6.189e-22,1.058e+1
202.846,1.434e+1,,6.053e-22,1.434e+1
202.851,1.721e+1,,5.918e-22,1.721e+1
202.856,1.829e+1,,5.782e-22,1.829e+1
202.861,1.721e+1,,5.646e-22,1.721e+1
202.866,1.434e+1,,5.511e-22,1.434e+1
202.871,1.059e+1,,5.375e-22,1.059e+1
202.876,6.920e+0,,5.239e-22,6.920e+0
202.881,4.015e+0,,5.104e-22,4.015e+0
202.886,2.112e+0,,4.968e-22,2.112e+0
202.891,1.216e+0,,4.833e-22,1.216e+0
202.896,1.579e+0,,4.697e-22,1.579e+0
202.901,4.656e+0,,4.561e-22,4.656e+0
202.906,1.508e+1,,4.426e-22,1.508e+1
202.911,4.432e+1,,4.290e-22,4.432e+1
202.916,1.156e+2,,4.154e-22,1.156e+2
202.921,2.671e+2,,4.019e-22,2.671e+2
202.926,5.467e+2,,3.883e-22,5.467e+2
202.931,9.911e+2,,3.748e-22,9.911e+2
202.936,1.591e+3,,3.612e-22,1.591e+3
202.941,2.263e+3,,3.476e-22,2.263e+3
202.946,2.849e+3,,3.341e-22,2.849e+3
202.951,3.178e+3,,3.205e-22,3.178e+3
202.956,3.140e+3,,3.070e-22,3.140e+3
202.961,2.748e+3,,2.934e-22,2.748e+3
202.966,2.129e+3,,2.798e-22,2.129e+3
202.971,1.462e+3,,2.663e-22,1.462e+3
202.976,8.885e+2,,2.527e-22,8.885e+2
202.981,4.784e+2,,2.391e-22,4.784e+2
202.986,2.281e+2,,2.256e-22,2.281e+2
202.991,9.636e+1,,2.120e-22,9.636e+1
202.996,3.605e+1,,1.985e-22,3.605e+1
203.001,1.194e+1,,1.849e-22,1.194e+1
203.006,3.509e+0,,1.713e-22,3.509e+0
203.011,9.307e-1,,1.578e-22,9.307e-1
203.016,3.015e-1,,1.442e-22,3.015e-1
203.021,4.217e-1,,1.306e-22,4.217e-1
203.026,1.394e+0,,1.171e-22,1.394e+0
203.031,4.496e+0,,1.035e-22,4.496e+0
203.036,1.291e+1,,8.996e-23,1.291e+1
203.041,3.283e+1,,7.640e-23,3.283e+1
203.046,7.397e+1,,6.284e-23,7.397e+1
203.051,1.476e+2,,4.927e-23,1.476e+2
203.056,2.610e+2,,3.571e-23,2.610e+2
203.061,4.088e+2,,2.215e-23,4.088e+2
203.066,5.671e+2,,8.588e-24,5.671e+2
203.071,6.969e+2,,5.592e-22,6.969e+2
203.076,7.586e+2,,3.226e-20,7.586e+2
203.081,7.315e+2,,1.649e-18,7.315e+2
203.086,6.248e+2,,7.465e-17,6.248e+2
203.091,4.728e+2,,2.995e-15,4.728e+2
203.096,3.169e+2,,1.065e-13,3.169e+2
203.101,1.881e+2,,3.353e-12,1.881e+2
203.106,9.895e+1,,9.356e-11,9.895e+1
203.111,4.610e+1,,2.313e-9,4.610e+1
203.116,1.902e+1,,5.066e-8,1.902e+1
203.121,6.955e+0,,9.831e-7,6.955e+0
203.126,2.252e+0,,1.690e-5,2.252e+0
203.131,6.463e-1,,2.575e-4,6.461e-1
203.136,1.676e-1,,3.476e-3,1.642e-1
203.141,7.852e-2,,4.156e-2,3.695e-2
203.146,4.477e-1,,4.404e-1,7.368e-3
203.150,2.669e+0,,2.667e+0,1.859e-3
203.155,2.273e+1,,2.273e+1,2.979e-4
203.160,1.716e+2,,1.716e+2,4.230e-5
203.165,1.148e+3,,1.148e+3,5.321e-6
203.170,6.800e+3,,6.800e+3,5.929e-7
203.175,3.571e+4,,3.571e+4,5.852e-8
203.180,1.661e+5,,1.661e+5,5.116e-9
203.185,6.846e+5,,6.846e+5,3.962e-10
203.190,2.500e+6,,2.500e+6,2.718e-11
203.195,8.088e+6,,8.088e+6,1.652e-12
203.200,2.318e+7,,2.318e+7,8.892e-14
203.205,5.888e+7,,5.888e+7,4.240e-15
203.210,1.325e+8,,1.325e+8,1.791e-16
203.215,2.641e+8,,2.641e+8,6.702e-18
203.220,4.666e+8,,4.666e+8,2.221e-19
203.225,7.302e+8,,7.302e+8,6.522e-21
203.230,1.012e+9,,1.012e+9,1.696e-22
203.235,1.244e+9,,1.244e+9,3.908e-24
203.240,1.354e+9,,1.354e+9,7.976e-26
203.245,1.305e+9,,1.305e+9,1.442e-27
203.250,1.115e+9,,1.115e+9,2.309e-29
203.255,8.443e+8,,8.443e+8,5.704e-28
203.260,5.663e+8,,5.663e+8,1.118e-27
203.265,3.365e+8,,3.365e+8,6.555e-26
203.270,1.772e+8,,1.772e+8,3.407e-24
203.275,8.264e+7,,8.264e+7,1.569e-22
203.280,3.415e+7,,3.415e+7,6.406e-21
203.285,1.251e+7,,1.251e+7,2.317e-19
203.290,4.057e+6,,4.057e+6,7.429e-18
203.295,1.166e+6,,1.166e+6,2.111e-16
203.300,2.970e+5,,2.970e+5,5.314e-15
203.305,6.700e+4,,6.700e+4,1.185e-13
203.310,1.339e+4,,1.339e+4,2.344e-12
203.315,2.372e+3,,2.372e+3,4.107e-11
203.320,3.723e+2,,3.723e+2,6.377e-10
203.325,5.176e+1,,5.176e+1,8.775e-9
203.330,6.376e+0,,6.376e+0,1.070e-7
203.335,6.959e-1,,6.959e-1,1.156e-6
203.340,6.730e-2,,6.729e-2,1.107e-5
203.345,5.859e-3,,5.765e-3,9.398e-5
203.350,1.144e-3,,4.376e-4,7.068e-4
203.355,4.740e-3,,2.943e-5,4.711e-3
203.360,2.783e-2,,1.753e-6,2.783e-2
203.365,1.456e-1,,9.257e-8,1.456e-1
203.370,6.756e-1,,4.330e-9,6.756e-1
203.375,2.777e+0,,1.794e-10,2.777e+0
203.380,1.012e+1,,6.588e-12,1.012e+1
203.385,3.267e+1,,2.143e-13,3.267e+1
203.390,9.350e+1,,6.177e-15,9.350e+1
203.395,2.372e+2,,1.577e-16,2.372e+2
203.400,5.334e+2,,3.569e-18,5.334e+2
203.405,1.064e+3,,7.153e-20,1.064e+3
203.410,1.884e+3,,1.270e-21,1.884e+3
203.415,2.964e+3,,1.999e-23,2.964e+3
203.420,4.156e+3,,1.956e-23,4.156e+3
203.425,5.223e+3,,1.913e-23,5.223e+3
203.430,5.948e+3,,1.870e-23,5.948e+3
203.435,6.275e+3,,1.827e-23,6.275e+3
203.440,6.372e+3,,1.784e-23,6.372e+3
203.445,6.563e+3,,1.741e-23,6.563e+3
203.450,7.144e+3,,1.698e-23,7.144e+3
203.455,8.186e+3,,1.655e-23,8.186e+3
203.460,9.446e+3,,1.612e-23,9.446e+3
203.465,1.045e+4,,1.569e-23,1.045e+4
203.470,1.072e+4,,1.526e-23,1.072e+4
203.475,1.004e+4,,9.542e-22,1.004e+4
203.480,8.568e+3,,5.288e-20,8.568e+3
203.485,6.778e+3,,2.598e-18,6.778e+3
203.490,5.218e+3,,1.131e-16,5.218e+3
203.495,4.261e+3,,4.366e-15,4.261e+3
203.500,3.979e+3,,1.494e-13,3.979e+3
203.505,4.174e+3,,4.530e-12,4.174e+3
203.510,4.524e+3,,1.218e-10,4.524e+3
203.515,4.737e+3,,2.902e-9,4.737e+3
203.520,4.662e+3,,6.129e-8,4.662e+3
203.525,4.302e+3,,1.148e-6,4.302e+3
203.530,3.748e+3,,1.905e-5,3.748e+3
203.535,3.107e+3,,2.802e-4,3.107e+3
203.540,2.457e+3,,3.654e-3,2.457e+3
203.545,1.856e+3,,4.224e-2,1.856e+3
203.550,1.363e+3,,4.328e-1,1.363e+3
203.555,1.070e+3,,3.931e+0,1.066e+3
203.560,1.118e+3,,3.165e+1,1.087e+3
203.565,1.798e+3,,2.259e+2,1.572e+3
203.570,4.086e+3,,1.429e+3,2.657e+3
203.575,1.240e+4,,8.012e+3,4.386e+3
203.580,4.643e+4,,3.983e+4,6.605e+3
203.585,1.844e+5,,1.755e+5,8.911e+3
203.590,6.961e+5,,6.853e+5,1.073e+4
203.595,2.384e+6,,2.373e+6,1.152e+4
203.600,7.292e+6,,7.281e+6,1.104e+4
203.605,1.982e+7,,1.981e+7,9.456e+3
203.610,4.776e+7,,4.776e+7,7.241e+3
203.615,1.021e+8,,1.021e+8,4.963e+3
203.620,1.934e+8,,1.934e+8,3.047e+3
203.625,3.248e+8,,3.248e+8,1.677e+3
203.630,4.835e+8,,4.835e+8,8.309e+2
203.635,6.380e+8,,6.380e+8,3.790e+2
203.640,7.462e+8,,7.462e+8,1.865e+2
203.645,7.737e+8,,7.737e+8,1.693e+2
203.650,7.111e+8,,7.111e+8,3.141e+2
203.655,5.793e+8,,5.793e+8,6.724e+2
203.660,4.184e+8,,4.184e+8,1.330e+3
203.665,2.678e+8,,2.678e+8,2.348e+3
203.670,1.520e+8,,1.520e+8,3.686e+3
203.675,7.643e+7,,7.643e+7,5.159e+3
203.680,3.408e+7,,3.407e+7,6.476e+3
203.685,1.347e+7,,1.347e+7,7.377e+3
203.690,4.725e+6,,4.717e+6,7.807e+3
203.695,1.473e+6,,1.465e+6,7.983e+3
203.700,4.115e+5,,4.032e+5,8.305e+3
203.705,1.075e+5,,9.838e+4,9.133e+3
203.710,3.184e+4,,2.128e+4,1.057e+4
203.715,1.643e+4,,4.079e+3,1.235e+4
203.720,1.464e+4,,6.931e+2,1.395e+4
203.725,1.486e+4,,1.044e+2,1.475e+4
203.730,1.436e+4,,1.394e+1,1.434e+4
203.735,1.267e+4,,1.650e+0,1.267e+4
203.740,1.011e+4,,1.731e-1,1.011e+4
203.745,7.238e+3,,1.610e-2,7.238e+3
203.750,4.640e+3,,1.327e-3,4.640e+3
203.755,2.660e+3,,9.698e-5,2.660e+3
203.760,1.374e+3,,6.282e-6,1.374e+3
203.765,6.824e+2,,3.607e-7,6.824e+2
203.770,4.403e+2,,1.836e-8,4.403e+2
203.775,5.652e+2,,8.281e-10,5.652e+2
203.780,1.071e+3,,3.312e-11,1.071e+3
203.785,2.030e+3,,1.174e-12,2.030e+3
203.790,3.477e+3,,3.688e-14,3.477e+3
203.795,5.297e+3,,1.027e-15,5.297e+3
203.800,7.156e+3,,2.536e-17,7.156e+3
203.805,8.572e+3,,5.551e-19,8.572e+3
203.810,9.104e+3,,1.077e-20,9.104e+3
203.815,8.572e+3,,1.852e-22,8.572e+3
203.820,7.156e+3,,1.778e-22,7.156e+3
203.825,5.296e+3,,1.704e-22,5.296e+3
203.830,3.476e+3,,1.630e-22,3.476e+3
203.835,2.025e+3,,1.556e-22,2.025e+3
203.840,1.053e+3,,1.482e-22,1.053e+3
203.845,5.101e+2,,1.408e-22,5.101e+2
203.850,2.903e+2,,1.334e-22,2.903e+2
203.855,3.201e+2,,1.260e-22,3.201e+2
203.860,5.967e+2,,1.186e-22,5.967e+2
203.865,1.175e+3,,1.113e-22,1.175e+3
203.870,2.108e+3,,1.039e-22,2.108e+3
203.875,3.367e+3,,9.647e-23,3.367e+3
203.880,4.772e+3,,8.908e-23,4.772e+3
203.885,5.997e+3,,8.169e-23,5.997e+3
203.890,6.684e+3,,7.430e-23,6.684e+3
203.895,6.608e+3,,6.691e-23,6.608e+3
203.900,5.804e+3,,4.112e-21,5.804e+3
203.905,4.558e+3,,2.241e-19,4.558e+3
203.910,3.282e+3,,1.083e-17,3.282e+3
203.915,2.374e+3,,4.642e-16,2.374e+3
203.919,2.117e+3,,8.607e-15,2.117e+3
203.924,2.550e+3,,2.972e-13,2.550e+3
203.929,3.897e+3,,9.103e-12,3.897e+3
203.934,6.066e+3,,2.472e-10,6.066e+3
203.939,8.697e+3,,5.956e-9,8.697e+3
203.944,1.116e+4,,1.272e-7,1.116e+4
203.949,1.273e+4,,2.410e-6,1.273e+4
203.954,1.288e+4,,4.050e-5,1.288e+4
203.959,1.156e+4,,6.035e-4,1.156e+4
203.964,9.201e+3,,7.976e-3,9.201e+3
203.969,6.493e+3,,9.348e-2,6.493e+3
203.974,4.064e+3,,9.717e-1,4.063e+3
203.979,2.264e+3,,8.957e+0,2.255e+3
203.984,1.186e+3,,7.323e+1,1.113e+3
203.989,1.028e+3,,5.310e+2,4.966e+2
203.994,3.643e+3,,3.414e+3,2.288e+2
203.999,1.966e+4,,1.947e+4,1.861e+2
204.004,9.881e+4,,9.847e+4,3.373e+2
204.009,4.424e+5,,4.417e+5,7.427e+2
204.014,1.758e+6,,1.757e+6,1.527e+3
204.019,6.201e+6,,6.198e+6,2.819e+3
204.024,1.940e+7,,1.939e+7,4.662e+3
204.029,5.381e+7,,5.381e+7,6.928e+3
204.034,1.324e+8,,1.324e+8,9.294e+3
204.039,2.890e+8,,2.890e+8,1.133e+4
204.044,5.593e+8,,5.593e+8,1.267e+4
204.049,9.600e+8,,9.600e+8,1.319e+4
204.054,1.461e+9,,1.461e+9,1.301e+4
204.059,1.973e+9,,1.973e+9,1.245e+4
204.064,2.362e+9,,2.362e+9,1.177e+4
204.069,2.509e+9,,2.509e+9,1.106e+4
204.074,2.362e+9,,2.362e+9,1.020e+4
204.079,1.973e+9,,1.973e+9,9.020e+3
204.084,1.461e+9,,1.461e+9,7.460e+3
204.089,9.600e+8,,9.600e+8,5.658e+3
204.094,5.593e+8,,5.593e+8,3.883e+3
204.099,2.890e+8,,2.890e+8,2.391e+3
204.104,1.324e+8,,1.324e+8,1.315e+3
204.109,5.381e+7,,5.381e+7,6.441e+2
204.114,1.939e+7,,1.939e+7,2.804e+2
204.119,6.198e+6,,6.198e+6,1.084e+2
204.124,1.757e+6,,1.757e+6,3.719e+1
204.129,4.417e+5,,4.417e+5,1.132e+1
204.134,9.847e+4,,9.847e+4,3.059e+0
204.139,1.947e+4,,1.947e+4,7.328e-1
204.144,3.414e+3,,3.414e+3,1.557e-1
204.149,5.310e+2,,5.310e+2,2.935e-2
204.154,7.324e+1,,7.323e+1,4.905e-3
204.159,8.958e+0,,8.957e+0,7.272e-4
204.164,9.718e-1,,9.717e-1,9.560e-5
204.169,9.349e-2,,9.348e-2,1.115e-5
204.174,7.977e-3,,7.976e-3,1.153e-6
204.179,6.036e-4,,6.035e-4,1.057e-7
204.184,4.051e-5,,4.050e-5,8.599e-9
204.189,2.411e-6,,2.410e-6,6.203e-10
204.194,1.273e-7,,1.272e-7,3.968e-11
204.199,5.958e-9,,5.956e-9,2.252e-12
204.204,2.474e-10,,2.472e-10,1.133e-13
204.209,9.108e-12,,9.103e-12,5.061e-15
204.214,2.976e-13,,2.972e-13,3.428e-16
204.219,1.202e-14,,8.607e-15,3.416e-15
204.224,7.243e-14,,2.210e-16,7.221e-14
204.229,1.357e-12,,5.034e-18,1.357e-12
204.234,2.263e-11,,1.017e-19,2.263e-11
204.239,3.347e-10,,1.822e-21,3.347e-10
204.244,4.392e-9,,1.809e-21,4.392e-9
204.249,5.113e-8,,1.796e-21,5.113e-8
204.254,5.281e-7,,1.783e-21,5.281e-7
204.259,4.839e-6,,1.770e-21,4.839e-6
204.264,3.933e-5,,1.757e-21,3.933e-5
204.269,2.836e-4,,1.744e-21,2.836e-4
204.274,1.814e-3,,1.731e-21,1.814e-3
204.279,1.030e-2,,1.718e-21,1.030e-2
204.284,5.185e-2,,1.705e-21,5.185e-2
204.289,2.316e-1,,1.692e-21,2.316e-1
204.294,9.179e-1,,1.679e-21,9.179e-1
204.299,3.227e+0,,1.666e-21,3.227e+0
204.304,1.006e+1,,1.653e-21,1.006e+1
204.309,2.785e+1,,1.640e-21,2.785e+1
204.314,6.836e+1,,1.627e-21,6.836e+1
204.319,1.489e+2,,1.615e-21,1.489e+2
204.324,2.876e+2,,1.602e-21,2.876e+2
204.329,4.930e+2,,1.589e-21,4.930e+2
204.334,7.497e+2,,1.576e-21,7.497e+2
204.339,1.011e+3,,1.563e-21,1.011e+3
204.344,1.211e+3,,1.550e-21,1.211e+3
204.349,1.288e+3,,1.537e-21,1.288e+3
204.354,1.221e+3,,1.524e-21,1.221e+3
204.359,1.043e+3,,1.511e-21,1.043e+3
204.364,8.390e+2,,1.498e-21,8.390e+2
204.369,7.131e+2,,1.485e-21,7.131e+2
204.374,7.698e+2,,1.472e-21,7.698e+2
204.379,1.091e+3,,1.459e-21,1.091e+3
204.384,1.720e+3,,1.446e-21,1.720e+3
204.389,2.645e+3,,1.433e-21,2.645e+3
204.394,3.813e+3,,1.420e-21,3.813e+3
204.399,5.178e+3,,1.407e-21,5.178e+3
204.404,6.761e+3,,1.394e-21,6.761e+3
204.409,8.643e+3,,1.381e-21,8.643e+3
204.414,1.086e+4,,1.369e-21,1.086e+4
204.419,1.320e+4,,1.356e-21,1.320e+4
204.424,1.517e+4,,1.343e-21,1.517e+4
204.429,1.613e+4,,1.330e-21,1.613e+4
204.434,1.562e+4,,1.317e-21,1.562e+4
204.439,1.368e+4,,1.304e-21,1.368e+4
204.444,1.083e+4,,1.291e-21,1.083e+4
204.449,7.802e+3,,1.278e-21,7.802e+3
204.454,5.263e+3,,1.265e-21,5.263e+3
204.459,3.616e+3,,1.252e-21,3.616e+3
204.464,3.067e+3,,1.239e-21,3.067e+3
204.469,3.751e+3,,1.226e-21,3.751e+3
204.474,5.768e+3,,1.213e-21,5.768e+3
204.479,9.056e+3,,1.200e-21,9.056e+3
204.484,1.318e+4,,1.187e-21,1.318e+4
204.489,1.725e+4,,1.174e-21,1.725e+4
204.494,2.011e+4,,1.161e-21,2.011e+4
204.499,2.083e+4,,1.148e-21,2.083e+4
204.504,1.915e+4,,1.135e-21,1.915e+4
204.509,1.563e+4,,1.122e-21,1.563e+4
204.514,1.132e+4,,1.110e-21,1.132e+4
204.519,7.270e+3,,1.097e-21,7.270e+3
204.524,4.146e+3,,1.084e-21,4.146e+3
204.529,2.103e+3,,1.071e-21,2.103e+3
204.534,9.621e+2,,1.058e-21,9.621e+2
204.539,4.404e+2,,1.045e-21,4.404e+2
204.544,3.136e+2,,1.032e-21,3.136e+2
204.549,4.854e+2,,1.019e-21,4.854e+2
204.554,9.764e+2,,1.006e-21,9.764e+2
204.559,1.864e+3,,9.930e-22,1.864e+3
204.564,3.187e+3,,9.800e-22,3.187e+3
204.569,4.840e+3,,9.671e-22,4.840e+3
204.574,6.525e+3,,9.541e-22,6.525e+3
204.579,7.805e+3,,9.412e-22,7.805e+3
204.584,8.286e+3,,9.282e-22,8.286e+3
204.589,7.805e+3,,9.153e-22,7.805e+3
204.594,6.525e+3,,9.023e-22,6.525e+3
204.599,4.840e+3,,8.894e-22,4.840e+3
204.604,3.186e+3,,8.764e-22,3.186e+3
204.609,1.861e+3,,8.635e-22,1.861e+3
204.614,9.649e+2,,8.505e-22,9.649e+2
204.619,4.438e+2,,8.376e-22,4.438e+2
204.624,1.812e+2,,8.246e-22,1.812e+2
204.629,6.563e+1,,8.117e-22,6.563e+1
204.634,2.110e+1,,7.987e-22,2.110e+1
204.639,6.020e+0,,7.858e-22,6.020e+0
204.644,1.530e+0,,7.728e-22,1.530e+0
204.649,3.743e-1,,7.599e-22,3.743e-1
204.654,2.072e-1,,7.469e-22,2.072e-1
204.659,5.471e-1,,7.340e-22,5.471e-1
204.664,1.830e+0,,7.210e-22,1.830e+0
204.669,5.546e+0,,7.081e-22,5.546e+0
204.674,1.493e+1,,6.951e-22,1.493e+1
204.679,3.567e+1,,6.822e-22,3.567e+1
204.684,7.564e+1,,6.693e-22,7.564e+1
204.688,1.266e+2,,6.589e-22,1.266e+2
204.693,2.167e+2,,6.459e-22,2.167e+2
204.698,3.289e+2,,6.330e-22,3.289e+2
204.703,4.433e+2,,6.200e-22,4.433e+2
204.708,5.301e+2,,6.071e-22,5.301e+2
204.713,5.627e+2,,5.941e-22,5.627e+2
204.718,5.301e+2,,5.812e-22,5.301e+2
204.723,4.433e+2,,5.682e-22,4.433e+2
204.728,3.289e+2,,5.553e-22,3.289e+2
204.733,2.167e+2,,5.423e-22,2.167e+2
204.738,1.266e+2,,5.294e-22,1.266e+2
204.743,6.571e+1,,5.165e-22,6.571e+1
204.748,3.025e+1,,5.035e-22,3.025e+1
204.753,1.236e+1,,4.906e-22,1.236e+1
204.758,4.485e+0,,4.776e-22,4.485e+0
204.763,1.444e+0,,4.647e-22,1.444e+0
204.768,4.125e-1,,4.517e-22,4.125e-1
204.773,1.046e-1,,4.388e-22,1.046e-1
204.778,2.354e-2,,4.258e-22,2.354e-2
204.783,4.702e-3,,4.129e-22,4.702e-3
204.788,8.337e-4,,3.999e-22,8.337e-4
204.793,1.312e-4,,3.870e-22,1.312e-4
204.798,1.832e-5,,3.740e-22,1.832e-5
204.803,2.270e-6,,3.611e-22,2.270e-6
204.808,2.498e-7,,3.481e-22,2.498e-7
204.813,2.438e-8,,3.352e-22,2.438e-8
204.818,2.119e-9,,3.222e-22,2.119e-9
204.823,2.603e-10,,3.093e-22,2.603e-10
204.828,1.505e-9,,2.963e-22,1.505e-9
204.833,2.025e-8,,2.834e-22,2.025e-8
204.838,2.438e-7,,2.704e-22,2.438e-7
204.843,2.606e-6,,2.575e-22,2.606e-6
204.848,2.472e-5,,2.445e-22,2.472e-5
204.853,2.082e-4,,2.316e-22,2.082e-4
204.858,1.557e-3,,2.186e-22,1.557e-3
204.863,1.034e-2,,2.057e-22,1.034e-2
204.868,6.091e-2,,1.927e-22,6.091e-2
204.873,3.187e-1,,1.798e-22,3.187e-1
204.878,1.480e+0,,1.668e-22,1.480e+0
204.883,6.102e+0,,1.539e-22,6.102e+0
204.888,2.234e+1,,1.409e-22,2.234e+1
204.893,7.259e+1,,1.280e-22,7.259e+1
204.898,2.094e+2,,1.150e-22,2.094e+2
204.903,5.364e+2,,1.021e-22,5.364e+2
204.908,1.220e+3,,8.913e-23,1.220e+3
204.913,2.462e+3,,7.618e-23,2.462e+3
204.918,4.412e+3,,6.323e-23,4.412e+3
204.923,7.018e+3,,5.028e-23,7.018e+3
204.928,9.912e+3,,3.733e-23,9.912e+3
204.933,1.243e+4,,2.254e-21,1.243e+4
204.938,1.383e+4,,1.208e-19,1.383e+4
204.943,1.367e+4,,5.751e-18,1.367e+4
204.948,1.199e+4,,2.431e-16,1.199e+4
204.953,9.339e+3,,9.123e-15,9.339e+3
204.958,6.457e+3,,3.040e-13,6.457e+3
204.963,3.963e+3,,8.995e-12,3.963e+3
204.968,2.160e+3,,2.363e-10,2.160e+3
204.973,1.045e+3,,5.514e-9,1.045e+3
204.978,4.487e+2,,1.142e-7,4.487e+2
204.983,1.711e+2,,2.101e-6,1.711e+2
204.988,5.790e+1,,3.431e-5,5.790e+1
204.993,1.740e+1,,4.976e-4,1.740e+1
204.998,4.647e+0,,6.407e-3,4.641e+0
205.003,1.172e+0,,7.326e-2,1.099e+0
205.008,9.748e-1,,7.437e-1,2.311e-1
205.013,6.748e+0,,6.704e+0,4.313e-2
205.018,5.367e+1,,5.366e+1,7.146e-3
205.023,3.814e+2,,3.814e+2,1.051e-3
205.028,2.407e+3,,2.407e+3,1.373e-4
205.033,1.349e+4,,1.349e+4,1.591e-5
205.038,6.712e+4,,6.712e+4,1.638e-6
205.043,2.965e+5,,2.965e+5,1.496e-7
205.048,1.163e+6,,1.163e+6,1.214e-8
205.053,4.052e+6,,4.052e+6,8.741e-10
205.058,1.253e+7,,1.253e+7,5.588e-11
205.063,3.442e+7,,3.442e+7,3.172e-12
205.068,8.394e+7,,8.394e+7,1.598e-13
205.073,1.818e+8,,1.818e+8,7.148e-15
205.078,3.494e+8,,3.494e+8,2.838e-16
205.083,5.966e+8,,5.966e+8,1.001e-17
205.088,9.043e+8,,9.043e+8,3.131e-19
205.093,1.217e+9,,1.217e+9,8.700e-21
205.098,1.455e+9,,1.455e+9,2.146e-22
205.103,1.544e+9,,1.544e+9,4.699e-24
205.108,1.455e+9,,1.455e+9,9.135e-26
205.113,1.217e+9,,1.217e+9,1.576e-27
205.118,9.043e+8,,9.043e+8,1.559e-27
205.123,5.966e+8,,5.966e+8,1.542e-27
205.128,3.494e+8,,3.494e+8,1.525e-27
205.133,1.818e+8,,1.818e+8,1.508e-27
205.138,8.394e+7,,8.394e+7,1.491e-27
205.143,3.442e+7,,3.442e+7,1.474e-27
205.148,1.253e+7,,1.253e+7,1.458e-27
205.153,4.052e+6,,4.052e+6,1.441e-27
205.158,1.163e+6,,1.163e+6,1.424e-27
205.163,2.965e+5,,2.965e+5,1.407e-27
205.168,6.712e+4,,6.712e+4,1.390e-27
205.173,1.349e+4,,1.349e+4,1.373e-27
205.178,2.407e+3,,2.407e+3,1.356e-27
205.183,3.814e+2,,3.814e+2,1.339e-27
205.188,5.366e+1,,5.366e+1,1.322e-27
