Wavelength (nm),Sum(calc),C I (6.9e-1),C II (3.1e-1),C III (8.0e-8)
405.436,7.847e-20,1.437e-11,1.711e-16,7.847e-20
405.441,2.172e-19,1.437e-11,1.709e-16,2.172e-19
405.446,5.833e-19,1.437e-11,1.707e-16,5.833e-19
405.451,1.519e-18,1.437e-11,1.704e-16,1.519e-18
405.456,3.839e-18,1.437e-11,1.702e-16,3.839e-18
405.461,9.410e-18,1.437e-11,1.700e-16,9.410e-18
405.466,2.237e-17,1.437e-11,1.697e-16,2.237e-17
405.471,5.161e-17,1.438e-11,1.695e-16,5.161e-17
405.476,1.155e-16,1.438e-11,1.693e-16,1.155e-16
405.481,2.507e-16,1.438e-11,1.690e-16,2.507e-16
405.486,5.278e-16,1.438e-11,1.688e-16,5.278e-16
405.491,1.078e-15,1.438e-11,1.685e-16,1.078e-15
405.496,2.136e-15,1.438e-11,1.683e-16,2.136e-15
405.501,4.106e-15,1.438e-11,1.681e-16,4.106e-15
405.506,7.656e-15,1.438e-11,1.678e-16,7.656e-15
405.511,1.385e-14,1.438e-11,1.676e-16,1.385e-14
405.516,2.430e-14,1.438e-11,1.674e-16,2.430e-14
405.521,4.136e-14,1.438e-11,1.671e-16,4.136e-14
405.526,6.829e-14,1.438e-11,1.669e-16,6.829e-14
405.531,1.094e-13,1.438e-11,1.667e-16,1.094e-13
405.536,1.699e-13,1.438e-11,1.664e-16,1.699e-13
405.541,2.561e-13,1.438e-11,1.662e-16,2.561e-13
405.546,3.745e-13,1.438e-11,1.659e-16,3.745e-13
405.551,5.312e-13,1.439e-11,1.657e-16,5.312e-13
405.556,7.309e-13,1.439e-11,1.655e-16,7.309e-13
405.561,9.756e-13,1.439e-11,1.652e-16,9.756e-13
405.566,1.263e-12,1.439e-11,1.650e-16,1.263e-12
405.571,1.586e-12,1.439e-11,1.648e-16,1.586e-12
405.576,1.933e-12,1.439e-11,1.645e-16,1.933e-12
405.580,2.215e-12,1.439e-11,1.643e-16,2.215e-12
405.585,2.555e-12,1.439e-11,1.641e-16,2.555e-12
405.590,2.859e-12,1.439e-11,1.639e-16,2.859e-12
405.595,3.104e-12,1.439e-11,1.636e-16,3.104e-12
405.600,3.268e-12,1.439e-11,1.634e-16,3.268e-12
405.605,3.339e-12,1.439e-11,1.632e-16,3.339e-12
405.610,3.308e-12,1.439e-11,1.629e-16,3.308e-12
405.615,3.180e-12,1.439e-11,1.627e-16,3.180e-12
405.620,2.965e-12,1.439e-11,1.624e-16,2.965e-12
405.625,2.682e-12,1.439e-11,1.622e-16,2.682e-12
405.630,2.354e-12,1.439e-11,1.620e-16,2.354e-12
405.635,2.004e-12,1.440e-11,1.617e-16,2.004e-12
405.640,1.654e-12,1.440e-11,1.615e-16,1.654e-12
405.645,1.325e-12,1.440e-11,1.613e-16,1.325e-12
405.650,1.030e-12,1.440e-11,1.610e-16,1.030e-12
405.655,7.762e-13,1.440e-11,1.608e-16,7.762e-13
405.660,5.676e-13,1.440e-11,1.606e-16,5.676e-13
405.665,4.026e-13,1.440e-11,1.603e-16,4.026e-13
405.670,2.770e-13,1.440e-11,1.601e-16,2.770e-13
405.675,1.849e-13,1.440e-11,1.598e-16,1.849e-13
405.680,1.197e-13,1.440e-11,1.596e-16,1.197e-13
405.685,7.521e-14,1.440e-11,1.594e-16,7.521e-14
405.690,4.583e-14,1.440e-11,1.591e-16,4.583e-14
405.695,2.709e-14,1.440e-11,1.589e-16,2.709e-14
405.700,1.553e-14,1.440e-11,1.587e-16,1.553e-14
405.705,8.640e-15,1.440e-11,1.584e-16,8.640e-15
405.710,4.662e-15,1.440e-11,1.582e-16,4.662e-15
405.715,2.440e-15,1.440e-11,1.580e-16,2.440e-15
405.720,1.239e-15,1.441e-11,1.577e-16,1.239e-15
405.725,6.103e-16,1.441e-11,1.575e-16,6.103e-16
405.730,2.916e-16,1.441e-11,1.572e-16,2.916e-16
405.735,1.352e-16,1.441e-11,1.570e-16,1.352e-16
405.740,6.078e-17,1.441e-11,1.568e-16,6.078e-17
405.745,2.651e-17,1.441e-11,1.565e-16,2.651e-17
405.750,1.122e-17,1.441e-11,1.563e-16,1.122e-17
405.755,4.604e-18,1.441e-11,1.561e-16,4.604e-18
405.760,1.833e-18,1.441e-11,1.558e-16,1.833e-18
405.765,7.081e-19,1.441e-11,1.556e-16,7.081e-19
405.770,2.653e-19,1.441e-11,1.554e-16,2.653e-19
405.775,9.643e-20,1.441e-11,1.551e-16,9.643e-20
405.780,3.400e-20,1.441e-11,1.549e-16,3.400e-20
405.785,1.163e-20,1.441e-11,1.546e-16,1.163e-20
405.790,3.859e-21,1.441e-11,1.544e-16,3.859e-21
405.795,1.242e-21,1.441e-11,1.542e-16,1.242e-21
405.800,3.878e-22,1.442e-11,1.539e-16,3.878e-22
405.805,1.174e-22,1.442e-11,1.537e-16,1.174e-22
405.810,3.451e-23,1.442e-11,1.535e-16,3.451e-23
405.815,9.835e-24,1.442e-11,1.532e-16,9.835e-24
405.820,2.719e-24,1.442e-11,1.530e-16,2.719e-24
405.825,7.294e-25,1.442e-11,1.528e-16,7.294e-25
405.830,1.898e-25,1.442e-11,1.525e-16,1.898e-25
405.835,4.790e-26,1.442e-11,1.523e-16,4.790e-26
405.840,1.173e-26,1.442e-11,1.520e-16,1.173e-26
405.845,2.785e-27,1.442e-11,1.518e-16,2.785e-27
405.850,6.417e-28,1.442e-11,1.516e-16,6.417e-28
405.855,1.434e-28,1.442e-11,1.513e-16,1.434e-28
405.860,3.110e-29,1.442e-11,1.511e-16,3.110e-29
405.865,6.540e-30,1.442e-11,1.509e-16,6.540e-30
406.534,2.257e-29,1.450e-11,1.192e-16,2.257e-29
406.539,1.070e-28,1.450e-11,1.190e-16,1.070e-28
406.544,4.921e-28,1.450e-11,1.188e-16,4.921e-28
406.549,2.196e-27,1.451e-11,1.185e-16,2.196e-27
406.554,9.506e-27,1.451e-11,1.183e-16,9.506e-27
406.559,3.993e-26,1.451e-11,1.181e-16,3.993e-26
406.564,1.627e-25,1.451e-11,1.178e-16,1.627e-25
406.569,6.435e-25,1.451e-11,1.176e-16,6.435e-25
406.574,2.469e-24,1.451e-11,1.173e-16,2.469e-24
406.579,9.189e-24,1.451e-11,1.171e-16,9.189e-24
406.584,3.319e-23,1.451e-11,1.169e-16,3.319e-23
406.589,1.163e-22,1.451e-11,1.166e-16,1.163e-22
406.594,3.954e-22,1.451e-11,1.164e-16,3.954e-22
406.599,1.304e-21,1.451e-11,1.162e-16,1.304e-21
406.604,4.174e-21,1.451e-11,1.159e-16,4.174e-21
406.609,1.296e-20,1.451e-11,1.157e-16,1.296e-20
406.614,3.904e-20,1.451e-11,1.155e-16,3.904e-20
406.619,1.141e-19,1.451e-11,1.152e-16,1.141e-19
406.624,3.237e-19,1.451e-11,1.150e-16,3.237e-19
406.629,8.906e-19,1.451e-11,1.147e-16,8.906e-19
406.634,2.378e-18,1.452e-11,1.145e-16,2.378e-18
406.639,6.159e-18,1.452e-11,1.143e-16,6.159e-18
406.644,1.548e-17,1.452e-11,1.140e-16,1.548e-17
406.649,3.774e-17,1.452e-11,1.138e-16,3.774e-17
406.654,8.929e-17,1.452e-11,1.136e-16,8.929e-17
406.659,2.050e-16,1.452e-11,1.133e-16,2.050e-16
406.664,4.565e-16,1.452e-11,1.131e-16,4.565e-16
406.669,9.864e-16,1.452e-11,1.129e-16,9.864e-16
406.674,2.068e-15,1.452e-11,1.126e-16,2.068e-15
406.679,4.206e-15,1.452e-11,1.124e-16,4.206e-15
406.684,8.301e-15,1.452e-11,1.121e-16,8.301e-15
406.689,1.590e-14,1.452e-11,1.119e-16,1.590e-14
406.694,2.953e-14,1.452e-11,1.117e-16,2.953e-14
406.699,5.323e-14,1.452e-11,1.114e-16,5.323e-14
406.704,9.309e-14,1.452e-11,1.112e-16,9.309e-14
406.709,1.580e-13,1.452e-11,1.110e-16,1.580e-13
406.714,2.601e-13,1.452e-11,1.107e-16,2.601e-13
406.719,4.154e-13,1.453e-11,1.105e-16,4.154e-13
406.724,6.438e-13,1.453e-11,1.103e-16,6.438e-13
406.729,9.680e-13,1.453e-11,1.100e-16,9.680e-13
406.734,1.412e-12,1.453e-11,1.098e-16,1.412e-12
406.739,1.999e-12,1.453e-11,1.095e-16,1.999e-12
406.744,2.745e-12,1.453e-11,1.093e-16,2.745e-12
406.749,3.658e-12,1.453e-11,1.091e-16,3.658e-12
406.754,4.730e-12,1.453e-11,1.088e-16,4.730e-12
406.759,5.933e-12,1.453e-11,1.086e-16,5.933e-12
406.764,7.220e-12,1.453e-11,1.084e-16,7.220e-12
406.769,8.527e-12,1.453e-11,1.081e-16,8.527e-12
406.774,9.770e-12,1.453e-11,1.079e-16,9.770e-12
406.779,1.086e-11,1.453e-11,1.077e-16,1.086e-11
406.784,1.172e-11,1.453e-11,1.074e-16,1.172e-11
406.789,1.228e-11,1.453e-11,1.072e-16,1.228e-11
406.794,1.249e-11,1.453e-11,1.069e-16,1.249e-11
406.799,1.234e-11,1.454e-11,1.067e-16,1.234e-11
406.804,1.187e-11,1.454e-11,1.065e-16,1.187e-11
406.809,1.113e-11,1.454e-11,1.062e-16,1.113e-11
406.814,1.021e-11,1.454e-11,1.060e-16,1.021e-11
406.819,9.220e-12,1.454e-11,1.058e-16,9.220e-12
406.824,8.284e-12,1.454e-11,1.055e-16,8.284e-12
406.829,7.513e-12,1.454e-11,1.053e-16,7.513e-12
406.834,7.008e-12,1.454e-11,1.051e-16,7.008e-12
406.839,6.844e-12,1.454e-11,1.048e-16,6.844e-12
406.844,7.068e-12,1.454e-11,1.046e-16,7.068e-12
406.849,7.689e-12,1.454e-11,1.043e-16,7.689e-12
406.854,8.679e-12,1.454e-11,1.041e-16,8.679e-12
406.859,9.972e-12,1.454e-11,1.039e-16,9.972e-12
406.864,1.147e-11,1.454e-11,1.036e-16,1.147e-11
406.869,1.304e-11,1.454e-11,1.034e-16,1.304e-11
406.874,1.455e-11,1.454e-11,1.032e-16,1.455e-11
406.879,1.585e-11,1.454e-11,1.029e-16,1.585e-11
406.884,1.682e-11,1.455e-11,1.027e-16,1.682e-11
406.889,1.734e-11,1.455e-11,1.025e-16,1.734e-11
406.894,1.737e-11,1.455e-11,1.022e-16,1.737e-11
406.899,1.689e-11,1.455e-11,1.020e-16,1.689e-11
406.904,1.595e-11,1.455e-11,1.017e-16,1.595e-11
406.909,1.461e-11,1.455e-11,1.015e-16,1.461e-11
406.914,1.299e-11,1.455e-11,1.013e-16,1.299e-11
406.919,1.121e-11,1.455e-11,1.010e-16,1.121e-11
406.924,9.406e-12,1.455e-11,1.008e-16,9.406e-12
406.929,7.678e-12,1.455e-11,1.006e-16,7.678e-12
406.934,6.121e-12,1.455e-11,1.003e-16,6.121e-12
406.939,4.804e-12,1.455e-11,1.001e-16,4.804e-12
406.944,3.772e-12,1.455e-11,9.985e-17,3.772e-12
406.949,3.053e-12,1.455e-11,9.962e-17,3.053e-12
406.954,2.663e-12,1.455e-11,9.938e-17,2.663e-12
406.959,2.614e-12,1.455e-11,9.914e-17,2.614e-12
406.964,2.914e-12,1.455e-11,9.891e-17,2.914e-12
406.969,3.574e-12,1.456e-11,9.867e-17,3.574e-12
406.974,4.597e-12,1.456e-11,9.843e-17,4.597e-12
406.979,5.980e-12,1.456e-11,9.820e-17,5.980e-12
406.984,7.701e-12,1.456e-11,9.796e-17,7.701e-12
406.989,9.712e-12,1.456e-11,9.773e-17,9.712e-12
406.994,1.193e-11,1.456e-11,9.749e-17,1.193e-11
406.999,1.426e-11,1.456e-11,9.725e-17,1.426e-11
407.004,1.654e-11,1.456e-11,9.702e-17,1.654e-11
407.009,1.862e-11,1.456e-11,9.678e-17,1.862e-11
407.014,2.035e-11,1.456e-11,9.654e-17,2.035e-11
407.019,2.158e-11,1.456e-11,9.631e-17,2.158e-11
407.024,2.220e-11,1.456e-11,9.607e-17,2.220e-11
407.028,2.223e-11,1.456e-11,9.588e-17,2.223e-11
407.033,2.167e-11,1.456e-11,9.565e-17,2.167e-11
407.038,2.049e-11,1.456e-11,9.541e-17,2.049e-11
407.043,1.880e-11,1.456e-11,9.517e-17,1.880e-11
407.048,1.674e-11,1.456e-11,9.494e-17,1.674e-11
407.053,1.446e-11,1.457e-11,9.470e-17,1.446e-11
407.058,1.213e-11,1.457e-11,9.446e-17,1.213e-11
407.063,9.863e-12,1.457e-11,9.423e-17,9.863e-12
407.068,7.785e-12,1.457e-11,9.399e-17,7.785e-12
407.073,5.962e-12,1.457e-11,9.375e-17,5.962e-12
407.078,4.431e-12,1.457e-11,9.352e-17,4.431e-12
407.083,3.195e-12,1.457e-11,9.328e-17,3.195e-12
407.088,2.236e-12,1.457e-11,9.305e-17,2.236e-12
407.093,1.518e-12,1.457e-11,9.281e-17,1.518e-12
407.098,9.999e-13,1.457e-11,9.257e-17,9.999e-13
407.103,6.392e-13,1.457e-11,9.234e-17,6.392e-13
407.108,3.965e-13,1.457e-11,9.210e-17,3.965e-13
407.113,2.386e-13,1.457e-11,9.186e-17,2.386e-13
407.118,1.394e-13,1.457e-11,9.163e-17,1.394e-13
407.123,7.897e-14,1.457e-11,9.139e-17,7.897e-14
407.128,4.342e-14,1.457e-11,9.115e-17,4.342e-14
407.133,2.317e-14,1.458e-11,9.092e-17,2.317e-14
407.138,1.200e-14,1.458e-11,9.068e-17,1.200e-14
407.143,6.027e-15,1.458e-11,9.045e-17,6.027e-15
407.148,2.938e-15,1.458e-11,9.021e-17,2.938e-15
407.153,1.390e-15,1.458e-11,8.997e-17,1.390e-15
407.158,6.379e-16,1.458e-11,8.974e-17,6.379e-16
407.163,2.841e-16,1.458e-11,8.950e-17,2.841e-16
407.168,1.228e-16,1.458e-11,8.926e-17,1.228e-16
407.173,5.150e-17,1.458e-11,8.903e-17,5.150e-17
407.178,2.096e-17,1.458e-11,8.879e-17,2.096e-17
407.183,8.276e-18,1.458e-11,8.855e-17,8.276e-18
407.188,3.171e-18,1.458e-11,8.832e-17,3.171e-18
407.193,8.926e-17,1.458e-11,8.808e-17,1.179e-18
407.198,4.106e-16,1.458e-11,4.102e-16,4.255e-19
407.203,1.854e-15,1.458e-11,1.854e-15,1.490e-19
407.208,8.130e-15,1.458e-11,8.130e-15,5.061e-20
407.213,3.460e-14,1.458e-11,3.460e-14,1.669e-20
407.218,1.429e-13,1.459e-11,1.429e-13,5.338e-21
407.223,5.728e-13,1.459e-11,5.728e-13,1.657e-21
407.228,2.228e-12,1.459e-11,2.228e-12,4.992e-22
407.233,8.410e-12,1.459e-11,8.410e-12,1.459e-22
407.238,3.081e-11,1.459e-11,3.081e-11,4.139e-23
407.243,1.095e-10,1.459e-11,1.095e-10,1.139e-23
407.248,3.778e-10,1.459e-11,3.778e-10,3.043e-24
407.253,1.265e-9,1.459e-11,1.265e-9,7.888e-25
407.258,4.109e-9,1.459e-11,4.109e-9,1.984e-25
407.263,1.295e-8,1.459e-11,1.295e-8,4.842e-26
407.268,3.964e-8,1.459e-11,3.964e-8,1.147e-26
407.273,1.177e-7,1.459e-11,1.177e-7,2.636e-27
407.278,3.391e-7,1.459e-11,3.391e-7,5.879e-28
407.283,9.483e-7,1.459e-11,9.483e-7,1.273e-28
407.288,2.574e-6,1.459e-11,2.574e-6,5.262e-30
407.293,6.778e-6,1.459e-11,6.778e-6,5.262e-30
407.298,1.732e-5,1.460e-11,1.732e-5,5.261e-30
407.303,4.297e-5,1.460e-11,4.297e-5,5.261e-30
407.308,1.034e-4,1.460e-11,1.034e-4,5.261e-30
407.313,2.416e-4,1.460e-11,2.416e-4,5.261e-30
407.318,5.478e-4,1.460e-11,5.478e-4,5.260e-30
407.323,1.205e-3,1.460e-11,1.205e-3,5.260e-30
407.328,2.573e-3,1.460e-11,2.573e-3,5.260e-30
407.333,5.333e-3,1.460e-11,5.333e-3,5.260e-30
407.338,1.073e-2,1.460e-11,1.073e-2,5.259e-30
407.343,2.094e-2,1.460e-11,2.094e-2,5.259e-30
407.348,3.967e-2,1.460e-11,3.967e-2,5.259e-30
407.353,7.294e-2,1.460e-11,7.294e-2,5.259e-30
407.358,1.302e-1,1.460e-11,1.302e-1,5.259e-30
407.363,2.255e-1,1.460e-11,2.255e-1,5.258e-30
407.368,3.792e-1,1.460e-11,3.792e-1,5.258e-30
407.373,6.189e-1,1.460e-11,6.189e-1,5.258e-30
407.378,9.806e-1,1.460e-11,9.806e-1,5.258e-30
407.383,1.508e+0,1.461e-11,1.508e+0,5.257e-30
407.388,2.253e+0,1.461e-11,2.253e+0,5.257e-30
407.393,3.266e+0,1.461e-11,3.266e+0,5.257e-30
407.398,4.600e+0,1.461e-11,4.600e+0,5.257e-30
407.403,6.290e+0,1.461e-11,6.290e+0,5.256e-30
407.408,8.356e+0,1.461e-11,8.356e+0,5.256e-30
407.413,1.078e+1,1.461e-11,1.078e+1,5.256e-30
407.418,1.353e+1,1.461e-11,1.353e+1,5.256e-30
407.423,1.649e+1,1.461e-11,1.649e+1,5.255e-30
407.428,1.954e+1,1.461e-11,1.954e+1,5.255e-30
407.433,2.253e+1,1.461e-11,2.253e+1,5.255e-30
407.438,2.527e+1,1.461e-11,2.527e+1,5.255e-30
407.443,2.760e+1,1.461e-11,2.760e+1,5.254e-30
407.448,2.935e+1,1.461e-11,2.935e+1,5.254e-30
407.453,3.044e+1,1.461e-11,3.044e+1,5.254e-30
407.458,3.078e+1,1.461e-11,3.078e+1,5.254e-30
407.463,3.040e+1,1.461e-11,3.040e+1,5.254e-30
407.468,2.935e+1,1.462e-11,2.935e+1,5.253e-30
407.473,2.773e+1,1.462e-11,2.773e+1,5.253e-30
407.478,2.570e+1,1.462e-11,2.570e+1,5.253e-30
407.483,2.341e+1,1.462e-11,2.341e+1,5.253e-30
407.488,2.104e+1,1.462e-11,2.104e+1,5.252e-30
407.493,1.874e+1,1.462e-11,1.874e+1,5.252e-30
407.498,1.667e+1,1.462e-11,1.667e+1,5.252e-30
407.503,1.493e+1,1.462e-11,1.493e+1,5.252e-30
407.508,1.364e+1,1.462e-11,1.364e+1,5.251e-30
407.513,1.289e+1,1.462e-11,1.289e+1,5.251e-30
407.518,1.274e+1,1.462e-11,1.274e+1,5.251e-30
407.523,1.327e+1,1.462e-11,1.327e+1,5.251e-30
407.528,1.453e+1,1.462e-11,1.453e+1,5.250e-30
407.533,1.657e+1,1.462e-11,1.657e+1,5.250e-30
407.538,1.941e+1,1.462e-11,1.941e+1,5.250e-30
407.543,2.306e+1,1.462e-11,2.306e+1,5.250e-30
407.548,2.747e+1,1.463e-11,2.747e+1,5.249e-30
407.553,3.254e+1,1.463e-11,3.254e+1,5.249e-30
407.558,3.809e+1,1.463e-11,3.809e+1,5.249e-30
407.563,4.391e+1,1.463e-11,4.391e+1,5.249e-30
407.568,4.968e+1,1.463e-11,4.968e+1,5.249e-30
407.573,5.509e+1,1.463e-11,5.509e+1,5.248e-30
407.578,5.978e+1,1.463e-11,5.978e+1,5.248e-30
407.583,6.344e+1,1.463e-11,6.344e+1,5.248e-30
407.588,6.582e+1,1.463e-11,6.582e+1,5.248e-30
407.593,6.674e+1,1.463e-11,6.674e+1,5.247e-30
407.598,6.615e+1,1.463e-11,6.615e+1,5.247e-30
407.603,6.409e+1,1.463e-11,6.409e+1,5.247e-30
407.608,6.071e+1,1.463e-11,6.071e+1,5.247e-30
407.613,5.624e+1,1.463e-11,5.624e+1,5.246e-30
407.618,5.097e+1,1.463e-11,5.097e+1,5.246e-30
407.623,4.520e+1,1.463e-11,4.520e+1,5.246e-30
407.628,3.923e+1,1.463e-11,3.923e+1,5.246e-30
407.633,3.335e+1,1.464e-11,3.335e+1,5.245e-30
407.638,2.777e+1,1.464e-11,2.777e+1,5.245e-30
407.643,2.266e+1,1.464e-11,2.266e+1,5.245e-30
407.648,1.813e+1,1.464e-11,1.813e+1,5.245e-30
