Wavelength (nm),Sum(calc),Al I (3.9e-2),Al II (7.6e-1),Al III (5.6e-4),Si I (2.2e-2),Si II (1.8e-1),Si III (1.5e-4)
205.927,2.567e-5,,8.984e-12,,2.567e-5,2.452e-13,3.039e-19
205.932,1.640e-6,,8.996e-12,,1.640e-6,2.452e-13,3.029e-19
205.937,9.316e-8,,9.008e-12,,9.316e-8,2.453e-13,3.018e-19
205.942,4.702e-9,,9.019e-12,,4.702e-9,2.453e-13,3.007e-19
205.947,2.109e-10,,9.031e-12,,2.109e-10,2.453e-13,2.997e-19
206.087,2.461e-13,,9.361e-12,,2.066e-10,2.461e-13,2.701e-19
206.092,5.420e-12,,9.373e-12,,2.064e-10,5.420e-12,2.691e-19
206.097,1.061e-10,,9.384e-12,,2.063e-10,1.061e-10,2.680e-19
206.102,1.848e-9,,9.396e-12,,2.061e-10,1.848e-9,2.669e-19
206.107,2.860e-8,,9.408e-12,,2.060e-10,2.860e-8,2.659e-19
206.112,3.935e-7,,9.420e-12,,2.058e-10,3.935e-7,2.648e-19
206.117,4.815e-6,,9.432e-12,,2.057e-10,4.815e-6,2.638e-19
206.122,5.238e-5,,9.443e-12,,2.055e-10,5.238e-5,2.627e-19
206.127,5.065e-4,,9.455e-12,,2.054e-10,5.065e-4,2.617e-19
206.132,4.355e-3,,9.467e-12,,2.052e-10,4.355e-3,2.606e-19
206.137,3.329e-2,,9.479e-12,,2.051e-10,3.329e-2,2.596e-19
206.142,2.263e-1,,9.490e-12,,2.049e-10,2.263e-1,2.585e-19
206.147,1.367e+0,,9.502e-12,,2.048e-10,1.367e+0,2.574e-19
206.152,7.346e+0,,9.514e-12,,2.046e-10,7.346e+0,2.564e-19
206.157,3.509e+1,,9.526e-12,,2.045e-10,3.509e+1,2.553e-19
206.162,1.490e+2,,9.538e-12,,2.043e-10,1.490e+2,2.543e-19
206.167,5.626e+2,,9.549e-12,,2.042e-10,5.626e+2,2.532e-19
206.172,1.889e+3,,9.561e-12,,2.040e-10,1.889e+3,2.522e-19
206.177,5.637e+3,,9.573e-12,,2.039e-10,5.637e+3,2.511e-19
206.182,1.496e+4,,9.585e-12,,2.037e-10,1.496e+4,2.500e-19
206.186,3.000e+4,,9.594e-12,,2.036e-10,3.000e+4,2.492e-19
206.191,6.442e+4,,9.606e-12,,2.034e-10,6.442e+4,2.481e-19
206.196,1.230e+5,,9.618e-12,,2.033e-10,1.230e+5,2.471e-19
206.201,2.087e+5,,9.629e-12,,2.031e-10,2.087e+5,2.460e-19
206.206,3.150e+5,,9.641e-12,,2.030e-10,3.150e+5,2.450e-19
206.211,4.227e+5,,9.653e-12,,2.028e-10,4.227e+5,2.439e-19
206.216,5.042e+5,,9.665e-12,,2.027e-10,5.042e+5,2.429e-19
206.221,5.347e+5,,9.677e-12,,2.025e-10,5.347e+5,2.418e-19
206.226,5.042e+5,,9.688e-12,,2.024e-10,5.042e+5,2.408e-19
206.231,4.227e+5,,9.700e-12,,2.022e-10,4.227e+5,2.397e-19
206.236,3.150e+5,,9.712e-12,,2.021e-10,3.150e+5,2.386e-19
206.241,2.087e+5,,9.724e-12,,2.019e-10,2.087e+5,2.376e-19
206.246,1.230e+5,,9.735e-12,,2.018e-10,1.230e+5,2.365e-19
206.251,6.442e+4,,9.747e-12,,2.016e-10,6.442e+4,2.355e-19
206.256,3.000e+4,,9.759e-12,,2.014e-10,3.000e+4,2.344e-19
206.261,1.242e+4,,9.771e-12,,2.013e-10,1.242e+4,2.334e-19
206.266,4.572e+3,,9.783e-12,,2.011e-10,4.572e+3,2.323e-19
206.271,1.496e+3,,9.794e-12,,2.010e-10,1.496e+3,2.312e-19
206.276,4.354e+2,,9.806e-12,,2.008e-10,4.354e+2,2.302e-19
206.281,1.126e+2,,9.818e-12,,2.007e-10,1.126e+2,2.291e-19
206.286,2.591e+1,,9.830e-12,,2.005e-10,2.591e+1,2.281e-19
206.291,5.298e+0,,9.841e-12,,2.004e-10,5.298e+0,2.270e-19
206.296,9.633e-1,,9.853e-12,,2.002e-10,9.633e-1,2.260e-19
206.301,1.557e-1,,9.865e-12,,2.001e-10,1.557e-1,2.249e-19
206.306,2.238e-2,,9.877e-12,,1.999e-10,2.238e-2,2.238e-19
206.311,2.859e-3,,9.889e-12,,1.998e-10,2.859e-3,2.228e-19
206.316,3.248e-4,,9.900e-12,,1.996e-10,3.248e-4,2.217e-19
206.321,3.280e-5,,9.912e-12,,1.995e-10,3.280e-5,2.207e-19
206.326,2.945e-6,,9.924e-12,,1.993e-10,2.945e-6,2.196e-19
206.331,2.351e-7,,9.936e-12,,1.992e-10,2.351e-7,2.186e-19
206.336,1.669e-8,,9.947e-12,,1.990e-10,1.669e-8,2.175e-19
206.341,1.053e-9,,9.959e-12,,1.989e-10,1.053e-9,2.165e-19
206.346,5.909e-11,,9.971e-12,,1.987e-10,5.909e-11,2.154e-19
206.351,2.948e-12,,9.983e-12,,1.986e-10,2.948e-12,2.143e-19
206.356,1.307e-13,,9.995e-12,,1.984e-10,1.307e-13,2.133e-19
207.065,6.229e-12,,1.166e-11,,1.768e-10,6.229e-12,6.350e-20
207.070,1.429e-10,,1.168e-11,,1.766e-10,1.429e-10,6.245e-20
207.075,2.917e-9,,1.169e-11,,1.765e-10,2.917e-9,6.139e-20
207.080,5.302e-8,,1.170e-11,,1.763e-10,5.302e-8,6.033e-20
207.085,8.575e-7,,1.171e-11,,1.762e-10,8.575e-7,5.928e-20
207.090,1.234e-5,,1.172e-11,,1.760e-10,1.234e-5,5.822e-20
207.095,1.582e-4,,1.174e-11,,1.759e-10,1.582e-4,5.716e-20
207.100,1.804e-3,,1.175e-11,,1.757e-10,1.804e-3,5.611e-20
207.105,1.831e-2,,1.176e-11,,1.756e-10,1.831e-2,5.505e-20
207.110,1.655e-1,,1.177e-11,,1.754e-10,1.655e-1,5.400e-20
207.115,1.331e+0,,1.178e-11,,1.753e-10,1.331e+0,5.294e-20
207.120,9.525e+0,,1.179e-11,,1.751e-10,9.525e+0,5.188e-20
207.125,6.068e+1,,1.181e-11,,1.750e-10,6.068e+1,5.083e-20
207.130,3.441e+2,,1.182e-11,,1.748e-10,3.441e+2,4.977e-20
207.135,1.737e+3,,1.183e-11,,1.746e-10,1.737e+3,4.871e-20
207.140,7.802e+3,,1.184e-11,,1.745e-10,7.802e+3,4.766e-20
207.145,3.120e+4,,1.185e-11,,1.743e-10,3.120e+4,4.660e-20
207.150,1.110e+5,,1.186e-11,,1.742e-10,1.110e+5,4.555e-20
207.155,3.517e+5,,1.188e-11,,1.740e-10,3.517e+5,4.449e-20
207.160,9.915e+5,,1.189e-11,,1.739e-10,9.915e+5,4.343e-20
207.165,2.488e+6,,1.190e-11,,1.737e-10,2.488e+6,4.238e-20
207.170,5.557e+6,,1.191e-11,,1.736e-10,5.557e+6,4.132e-20
207.175,1.105e+7,,1.192e-11,,1.734e-10,1.105e+7,4.026e-20
207.180,1.955e+7,,1.194e-11,,1.733e-10,1.955e+7,3.921e-20
207.185,3.079e+7,,1.195e-11,,1.731e-10,3.079e+7,3.815e-20
207.190,4.316e+7,,1.196e-11,,1.730e-10,4.316e+7,3.709e-20
207.195,5.384e+7,,1.197e-11,,1.728e-10,5.384e+7,3.604e-20
207.200,5.979e+7,,1.198e-11,,1.727e-10,5.979e+7,3.498e-20
207.205,5.911e+7,,1.199e-11,,1.725e-10,5.911e+7,3.393e-20
207.210,5.202e+7,,1.201e-11,,1.724e-10,5.202e+7,3.287e-20
207.215,4.079e+7,,1.202e-11,,1.722e-10,4.079e+7,3.181e-20
207.220,2.864e+7,,1.203e-11,,1.721e-10,2.864e+7,3.076e-20
207.225,1.840e+7,,1.204e-11,2.207e-20,1.719e-10,1.840e+7,2.970e-20
207.230,1.186e+7,,1.205e-11,5.311e-19,1.718e-10,1.186e+7,2.864e-20
207.235,9.905e+6,,1.207e-11,1.109e-17,1.716e-10,9.905e+6,2.759e-20
207.240,1.300e+7,,1.208e-11,2.061e-16,1.714e-10,1.300e+7,2.653e-20
207.245,2.149e+7,,1.209e-11,3.412e-15,1.713e-10,2.149e+7,2.548e-20
207.250,3.514e+7,,1.210e-11,5.033e-14,1.711e-10,3.514e+7,2.442e-20
207.255,5.241e+7,,1.211e-11,6.611e-13,1.710e-10,5.241e+7,2.336e-20
207.260,6.994e+7,,1.212e-11,7.737e-12,1.708e-10,6.994e+7,2.231e-20
207.265,8.316e+7,,1.214e-11,8.065e-11,1.707e-10,8.316e+7,2.125e-20
207.270,8.803e+7,,2.703e-10,7.491e-10,1.705e-10,8.803e+7,2.019e-20
207.275,8.296e+7,,5.362e-9,6.200e-9,1.704e-10,8.296e+7,1.914e-20
207.280,6.960e+7,,9.467e-8,4.572e-8,1.702e-10,6.960e+7,1.808e-20
207.285,5.197e+7,,1.488e-6,3.005e-7,1.701e-10,5.197e+7,1.702e-20
207.290,3.455e+7,,2.082e-5,1.760e-6,1.699e-10,3.455e+7,1.597e-20
207.295,2.044e+7,,2.594e-4,9.191e-6,1.698e-10,2.044e+7,1.491e-20
207.300,1.077e+7,,2.877e-3,4.278e-5,1.696e-10,1.077e+7,1.386e-20
207.305,5.048e+6,,2.841e-2,1.776e-4,1.695e-10,5.048e+6,1.280e-20
207.310,2.107e+6,,2.497e-1,6.572e-4,1.693e-10,2.107e+6,1.174e-20
207.315,7.826e+5,,1.954e+0,2.169e-3,1.692e-10,7.826e+5,1.069e-20
207.320,2.588e+5,,1.362e+1,6.387e-3,1.690e-10,2.588e+5,9.631e-21
207.325,7.627e+4,,8.445e+1,1.678e-2,1.689e-10,7.618e+4,8.574e-21
207.330,2.043e+4,,4.663e+2,3.932e-2,1.687e-10,1.996e+4,7.518e-21
207.335,6.949e+3,,2.292e+3,8.223e-2,1.686e-10,4.656e+3,6.462e-21
207.340,1.100e+4,,1.003e+4,1.535e-1,1.684e-10,9.667e+2,5.405e-21
207.345,3.926e+4,,3.909e+4,2.558e-1,1.682e-10,1.787e+2,4.349e-21
207.350,1.356e+5,,1.356e+5,3.805e-1,1.681e-10,2.939e+1,3.293e-21
207.355,4.186e+5,,4.186e+5,5.053e-1,1.679e-10,4.304e+0,2.237e-21
207.360,1.151e+6,,1.151e+6,5.994e-1,1.678e-10,5.611e-1,1.180e-21
207.365,2.817e+6,,2.817e+6,6.349e-1,1.676e-10,6.511e-2,1.239e-22
207.370,6.137e+6,,6.137e+6,6.007e-1,1.675e-10,6.725e-3,5.604e-21
207.375,1.190e+7,,1.190e+7,5.076e-1,1.673e-10,6.183e-4,1.183e-19
207.380,2.056e+7,,2.056e+7,3.832e-1,1.672e-10,5.060e-5,2.221e-18
207.385,3.160e+7,,3.160e+7,2.583e-1,1.670e-10,3.686e-6,3.715e-17
207.390,4.326e+7,,4.326e+7,1.556e-1,1.669e-10,2.390e-7,5.538e-16
207.395,5.271e+7,,5.271e+7,8.369e-2,1.667e-10,1.380e-8,7.356e-15
207.400,5.718e+7,,5.718e+7,4.021e-2,1.666e-10,7.090e-10,8.709e-14
207.405,5.522e+7,,5.522e+7,1.725e-2,1.664e-10,3.243e-11,9.190e-13
207.410,4.747e+7,,4.747e+7,6.612e-3,1.663e-10,3.242e-11,8.644e-12
207.415,3.634e+7,,3.634e+7,2.262e-3,1.661e-10,3.241e-11,7.248e-11
207.420,2.476e+7,,2.476e+7,6.911e-4,1.660e-10,3.240e-11,5.418e-10
207.425,1.502e+7,,1.502e+7,1.885e-4,1.658e-10,3.239e-11,3.611e-9
207.430,8.112e+6,,8.112e+6,4.587e-5,1.657e-10,3.237e-11,2.146e-8
207.435,3.900e+6,,3.900e+6,9.965e-6,1.655e-10,3.236e-11,1.137e-7
207.440,1.669e+6,,1.669e+6,1.932e-6,1.653e-10,3.235e-11,5.377e-7
207.445,6.362e+5,,6.362e+5,3.340e-7,1.652e-10,3.234e-11,2.267e-6
207.450,2.158e+5,,2.158e+5,5.153e-8,1.650e-10,3.233e-11,8.525e-6
207.455,6.518e+4,,6.518e+4,7.089e-9,1.649e-10,3.232e-11,2.860e-5
207.460,1.753e+4,,1.753e+4,8.698e-10,1.647e-10,3.231e-11,8.561e-5
207.465,4.195e+3,,4.195e+3,9.516e-11,1.646e-10,3.230e-11,2.287e-4
207.470,8.940e+2,,8.940e+2,9.282e-12,1.644e-10,3.229e-11,5.450e-4
207.475,1.696e+2,,1.696e+2,8.070e-13,1.643e-10,3.228e-11,1.159e-3
207.480,2.865e+1,,2.865e+1,6.254e-14,1.641e-10,3.227e-11,2.201e-3
207.485,4.312e+0,,4.308e+0,4.320e-15,1.640e-10,3.226e-11,3.730e-3
207.490,5.823e-1,,5.767e-1,2.659e-16,1.638e-10,3.225e-11,5.642e-3
207.495,7.634e-2,,6.872e-2,1.458e-17,1.637e-10,3.223e-11,7.619e-3
207.500,1.648e-2,,7.291e-3,6.706e-19,1.635e-10,3.222e-11,9.184e-3
207.505,1.057e-2,,6.887e-4,6.688e-19,1.634e-10,3.221e-11,9.884e-3
207.510,9.555e-3,,5.791e-5,6.669e-19,1.632e-10,3.220e-11,9.497e-3
207.515,8.151e-3,,4.336e-6,6.650e-19,1.631e-10,3.219e-11,8.146e-3
207.520,6.239e-3,,2.889e-7,6.632e-19,1.629e-10,3.218e-11,6.239e-3
207.525,4.265e-3,,1.714e-8,6.613e-19,1.628e-10,3.217e-11,4.265e-3
207.530,2.603e-3,,9.056e-10,6.594e-19,1.626e-10,3.216e-11,2.603e-3
207.535,1.418e-3,,4.259e-11,6.576e-19,1.625e-10,3.215e-11,1.418e-3
207.540,6.896e-4,,4.247e-11,6.557e-19,1.623e-10,3.214e-11,6.896e-4
207.545,2.993e-4,,4.236e-11,6.539e-19,1.621e-10,3.213e-11,2.993e-4
207.550,1.160e-4,,4.224e-11,6.520e-19,1.620e-10,3.212e-11,1.160e-4
207.555,4.008e-5,,4.212e-11,6.501e-19,1.618e-10,3.211e-11,4.008e-5
207.560,1.237e-5,,4.201e-11,6.483e-19,1.617e-10,3.209e-11,1.237e-5
207.565,3.403e-6,,4.189e-11,6.464e-19,1.615e-10,3.208e-11,3.403e-6
207.570,8.357e-7,,4.178e-11,6.445e-19,1.614e-10,3.207e-11,8.357e-7
207.575,1.831e-7,,4.166e-11,6.427e-19,1.612e-10,3.206e-11,1.831e-7
207.580,3.577e-8,,4.155e-11,6.408e-19,1.611e-10,3.205e-11,3.577e-8
207.585,6.232e-9,,4.143e-11,6.389e-19,1.609e-10,3.204e-11,6.232e-9
207.590,9.685e-10,,4.132e-11,6.371e-19,1.608e-10,3.203e-11,9.685e-10
207.595,1.342e-10,,4.120e-11,6.352e-19,1.606e-10,3.202e-11,1.342e-10
207.600,1.658e-11,,4.108e-11,6.334e-19,1.605e-10,3.201e-11,1.658e-11
207.605,1.827e-12,,4.097e-11,6.315e-19,1.603e-10,3.200e-11,1.827e-12
207.610,1.794e-13,,4.085e-11,6.296e-19,1.602e-10,3.199e-11,1.794e-13
207.615,1.570e-14,,4.074e-11,6.278e-19,1.600e-10,3.198e-11,1.570e-14
207.619,2.059e-15,,4.065e-11,6.263e-19,1.599e-10,3.197e-11,2.059e-15
207.624,1.465e-16,,4.053e-11,6.244e-19,1.597e-10,3.196e-11,1.465e-16
207.629,9.291e-18,,4.041e-11,6.225e-19,1.596e-10,3.195e-11,9.291e-18
207.634,5.250e-19,,4.030e-11,6.207e-19,1.594e-10,3.194e-11,5.250e-19
207.639,2.599e-20,,4.018e-11,6.188e-19,1.593e-10,3.192e-11,2.599e-20
207.644,1.547e-22,,4.007e-11,6.169e-19,1.591e-10,3.191e-11,1.547e-22
208.778,1.942e-19,,1.387e-11,1.942e-19,1.246e-10,2.947e-11,1.565e-22
208.783,4.331e-18,,1.376e-11,4.331e-18,1.244e-10,2.946e-11,1.566e-22
208.788,8.613e-17,,1.364e-11,8.613e-17,1.242e-10,2.945e-11,1.566e-22
208.793,1.527e-15,,1.353e-11,1.527e-15,1.241e-10,2.944e-11,1.566e-22
208.798,2.415e-14,,1.341e-11,2.415e-14,1.239e-10,2.943e-11,1.566e-22
208.803,3.406e-13,,1.330e-11,3.406e-13,1.238e-10,2.942e-11,1.566e-22
208.808,4.283e-12,,1.318e-11,4.283e-12,1.236e-10,2.941e-11,1.566e-22
208.813,4.803e-11,,1.307e-11,4.803e-11,1.235e-10,2.940e-11,1.566e-22
208.818,4.803e-10,,1.295e-11,4.803e-10,1.233e-10,2.939e-11,1.566e-22
208.823,4.283e-9,,1.284e-11,4.283e-9,1.232e-10,2.938e-11,1.566e-22
208.828,3.406e-8,,1.272e-11,3.406e-8,1.230e-10,2.936e-11,1.566e-22
208.833,2.416e-7,,1.260e-11,2.416e-7,1.229e-10,2.935e-11,1.566e-22
208.838,1.528e-6,,1.249e-11,1.528e-6,1.227e-10,2.934e-11,1.566e-22
208.843,8.616e-6,,1.237e-11,8.616e-6,1.226e-10,2.933e-11,1.566e-22
208.848,4.333e-5,,1.226e-11,4.333e-5,1.224e-10,2.932e-11,1.567e-22
208.853,1.943e-4,,1.214e-11,1.943e-4,1.223e-10,2.931e-11,1.567e-22
208.858,7.772e-4,,1.203e-11,7.772e-4,1.221e-10,2.930e-11,1.567e-22
208.863,2.772e-3,,1.191e-11,2.772e-3,1.220e-10,2.929e-11,1.567e-22
208.868,8.816e-3,,1.180e-11,8.816e-3,1.218e-10,2.928e-11,1.567e-22
208.873,2.500e-2,,1.168e-11,2.500e-2,1.217e-10,2.927e-11,1.567e-22
208.878,6.324e-2,,1.157e-11,6.324e-2,1.215e-10,2.926e-11,1.567e-22
208.883,1.426e-1,,1.145e-11,1.426e-1,1.214e-10,2.925e-11,1.567e-22
208.888,2.869e-1,,1.133e-11,2.869e-1,1.212e-10,2.924e-11,1.567e-22
208.893,5.146e-1,,1.122e-11,5.146e-1,1.210e-10,2.922e-11,1.567e-22
208.898,8.231e-1,,1.110e-11,8.231e-1,1.209e-10,2.921e-11,1.567e-22
208.903,1.174e+0,,1.099e-11,1.174e+0,1.207e-10,2.920e-11,1.567e-22
208.908,1.493e+0,,1.087e-11,1.493e+0,1.206e-10,2.919e-11,1.568e-22
208.913,1.694e+0,,1.076e-11,1.694e+0,1.204e-10,2.918e-11,1.568e-22
208.918,1.713e+0,,1.064e-11,1.713e+0,1.203e-10,2.917e-11,1.568e-22
208.923,1.546e+0,,1.053e-11,1.546e+0,1.201e-10,2.916e-11,1.568e-22
208.928,1.243e+0,,1.041e-11,1.243e+0,1.200e-10,2.915e-11,1.568e-22
208.933,8.918e-1,,1.029e-11,8.918e-1,1.198e-10,2.914e-11,1.568e-22
208.938,5.705e-1,,1.018e-11,5.705e-1,1.197e-10,2.913e-11,1.568e-22
208.943,3.254e-1,,1.006e-11,3.254e-1,1.195e-10,2.912e-11,1.568e-22
208.948,1.655e-1,,9.948e-12,1.655e-1,1.194e-10,2.911e-11,1.568e-22
208.953,7.510e-2,,9.833e-12,7.510e-2,1.192e-10,2.910e-11,1.568e-22
208.958,3.038e-2,,9.717e-12,3.038e-2,1.191e-10,2.908e-11,1.568e-22
208.963,1.096e-2,,9.602e-12,1.096e-2,1.189e-10,2.907e-11,1.568e-22
208.968,3.526e-3,,9.486e-12,3.526e-3,1.188e-10,2.906e-11,1.569e-22
208.973,1.011e-3,,9.371e-12,1.011e-3,1.186e-10,2.905e-11,1.569e-22
208.978,2.588e-4,,9.255e-12,2.588e-4,1.185e-10,2.904e-11,1.569e-22
208.983,5.904e-5,,9.140e-12,5.904e-5,1.183e-10,2.903e-11,1.569e-22
208.988,1.201e-5,,9.024e-12,1.201e-5,1.181e-10,2.902e-11,1.569e-22
208.993,2.179e-6,,8.909e-12,2.179e-6,1.180e-10,2.901e-11,1.569e-22
208.998,3.525e-7,,8.793e-12,3.525e-7,1.178e-10,2.900e-11,1.569e-22
209.003,5.086e-8,,8.678e-12,5.086e-8,1.177e-10,2.899e-11,1.569e-22
209.008,6.544e-9,,8.562e-12,6.544e-9,1.175e-10,2.898e-11,1.569e-22
209.013,7.508e-10,,8.447e-12,7.508e-10,1.174e-10,2.897e-11,1.569e-22
209.018,7.682e-11,,8.331e-12,7.682e-11,1.172e-10,2.896e-11,1.569e-22
209.023,7.009e-12,,8.216e-12,7.009e-12,1.171e-10,2.894e-11,1.569e-22
209.028,5.703e-13,,8.100e-12,5.703e-13,1.169e-10,2.893e-11,1.569e-22
209.033,4.138e-14,,7.985e-12,4.138e-14,1.168e-10,2.892e-11,1.570e-22
209.038,2.677e-15,,7.869e-12,2.677e-15,1.166e-10,2.891e-11,1.570e-22
209.043,1.545e-16,,7.754e-12,1.545e-16,1.165e-10,2.890e-11,1.570e-22
209.047,1.452e-17,,7.661e-12,1.452e-17,1.164e-10,2.889e-11,1.570e-22
209.132,2.905e-18,,5.698e-12,2.905e-18,1.138e-10,2.871e-11,1.571e-22
209.137,5.985e-17,,5.583e-12,5.985e-17,1.136e-10,2.870e-11,1.571e-22
209.142,1.100e-15,,5.467e-12,1.100e-15,1.135e-10,2.869e-11,1.571e-22
209.147,1.805e-14,,5.352e-12,1.805e-14,1.133e-10,2.868e-11,1.571e-22
209.152,2.640e-13,,5.236e-12,2.640e-13,1.131e-10,2.867e-11,1.571e-22
209.157,3.446e-12,,5.121e-12,3.446e-12,1.130e-10,2.866e-11,1.572e-22
209.162,4.012e-11,,5.005e-12,4.012e-11,1.128e-10,2.865e-11,1.572e-22
209.167,4.168e-10,,4.890e-12,4.168e-10,1.127e-10,2.863e-11,1.572e-22
209.172,3.862e-9,,4.774e-12,3.862e-9,1.125e-10,2.862e-11,1.572e-22
209.177,3.193e-8,,4.659e-12,3.193e-8,1.124e-10,2.861e-11,1.572e-22
209.182,2.354e-7,,4.543e-12,2.354e-7,1.122e-10,2.860e-11,1.572e-22
209.187,1.549e-6,,4.428e-12,1.549e-6,1.121e-10,2.859e-11,1.572e-22
209.192,9.091e-6,,4.312e-12,9.091e-6,1.119e-10,2.858e-11,1.572e-22
209.197,4.760e-5,,4.197e-12,4.760e-5,1.118e-10,2.857e-11,1.572e-22
209.202,2.223e-4,,4.081e-12,2.223e-4,1.116e-10,2.856e-11,1.572e-22
209.207,9.264e-4,,3.966e-12,9.264e-4,1.115e-10,2.855e-11,1.572e-22
209.212,3.444e-3,,3.850e-12,3.444e-3,1.113e-10,2.854e-11,1.572e-22
209.217,1.142e-2,,3.735e-12,1.142e-2,1.112e-10,2.853e-11,1.573e-22
209.222,3.379e-2,,3.619e-12,3.379e-2,1.110e-10,2.852e-11,1.573e-22
209.227,8.917e-2,,3.504e-12,8.917e-2,1.109e-10,2.851e-11,1.573e-22
209.232,2.100e-1,,3.388e-12,2.100e-1,1.107e-10,2.850e-11,1.573e-22
209.237,4.410e-1,,3.273e-12,4.410e-1,1.106e-10,2.848e-11,1.573e-22
209.242,8.263e-1,,3.157e-12,8.263e-1,1.104e-10,2.847e-11,1.573e-22
209.247,1.381e+0,,3.042e-12,1.381e+0,1.103e-10,2.846e-11,1.573e-22
209.252,2.060e+0,,2.926e-12,2.060e+0,1.101e-10,2.845e-11,1.573e-22
209.257,2.740e+0,,2.811e-12,2.740e+0,1.099e-10,2.844e-11,1.573e-22
209.262,3.252e+0,,2.695e-12,3.252e+0,1.098e-10,2.843e-11,1.573e-22
209.267,3.443e+0,,2.580e-12,3.443e+0,1.096e-10,2.842e-11,1.573e-22
209.272,3.252e+0,,2.464e-12,3.252e+0,1.095e-10,2.841e-11,1.573e-22
209.277,2.740e+0,,2.349e-12,2.740e+0,1.093e-10,2.840e-11,1.574e-22
209.282,2.060e+0,,2.233e-12,2.060e+0,1.092e-10,2.839e-11,1.574e-22
209.287,1.381e+0,,2.118e-12,1.381e+0,1.090e-10,2.838e-11,1.574e-22
209.292,8.263e-1,,4.759e-11,8.263e-1,1.089e-10,2.837e-11,1.574e-22
209.297,4.410e-1,,9.542e-10,4.410e-1,1.087e-10,2.836e-11,1.574e-22
209.302,2.100e-1,,1.707e-8,2.100e-1,1.086e-10,2.834e-11,1.574e-22
209.307,8.917e-2,,2.725e-7,8.917e-2,1.084e-10,2.833e-11,1.574e-22
209.312,3.379e-2,,3.880e-6,3.379e-2,1.083e-10,2.832e-11,1.574e-22
209.317,1.147e-2,,4.931e-5,1.142e-2,1.081e-10,2.831e-11,1.574e-22
209.322,4.003e-3,,5.591e-4,3.444e-3,1.080e-10,2.830e-11,1.574e-22
209.327,6.583e-3,,5.657e-3,9.264e-4,1.078e-10,2.829e-11,1.574e-22
209.332,5.129e-2,,5.106e-2,2.223e-4,1.077e-10,2.828e-11,1.574e-22
209.337,4.113e-1,,4.113e-1,4.760e-5,1.075e-10,2.827e-11,1.574e-22
209.342,2.956e+0,,2.956e+0,9.091e-6,1.074e-10,2.826e-11,1.575e-22
209.347,1.895e+1,,1.895e+1,1.549e-6,1.072e-10,2.825e-11,1.575e-22
209.352,1.084e+2,,1.084e+2,2.354e-7,1.071e-10,2.824e-11,1.575e-22
209.357,5.536e+2,,5.536e+2,3.193e-8,1.069e-10,2.823e-11,1.575e-22
209.362,2.521e+3,,2.521e+3,3.862e-9,1.067e-10,2.822e-11,1.575e-22
209.367,1.025e+4,,1.025e+4,4.168e-10,1.066e-10,2.820e-11,1.575e-22
209.372,3.716e+4,,3.716e+4,4.012e-11,1.064e-10,2.819e-11,1.575e-22
209.377,1.202e+5,,1.202e+5,3.446e-12,1.063e-10,2.818e-11,1.575e-22
209.382,3.471e+5,,3.471e+5,2.640e-13,1.061e-10,2.817e-11,1.575e-22
209.387,8.941e+5,,8.941e+5,1.805e-14,1.060e-10,2.816e-11,1.575e-22
209.392,2.055e+6,,2.055e+6,1.100e-15,1.058e-10,2.815e-11,1.575e-22
209.397,4.214e+6,,4.214e+6,5.985e-17,1.057e-10,2.814e-11,1.575e-22
209.402,7.712e+6,,7.712e+6,5.983e-17,1.055e-10,2.813e-11,1.576e-22
209.407,1.259e+7,,1.259e+7,5.980e-17,1.054e-10,2.812e-11,1.576e-22
209.412,1.834e+7,,1.834e+7,5.978e-17,1.052e-10,2.811e-11,1.576e-22
209.417,2.384e+7,,2.384e+7,5.975e-17,1.051e-10,2.810e-11,1.576e-22
209.422,2.766e+7,,2.766e+7,5.972e-17,1.049e-10,2.809e-11,1.576e-22
209.427,2.867e+7,,2.867e+7,5.970e-17,1.048e-10,2.808e-11,1.576e-22
209.432,2.659e+7,,2.659e+7,5.967e-17,1.046e-10,2.806e-11,1.576e-22
209.437,2.223e+7,,2.223e+7,5.965e-17,1.045e-10,2.805e-11,1.576e-22
209.442,1.712e+7,,1.712e+7,5.962e-17,1.043e-10,2.804e-11,1.576e-22
209.447,1.289e+7,,1.289e+7,5.959e-17,1.042e-10,2.803e-11,1.576e-22
209.452,1.075e+7,,1.075e+7,5.957e-17,1.040e-10,2.802e-11,1.576e-22
209.457,1.111e+7,,1.111e+7,5.954e-17,1.038e-10,2.801e-11,1.576e-22
209.462,1.362e+7,,1.362e+7,5.951e-17,1.037e-10,2.800e-11,1.576e-22
209.467,1.730e+7,,1.730e+7,5.949e-17,1.035e-10,2.799e-11,1.577e-22
209.472,2.082e+7,,2.082e+7,5.946e-17,1.034e-10,2.798e-11,1.577e-22
209.477,2.303e+7,,2.303e+7,5.944e-17,1.032e-10,2.797e-11,1.577e-22
209.482,2.338e+7,,2.338e+7,5.941e-17,1.031e-10,2.796e-11,1.577e-22
209.487,2.219e+7,,2.219e+7,5.938e-17,1.029e-10,2.795e-11,1.577e-22
209.492,2.038e+7,,2.038e+7,5.936e-17,1.028e-10,2.794e-11,1.577e-22
209.497,1.890e+7,,1.890e+7,5.933e-17,1.026e-10,2.792e-11,1.577e-22
209.502,1.821e+7,,1.821e+7,5.931e-17,1.025e-10,2.791e-11,1.577e-22
