Wavelength (nm),Sum(calc),Mn I (1.3e-2),Mn II (3.9e-1),Cu I (5.2e-2),Cu II (5.5e-1)
373.175,9.237e+7,9.237e+7,5.952e-13,3.563e-9,1.870e-13
373.180,1.032e+8,1.032e+8,5.952e-13,3.562e-9,1.870e-13
373.185,1.113e+8,1.113e+8,5.952e-13,3.562e-9,1.870e-13
373.190,1.157e+8,1.157e+8,5.953e-13,3.561e-9,1.870e-13
373.195,1.161e+8,1.161e+8,5.953e-13,3.561e-9,1.870e-13
373.200,1.124e+8,1.124e+8,5.953e-13,3.560e-9,1.870e-13
373.205,1.050e+8,1.050e+8,5.954e-13,3.560e-9,1.870e-13
373.210,9.463e+7,9.463e+7,5.954e-13,3.559e-9,1.870e-13
373.215,8.227e+7,8.227e+7,5.954e-13,3.558e-9,1.870e-13
373.220,6.900e+7,6.900e+7,5.954e-13,3.558e-9,1.870e-13
373.225,5.583e+7,5.583e+7,5.955e-13,3.557e-9,1.870e-13
373.230,4.358e+7,4.358e+7,5.955e-13,3.557e-9,1.870e-13
373.235,3.282e+7,3.282e+7,5.955e-13,3.556e-9,1.870e-13
373.240,2.384e+7,2.384e+7,5.956e-13,3.555e-9,1.870e-13
373.245,1.671e+7,1.671e+7,5.956e-13,3.555e-9,1.870e-13
373.250,1.130e+7,1.130e+7,5.956e-13,3.554e-9,1.870e-13
373.255,7.370e+6,7.370e+6,5.956e-13,3.554e-9,1.870e-13
373.260,4.638e+6,4.638e+6,5.957e-13,3.553e-9,1.870e-13
373.265,2.816e+6,2.816e+6,5.957e-13,3.552e-9,1.870e-13
373.270,1.649e+6,1.649e+6,5.957e-13,3.552e-9,1.870e-13
373.275,9.320e+5,9.320e+5,5.958e-13,3.551e-9,1.870e-13
373.280,5.081e+5,5.081e+5,5.958e-13,3.551e-9,1.870e-13
373.285,2.672e+5,2.672e+5,5.958e-13,3.550e-9,1.870e-13
373.290,1.356e+5,1.356e+5,5.958e-13,3.550e-9,1.870e-13
373.295,6.636e+4,6.636e+4,5.959e-13,3.549e-9,1.870e-13
373.300,3.133e+4,3.133e+4,5.959e-13,3.548e-9,1.870e-13
373.305,1.427e+4,1.427e+4,5.959e-13,3.548e-9,1.870e-13
373.310,6.274e+3,6.274e+3,5.960e-13,3.547e-9,1.870e-13
373.315,2.660e+3,2.660e+3,5.960e-13,3.547e-9,1.870e-13
373.320,1.088e+3,1.088e+3,5.960e-13,3.546e-9,1.869e-13
373.325,4.294e+2,4.294e+2,5.960e-13,3.545e-9,1.869e-13
373.330,1.635e+2,1.635e+2,5.961e-13,3.545e-9,1.869e-13
373.335,6.004e+1,6.004e+1,5.961e-13,3.544e-9,1.869e-13
373.340,2.127e+1,2.127e+1,5.961e-13,3.544e-9,1.869e-13
373.345,7.272e+0,7.272e+0,5.962e-13,3.543e-9,1.869e-13
373.350,2.398e+0,2.398e+0,5.962e-13,3.543e-9,1.869e-13
373.355,7.630e-1,7.630e-1,5.962e-13,3.542e-9,1.869e-13
373.360,2.342e-1,2.342e-1,5.962e-13,3.541e-9,1.869e-13
373.365,6.934e-2,6.934e-2,5.963e-13,3.541e-9,1.869e-13
373.370,1.981e-2,1.981e-2,5.963e-13,3.540e-9,1.869e-13
373.375,5.459e-3,5.459e-3,5.963e-13,3.540e-9,1.869e-13
373.380,1.451e-3,1.451e-3,5.964e-13,3.539e-9,1.869e-13
373.385,3.723e-4,3.723e-4,5.964e-13,3.538e-9,1.869e-13
373.390,9.212e-5,9.212e-5,5.964e-13,3.538e-9,1.869e-13
373.395,2.199e-5,2.199e-5,5.964e-13,3.537e-9,1.869e-13
373.400,5.065e-6,5.065e-6,5.965e-13,3.537e-9,1.869e-13
373.405,1.125e-6,1.125e-6,5.965e-13,3.536e-9,1.869e-13
373.410,2.412e-7,2.412e-7,5.965e-13,3.536e-9,1.869e-13
373.415,4.988e-8,4.988e-8,5.966e-13,3.535e-9,1.869e-13
373.420,9.952e-9,9.952e-9,5.966e-13,3.534e-9,1.869e-13
373.425,1.915e-9,1.915e-9,5.966e-13,3.534e-9,1.869e-13
373.430,3.556e-10,3.556e-10,5.966e-13,3.533e-9,1.869e-13
373.435,6.370e-11,6.370e-11,5.967e-13,3.533e-9,1.869e-13
374.418,1.235e-11,1.235e-11,6.023e-13,3.418e-9,1.868e-13
374.423,6.853e-11,6.853e-11,6.024e-13,3.417e-9,1.868e-13
374.428,3.668e-10,3.668e-10,6.024e-13,3.417e-9,1.868e-13
374.433,1.895e-9,1.895e-9,6.024e-13,3.416e-9,1.868e-13
374.438,9.447e-9,9.447e-9,6.024e-13,3.415e-9,1.868e-13
374.443,4.545e-8,4.545e-8,6.025e-13,3.415e-9,1.868e-13
374.448,2.110e-7,2.110e-7,6.025e-13,3.414e-9,1.868e-13
374.453,9.452e-7,9.452e-7,6.025e-13,3.414e-9,1.868e-13
374.458,4.086e-6,4.086e-6,6.026e-13,3.413e-9,1.868e-13
374.463,1.705e-5,1.705e-5,6.026e-13,3.412e-9,1.868e-13
374.468,6.863e-5,6.863e-5,6.026e-13,3.412e-9,1.868e-13
374.473,2.666e-4,2.666e-4,6.026e-13,3.411e-9,1.868e-13
374.478,9.996e-4,9.996e-4,6.027e-13,3.411e-9,1.868e-13
374.483,3.616e-3,3.616e-3,6.027e-13,3.410e-9,1.868e-13
374.488,1.263e-2,1.263e-2,6.027e-13,3.410e-9,1.868e-13
374.493,4.254e-2,4.254e-2,6.028e-13,3.409e-9,1.868e-13
374.498,1.383e-1,1.383e-1,6.028e-13,3.408e-9,1.868e-13
374.503,4.339e-1,4.339e-1,6.028e-13,3.408e-9,1.868e-13
374.508,1.314e+0,1.314e+0,6.028e-13,3.407e-9,1.868e-13
374.513,3.838e+0,3.838e+0,6.029e-13,3.407e-9,1.868e-13
374.518,1.082e+1,1.082e+1,6.029e-13,3.406e-9,1.868e-13
374.523,2.944e+1,2.944e+1,6.029e-13,3.405e-9,1.868e-13
374.528,7.730e+1,7.730e+1,6.030e-13,3.405e-9,1.868e-13
374.533,1.959e+2,1.959e+2,6.030e-13,3.404e-9,1.868e-13
374.538,4.789e+2,4.789e+2,6.030e-13,3.404e-9,1.868e-13
374.543,1.130e+3,1.130e+3,6.031e-13,3.403e-9,1.868e-13
374.548,2.573e+3,2.573e+3,6.031e-13,3.403e-9,1.868e-13
374.553,5.653e+3,5.653e+3,6.031e-13,3.402e-9,1.868e-13
374.558,1.199e+4,1.199e+4,6.031e-13,3.401e-9,1.868e-13
374.563,2.452e+4,2.452e+4,6.032e-13,3.401e-9,1.868e-13
374.568,4.843e+4,4.843e+4,6.032e-13,3.400e-9,1.868e-13
374.573,9.227e+4,9.227e+4,6.032e-13,3.400e-9,1.868e-13
374.578,1.697e+5,1.697e+5,6.033e-13,3.399e-9,1.868e-13
374.583,3.011e+5,3.011e+5,6.033e-13,3.398e-9,1.868e-13
374.588,5.155e+5,5.155e+5,6.033e-13,3.398e-9,1.868e-13
374.593,8.519e+5,8.519e+5,6.033e-13,3.397e-9,1.868e-13
374.598,1.358e+6,1.358e+6,6.034e-13,3.397e-9,1.868e-13
374.603,2.090e+6,2.090e+6,6.034e-13,3.396e-9,1.868e-13
374.608,3.104e+6,3.104e+6,6.034e-13,3.395e-9,1.868e-13
374.613,4.448e+6,4.448e+6,6.035e-13,3.395e-9,1.868e-13
374.618,6.151e+6,6.151e+6,6.035e-13,3.394e-9,1.868e-13
374.623,8.208e+6,8.208e+6,6.035e-13,3.394e-9,1.868e-13
374.628,1.057e+7,1.057e+7,6.035e-13,3.393e-9,1.868e-13
374.633,1.314e+7,1.314e+7,6.036e-13,3.393e-9,1.867e-13
374.638,1.575e+7,1.575e+7,6.036e-13,3.392e-9,1.867e-13
374.643,1.823e+7,1.823e+7,6.036e-13,3.391e-9,1.867e-13
374.648,2.036e+7,2.036e+7,6.037e-13,3.391e-9,1.867e-13
374.653,2.194e+7,2.194e+7,6.037e-13,3.390e-9,1.867e-13
374.658,2.281e+7,2.281e+7,6.037e-13,3.390e-9,1.867e-13
374.663,2.290e+7,2.290e+7,6.037e-13,3.389e-9,1.867e-13
374.668,2.217e+7,2.217e+7,6.038e-13,3.388e-9,1.867e-13
374.673,2.072e+7,2.072e+7,6.038e-13,3.388e-9,1.867e-13
374.678,1.869e+7,1.869e+7,6.038e-13,3.387e-9,1.867e-13
374.683,1.626e+7,1.626e+7,6.039e-13,3.387e-9,1.867e-13
374.688,1.366e+7,1.366e+7,6.039e-13,3.386e-9,1.867e-13
374.693,1.107e+7,1.107e+7,6.039e-13,3.386e-9,1.867e-13
374.698,8.658e+6,8.658e+6,6.039e-13,3.385e-9,1.867e-13
374.703,6.535e+6,6.535e+6,6.040e-13,3.384e-9,1.867e-13
374.708,4.759e+6,4.759e+6,6.040e-13,3.384e-9,1.867e-13
374.713,3.345e+6,3.345e+6,6.040e-13,3.383e-9,1.867e-13
374.718,2.269e+6,2.269e+6,6.041e-13,3.383e-9,1.867e-13
374.723,1.485e+6,1.485e+6,6.041e-13,3.382e-9,1.867e-13
374.728,9.379e+5,9.379e+5,6.041e-13,3.381e-9,1.867e-13
374.733,5.716e+5,5.716e+5,6.041e-13,3.381e-9,1.867e-13
374.738,3.362e+5,3.362e+5,6.042e-13,3.380e-9,1.867e-13
374.743,1.908e+5,1.908e+5,6.042e-13,3.380e-9,1.867e-13
374.748,1.045e+5,1.045e+5,6.042e-13,3.379e-9,1.867e-13
374.753,5.525e+4,5.525e+4,6.043e-13,3.379e-9,1.867e-13
374.758,2.818e+4,2.818e+4,6.043e-13,3.378e-9,1.867e-13
374.763,1.387e+4,1.387e+4,6.043e-13,3.377e-9,1.867e-13
374.768,6.588e+3,6.588e+3,6.043e-13,3.377e-9,1.867e-13
374.773,3.020e+3,3.020e+3,6.044e-13,3.376e-9,1.867e-13
374.778,1.336e+3,1.336e+3,6.044e-13,3.376e-9,1.867e-13
374.783,5.702e+2,5.702e+2,6.044e-13,3.375e-9,1.867e-13
374.788,2.349e+2,2.349e+2,6.045e-13,3.374e-9,1.867e-13
374.793,9.336e+1,9.336e+1,6.045e-13,3.374e-9,1.867e-13
374.798,3.581e+1,3.581e+1,6.045e-13,3.373e-9,1.867e-13
374.803,1.326e+1,1.326e+1,6.045e-13,3.373e-9,1.867e-13
374.808,4.736e+0,4.736e+0,6.046e-13,3.372e-9,1.867e-13
374.813,1.632e+0,1.632e+0,6.046e-13,3.372e-9,1.867e-13
374.818,5.430e-1,5.430e-1,6.046e-13,3.371e-9,1.867e-13
374.823,1.743e-1,1.743e-1,6.047e-13,3.370e-9,1.867e-13
374.828,5.400e-2,5.400e-2,6.047e-13,3.370e-9,1.867e-13
374.833,1.614e-2,1.614e-2,6.047e-13,3.369e-9,1.867e-13
374.838,4.657e-3,4.657e-3,6.047e-13,3.369e-9,1.867e-13
374.843,1.296e-3,1.296e-3,6.048e-13,3.368e-9,1.867e-13
374.848,3.483e-4,3.483e-4,6.048e-13,3.367e-9,1.867e-13
374.853,9.029e-5,9.029e-5,6.048e-13,3.367e-9,1.867e-13
374.858,2.259e-5,2.259e-5,6.049e-13,3.366e-9,1.867e-13
374.863,5.453e-6,5.453e-6,6.049e-13,3.366e-9,1.867e-13
374.868,1.270e-6,1.270e-6,6.049e-13,3.365e-9,1.867e-13
374.873,2.856e-7,2.856e-7,6.049e-13,3.365e-9,1.867e-13
374.878,6.196e-8,6.196e-8,6.050e-13,3.364e-9,1.867e-13
374.883,1.297e-8,1.297e-8,6.050e-13,3.363e-9,1.867e-13
374.888,2.621e-9,2.621e-9,6.050e-13,3.363e-9,1.867e-13
374.893,5.109e-10,5.109e-10,6.051e-13,3.362e-9,1.867e-13
374.898,9.612e-11,9.612e-11,6.051e-13,3.362e-9,1.867e-13
374.903,1.745e-11,1.745e-11,6.051e-13,3.361e-9,1.867e-13
375.417,2.788e-12,2.788e-12,6.081e-13,3.301e-9,1.866e-13
375.422,1.577e-11,1.577e-11,6.081e-13,3.300e-9,1.866e-13
375.427,8.606e-11,8.606e-11,6.081e-13,3.300e-9,1.866e-13
375.432,4.534e-10,4.534e-10,6.082e-13,3.299e-9,1.866e-13
375.437,2.305e-9,2.305e-9,6.082e-13,3.299e-9,1.866e-13
375.442,1.131e-8,1.131e-8,6.082e-13,3.298e-9,1.866e-13
375.447,5.359e-8,5.359e-8,6.082e-13,3.297e-9,1.866e-13
375.452,2.450e-7,2.450e-7,6.083e-13,3.297e-9,1.866e-13
375.457,1.081e-6,1.081e-6,6.083e-13,3.296e-9,1.866e-13
375.462,4.605e-6,4.605e-6,6.083e-13,3.296e-9,1.866e-13
375.467,1.893e-5,1.893e-5,6.084e-13,3.295e-9,1.866e-13
375.472,7.512e-5,7.512e-5,6.084e-13,3.294e-9,1.866e-13
375.477,2.877e-4,2.877e-4,6.084e-13,3.294e-9,1.866e-13
375.482,1.063e-3,1.063e-3,6.085e-13,3.293e-9,1.866e-13
375.487,3.794e-3,3.794e-3,6.085e-13,3.293e-9,1.866e-13
375.492,1.306e-2,1.306e-2,6.085e-13,3.292e-9,1.866e-13
375.497,4.342e-2,4.342e-2,6.085e-13,3.292e-9,1.866e-13
375.502,1.393e-1,1.393e-1,6.086e-13,3.291e-9,1.866e-13
375.507,4.313e-1,4.313e-1,6.086e-13,3.290e-9,1.866e-13
375.512,1.289e+0,1.289e+0,6.086e-13,3.290e-9,1.866e-13
375.517,3.718e+0,3.718e+0,6.087e-13,3.289e-9,1.866e-13
375.522,1.035e+1,1.035e+1,6.087e-13,3.289e-9,1.866e-13
375.527,2.782e+1,2.782e+1,6.087e-13,3.288e-9,1.866e-13
375.532,7.215e+1,7.215e+1,6.087e-13,3.287e-9,1.866e-13
375.537,1.806e+2,1.806e+2,6.088e-13,3.287e-9,1.866e-13
375.542,4.364e+2,4.364e+2,6.088e-13,3.286e-9,1.866e-13
375.547,1.018e+3,1.018e+3,6.088e-13,3.286e-9,1.866e-13
375.552,2.291e+3,2.291e+3,6.089e-13,3.285e-9,1.866e-13
375.557,4.977e+3,4.977e+3,6.089e-13,3.285e-9,1.866e-13
375.562,1.044e+4,1.044e+4,6.089e-13,3.284e-9,1.866e-13
375.567,2.112e+4,2.112e+4,6.089e-13,3.283e-9,1.866e-13
375.572,4.127e+4,4.127e+4,6.090e-13,3.283e-9,1.866e-13
375.577,7.781e+4,7.781e+4,6.090e-13,3.282e-9,1.866e-13
375.582,1.416e+5,1.416e+5,6.090e-13,3.282e-9,1.866e-13
375.587,2.487e+5,2.487e+5,6.091e-13,3.281e-9,1.866e-13
375.592,4.217e+5,4.217e+5,6.091e-13,3.280e-9,1.866e-13
375.597,6.900e+5,6.900e+5,6.091e-13,3.280e-9,1.866e-13
375.602,1.090e+6,1.090e+6,6.091e-13,3.279e-9,1.866e-13
375.607,1.661e+6,1.661e+6,6.092e-13,3.279e-9,1.866e-13
375.612,2.444e+6,2.444e+6,6.092e-13,3.278e-9,1.866e-13
375.617,3.471e+6,3.471e+6,6.092e-13,3.278e-9,1.866e-13
375.622,4.758e+6,4.758e+6,6.093e-13,3.277e-9,1.866e-13
375.627,6.295e+6,6.295e+6,6.093e-13,3.276e-9,1.866e-13
375.632,8.039e+6,8.039e+6,6.093e-13,3.276e-9,1.866e-13
375.637,9.908e+6,9.908e+6,6.093e-13,3.275e-9,1.866e-13
375.642,1.179e+7,1.179e+7,6.094e-13,3.275e-9,1.866e-13
375.647,1.353e+7,1.353e+7,6.094e-13,3.274e-9,1.866e-13
375.652,1.500e+7,1.500e+7,6.094e-13,3.273e-9,1.866e-13
375.657,1.604e+7,1.604e+7,6.095e-13,3.273e-9,1.866e-13
375.662,1.656e+7,1.656e+7,6.095e-13,3.272e-9,1.866e-13
375.667,1.650e+7,1.650e+7,6.095e-13,3.272e-9,1.866e-13
375.672,1.587e+7,1.587e+7,6.095e-13,3.271e-9,1.866e-13
375.677,1.473e+7,1.473e+7,6.096e-13,3.271e-9,1.866e-13
375.682,1.320e+7,1.320e+7,6.096e-13,3.270e-9,1.866e-13
375.687,1.142e+7,1.142e+7,6.096e-13,3.269e-9,1.866e-13
375.692,9.529e+6,9.529e+6,6.097e-13,3.269e-9,1.866e-13
375.697,7.677e+6,7.677e+6,6.097e-13,3.268e-9,1.866e-13
375.702,5.969e+6,5.969e+6,6.097e-13,3.268e-9,1.866e-13
375.707,4.480e+6,4.480e+6,6.097e-13,3.267e-9,1.866e-13
375.712,3.245e+6,3.245e+6,6.098e-13,3.266e-9,1.866e-13
375.717,2.269e+6,2.269e+6,6.098e-13,3.266e-9,1.866e-13
375.722,1.531e+6,1.531e+6,6.098e-13,3.265e-9,1.866e-13
375.727,9.974e+5,9.974e+5,6.099e-13,3.265e-9,1.866e-13
375.732,6.271e+5,6.271e+5,6.099e-13,3.264e-9,1.866e-13
375.737,3.805e+5,3.805e+5,6.099e-13,3.264e-9,1.866e-13
375.742,2.228e+5,2.228e+5,6.099e-13,3.263e-9,1.866e-13
375.747,1.260e+5,1.260e+5,6.100e-13,3.262e-9,1.866e-13
375.752,6.873e+4,6.873e+4,6.100e-13,3.262e-9,1.866e-13
375.757,3.620e+4,3.620e+4,6.100e-13,3.261e-9,1.866e-13
375.762,1.840e+4,1.840e+4,6.101e-13,3.261e-9,1.866e-13
375.767,9.026e+3,9.026e+3,6.101e-13,3.260e-9,1.866e-13
375.772,4.274e+3,4.274e+3,6.101e-13,3.259e-9,1.866e-13
375.777,1.953e+3,1.953e+3,6.101e-13,3.259e-9,1.866e-13
375.782,8.616e+2,8.616e+2,6.102e-13,3.258e-9,1.866e-13
375.787,3.669e+2,3.669e+2,6.102e-13,3.258e-9,1.866e-13
375.792,1.508e+2,1.508e+2,6.102e-13,3.257e-9,1.866e-13
375.797,5.980e+1,5.980e+1,6.103e-13,3.256e-9,1.866e-13
375.802,2.289e+1,2.289e+1,6.103e-13,3.256e-9,1.866e-13
375.807,8.459e+0,8.459e+0,6.103e-13,3.255e-9,1.866e-13
375.812,3.017e+0,3.017e+0,6.103e-13,3.255e-9,1.866e-13
375.817,1.038e+0,1.038e+0,6.104e-13,3.254e-9,1.866e-13
375.822,3.450e-1,3.450e-1,6.104e-13,3.254e-9,1.866e-13
375.827,1.106e-1,1.106e-1,6.104e-13,3.253e-9,1.866e-13
375.832,3.425e-2,3.425e-2,6.105e-13,3.252e-9,1.866e-13
375.837,1.023e-2,1.023e-2,6.105e-13,3.252e-9,1.866e-13
375.842,2.950e-3,2.950e-3,6.105e-13,3.251e-9,1.866e-13
375.847,8.211e-4,8.211e-4,6.106e-13,3.251e-9,1.866e-13
375.852,2.206e-4,2.206e-4,6.106e-13,3.250e-9,1.866e-13
375.857,5.718e-5,5.718e-5,6.106e-13,3.249e-9,1.866e-13
375.862,1.431e-5,1.431e-5,6.106e-13,3.249e-9,1.866e-13
375.867,3.456e-6,3.456e-6,6.107e-13,3.248e-9,1.866e-13
375.872,8.058e-7,8.058e-7,6.107e-13,3.248e-9,1.866e-13
375.877,1.813e-7,1.813e-7,6.107e-13,3.247e-9,1.866e-13
375.882,3.938e-8,3.938e-8,6.108e-13,3.247e-9,1.866e-13
375.887,8.254e-9,8.254e-9,6.108e-13,3.246e-9,1.866e-13
375.892,1.670e-9,1.670e-9,6.108e-13,3.245e-9,1.866e-13
375.897,3.261e-10,3.261e-10,6.108e-13,3.245e-9,1.866e-13
375.902,6.146e-11,6.146e-11,6.109e-13,3.244e-9,1.866e-13
376.526,1.136e-11,1.136e-11,6.145e-13,3.171e-9,1.865e-13
376.531,6.183e-11,6.183e-11,6.145e-13,3.171e-9,1.865e-13
376.536,3.248e-10,3.248e-10,6.145e-13,3.170e-9,1.865e-13
376.541,1.648e-9,1.648e-9,6.145e-13,3.170e-9,1.865e-13
376.546,8.068e-9,8.068e-9,6.146e-13,3.169e-9,1.865e-13
376.551,3.814e-8,3.814e-8,6.146e-13,3.168e-9,1.865e-13
376.556,1.740e-7,1.740e-7,6.146e-13,3.168e-9,1.865e-13
376.561,7.667e-7,7.667e-7,6.147e-13,3.167e-9,1.865e-13
376.566,3.261e-6,3.261e-6,6.147e-13,3.167e-9,1.865e-13
376.571,1.339e-5,1.339e-5,6.147e-13,3.166e-9,1.865e-13
376.576,5.307e-5,5.307e-5,6.147e-13,3.165e-9,1.865e-13
376.581,2.031e-4,2.031e-4,6.148e-13,3.165e-9,1.865e-13
376.586,7.502e-4,7.502e-4,6.148e-13,3.164e-9,1.865e-13
376.591,2.676e-3,2.676e-3,6.148e-13,3.164e-9,1.865e-13
376.596,9.212e-3,9.212e-3,6.149e-13,3.163e-9,1.865e-13
376.601,3.062e-2,3.062e-2,6.149e-13,3.162e-9,1.865e-13
376.606,9.824e-2,9.824e-2,6.149e-13,3.162e-9,1.864e-13
376.611,3.043e-1,3.043e-1,6.149e-13,3.161e-9,1.864e-13
376.616,9.100e-1,9.100e-1,6.150e-13,3.161e-9,1.864e-13
376.621,2.627e+0,2.627e+0,6.150e-13,3.160e-9,1.864e-13
376.626,7.322e+0,7.322e+0,6.150e-13,3.160e-9,1.864e-13
376.631,1.970e+1,1.970e+1,6.151e-13,3.159e-9,1.864e-13
376.636,5.117e+1,5.117e+1,6.151e-13,3.158e-9,1.864e-13
376.641,1.283e+2,1.283e+2,6.151e-13,3.158e-9,1.864e-13
376.646,3.106e+2,3.106e+2,6.151e-13,3.157e-9,1.864e-13
376.651,7.259e+2,7.259e+2,6.152e-13,3.157e-9,1.864e-13
376.656,1.638e+3,1.638e+3,6.152e-13,3.156e-9,1.864e-13
376.661,3.567e+3,3.567e+3,6.152e-13,3.155e-9,1.864e-13
376.666,7.501e+3,7.501e+3,6.153e-13,3.155e-9,1.864e-13
376.671,1.523e+4,1.523e+4,6.153e-13,3.154e-9,1.864e-13
376.676,2.984e+4,2.984e+4,6.153e-13,3.154e-9,1.864e-13
376.681,5.646e+4,5.646e+4,6.153e-13,3.153e-9,1.864e-13
376.686,1.031e+5,1.031e+5,6.154e-13,3.153e-9,1.864e-13
376.691,1.819e+5,1.819e+5,6.154e-13,3.152e-9,1.864e-13
376.696,3.096e+5,3.096e+5,6.154e-13,3.151e-9,1.864e-13
376.701,5.090e+5,5.090e+5,6.155e-13,3.151e-9,1.864e-13
376.706,8.079e+5,8.079e+5,6.155e-13,3.150e-9,1.864e-13
376.711,1.238e+6,1.238e+6,6.155e-13,3.150e-9,1.864e-13
376.716,1.833e+6,1.833e+6,6.155e-13,3.149e-9,1.864e-13
376.721,2.620e+6,2.620e+6,6.156e-13,3.148e-9,1.864e-13
376.726,3.618e+6,3.618e+6,6.156e-13,3.148e-9,1.864e-13
376.731,4.827e+6,4.827e+6,6.156e-13,3.147e-9,1.864e-13
376.735,5.932e+6,5.932e+6,6.157e-13,3.147e-9,1.864e-13
376.740,7.448e+6,7.448e+6,6.157e-13,3.146e-9,1.864e-13
376.745,9.046e+6,9.046e+6,6.157e-13,3.146e-9,1.864e-13
376.750,1.064e+7,1.064e+7,6.157e-13,3.145e-9,1.864e-13
376.755,1.213e+7,1.213e+7,6.158e-13,3.144e-9,1.864e-13
376.760,1.343e+7,1.343e+7,6.158e-13,3.144e-9,1.864e-13
376.765,1.446e+7,1.446e+7,6.158e-13,3.143e-9,1.864e-13
376.770,1.519e+7,1.519e+7,6.159e-13,3.143e-9,1.864e-13
376.775,1.560e+7,1.560e+7,6.159e-13,3.142e-9,1.864e-13
376.780,1.572e+7,1.572e+7,6.159e-13,3.142e-9,1.864e-13
376.785,1.561e+7,1.561e+7,6.159e-13,3.141e-9,1.864e-13
376.790,1.532e+7,1.532e+7,6.160e-13,3.140e-9,1.864e-13
376.795,1.491e+7,1.491e+7,6.160e-13,3.140e-9,1.864e-13
376.800,1.440e+7,1.440e+7,6.160e-13,3.139e-9,1.864e-13
376.805,1.382e+7,1.382e+7,6.161e-13,3.139e-9,1.864e-13
376.810,1.315e+7,1.315e+7,6.161e-13,3.138e-9,1.864e-13
376.815,1.237e+7,1.237e+7,6.161e-13,3.137e-9,1.864e-13
376.820,1.148e+7,1.148e+7,6.161e-13,3.137e-9,1.864e-13
376.825,1.046e+7,1.046e+7,6.162e-13,3.136e-9,1.864e-13
376.830,9.328e+6,9.328e+6,6.162e-13,3.136e-9,1.864e-13
376.835,8.117e+6,8.117e+6,6.162e-13,3.135e-9,1.864e-13
376.840,6.873e+6,6.873e+6,6.163e-13,3.135e-9,1.864e-13
376.845,5.652e+6,5.652e+6,6.163e-13,3.134e-9,1.864e-13
376.850,4.507e+6,4.507e+6,6.163e-13,3.133e-9,1.864e-13
376.855,3.481e+6,3.481e+6,6.163e-13,3.133e-9,1.864e-13
376.860,2.602e+6,2.602e+6,6.164e-13,3.132e-9,1.864e-13
376.865,1.880e+6,1.880e+6,6.164e-13,3.132e-9,1.864e-13
376.870,1.314e+6,1.314e+6,6.164e-13,3.131e-9,1.864e-13
376.875,8.867e+5,8.867e+5,6.165e-13,3.130e-9,1.864e-13
376.880,5.782e+5,5.782e+5,6.165e-13,3.130e-9,1.864e-13
376.885,3.641e+5,3.641e+5,6.165e-13,3.129e-9,1.864e-13
376.890,2.214e+5,2.214e+5,6.165e-13,3.129e-9,1.864e-13
376.895,1.300e+5,1.300e+5,6.166e-13,3.128e-9,1.864e-13
376.900,7.374e+4,7.374e+4,6.166e-13,3.128e-9,1.864e-13
376.905,4.037e+4,4.037e+4,6.166e-13,3.127e-9,1.864e-13
376.910,2.134e+4,2.134e+4,6.167e-13,3.126e-9,1.864e-13
376.915,1.089e+4,1.089e+4,6.167e-13,3.126e-9,1.864e-13
376.920,5.365e+3,5.365e+3,6.167e-13,3.125e-9,1.864e-13
376.925,2.552e+3,2.552e+3,6.168e-13,3.125e-9,1.864e-13
376.930,1.172e+3,1.172e+3,6.168e-13,3.124e-9,1.864e-13
376.935,5.195e+2,5.195e+2,6.168e-13,3.123e-9,1.864e-13
376.940,2.223e+2,2.223e+2,6.168e-13,3.123e-9,1.864e-13
376.945,9.186e+1,9.186e+1,6.169e-13,3.122e-9,1.864e-13
376.950,3.664e+1,3.664e+1,6.169e-13,3.122e-9,1.864e-13
376.955,1.411e+1,1.411e+1,6.169e-13,3.121e-9,1.864e-13
376.960,5.246e+0,5.246e+0,6.170e-13,3.121e-9,1.864e-13
376.965,1.885e+0,1.885e+0,6.170e-13,3.120e-9,1.864e-13
376.970,6.601e-1,6.601e-1,6.170e-13,3.119e-9,1.864e-13
376.975,2.442e-1,2.442e-1,6.170e-13,3.119e-9,1.864e-13
376.980,1.536e-1,1.536e-1,6.171e-13,3.118e-9,1.864e-13
376.985,2.790e-1,2.790e-1,6.171e-13,3.118e-9,1.864e-13
376.990,7.736e-1,7.736e-1,6.171e-13,3.117e-9,1.864e-13
376.995,2.212e+0,2.212e+0,6.172e-13,3.116e-9,1.864e-13
377.000,6.146e+0,6.146e+0,6.172e-13,3.116e-9,1.864e-13
377.005,1.650e+1,1.650e+1,6.172e-13,3.115e-9,1.864e-13
377.010,4.279e+1,4.279e+1,6.172e-13,3.115e-9,1.864e-13
377.015,1.071e+2,1.071e+2,6.173e-13,3.114e-9,1.864e-13
377.020,2.588e+2,2.588e+2,6.173e-13,3.114e-9,1.864e-13
377.025,6.038e+2,6.038e+2,6.173e-13,3.113e-9,1.864e-13
377.030,1.360e+3,1.360e+3,6.174e-13,3.112e-9,1.864e-13
377.035,2.957e+3,2.957e+3,6.174e-13,3.112e-9,1.864e-13
377.040,6.209e+3,6.209e+3,6.174e-13,3.111e-9,1.864e-13
377.045,1.259e+4,1.259e+4,6.174e-13,3.111e-9,1.864e-13
377.050,2.463e+4,2.463e+4,6.175e-13,3.110e-9,1.864e-13
377.055,4.654e+4,4.654e+4,6.175e-13,3.109e-9,1.864e-13
377.060,8.489e+4,8.489e+4,6.175e-13,3.109e-9,1.864e-13
