Wavelength (nm),Sum(calc),Cu I (8.1e-2),Cu II (8.6e-1),Sn I (2.1e-3),Sn II (3.8e-2),Pb I (8.7e-4),Pb II (1.9e-2)
485.329,8.273e+0,4.174e-9,8.273e+0,8.192e-10,9.839e-13,3.185e-10,
485.334,1.679e+1,4.175e-9,1.679e+1,8.191e-10,9.836e-13,3.184e-10,
485.339,3.344e+1,4.175e-9,3.344e+1,8.191e-10,9.834e-13,3.183e-10,
485.345,7.436e+1,4.176e-9,7.436e+1,8.190e-10,9.831e-13,3.182e-10,
485.350,1.414e+2,4.177e-9,1.414e+2,8.190e-10,9.829e-13,3.181e-10,
485.355,2.633e+2,4.178e-9,2.633e+2,8.189e-10,9.826e-13,3.180e-10,
485.360,4.798e+2,4.179e-9,4.798e+2,8.189e-10,9.824e-13,3.180e-10,
485.365,8.562e+2,4.180e-9,8.562e+2,8.188e-10,9.822e-13,3.179e-10,
485.370,1.496e+3,4.181e-9,1.496e+3,8.188e-10,9.819e-13,3.178e-10,
485.375,2.558e+3,4.181e-9,2.558e+3,8.188e-10,9.817e-13,3.177e-10,
485.380,4.284e+3,4.182e-9,4.284e+3,8.187e-10,9.815e-13,3.176e-10,
485.385,7.022e+3,4.183e-9,7.022e+3,8.187e-10,9.812e-13,3.176e-10,
485.390,1.127e+4,4.184e-9,1.127e+4,8.186e-10,9.810e-13,3.175e-10,
485.395,1.771e+4,4.185e-9,1.771e+4,8.186e-10,9.808e-13,3.174e-10,
485.400,2.724e+4,4.185e-9,2.724e+4,8.185e-10,9.805e-13,3.173e-10,
485.405,4.102e+4,4.186e-9,4.102e+4,8.185e-10,9.803e-13,3.172e-10,
485.410,6.047e+4,4.187e-9,6.047e+4,8.184e-10,9.801e-13,3.172e-10,
485.415,8.728e+4,4.188e-9,8.728e+4,8.184e-10,9.798e-13,3.171e-10,
485.420,1.233e+5,4.189e-9,1.233e+5,8.184e-10,9.796e-13,3.170e-10,
485.425,1.706e+5,4.189e-9,1.706e+5,8.183e-10,9.794e-13,3.169e-10,
485.430,2.311e+5,4.190e-9,2.311e+5,8.183e-10,9.791e-13,3.168e-10,
485.435,3.064e+5,4.191e-9,3.064e+5,8.182e-10,9.789e-13,3.168e-10,
485.440,3.978e+5,4.192e-9,3.978e+5,8.182e-10,9.786e-13,3.167e-10,
485.445,5.055e+5,4.193e-9,5.055e+5,8.181e-10,9.784e-13,3.166e-10,
485.450,6.289e+5,4.194e-9,6.289e+5,8.181e-10,9.782e-13,3.165e-10,
485.455,7.661e+5,4.194e-9,7.661e+5,8.180e-10,9.779e-13,3.164e-10,
485.460,9.136e+5,4.195e-9,9.136e+5,8.180e-10,9.777e-13,3.164e-10,
485.465,1.067e+6,4.196e-9,1.067e+6,8.179e-10,9.775e-13,3.163e-10,
485.470,1.219e+6,4.197e-9,1.219e+6,8.179e-10,9.772e-13,3.162e-10,
485.475,1.364e+6,4.198e-9,1.364e+6,8.179e-10,9.770e-13,3.161e-10,
485.480,1.494e+6,4.198e-9,1.494e+6,8.178e-10,9.768e-13,3.160e-10,
485.485,1.603e+6,4.199e-9,1.603e+6,8.178e-10,9.765e-13,3.160e-10,
485.490,1.683e+6,4.200e-9,1.683e+6,8.177e-10,9.763e-13,3.159e-10,
485.495,1.730e+6,4.201e-9,1.730e+6,8.177e-10,9.761e-13,3.158e-10,
485.500,1.741e+6,4.202e-9,1.741e+6,8.176e-10,9.758e-13,3.157e-10,
485.505,1.715e+6,4.202e-9,1.715e+6,8.176e-10,9.756e-13,3.156e-10,
485.510,1.655e+6,4.203e-9,1.655e+6,8.175e-10,9.754e-13,3.156e-10,
485.515,1.563e+6,4.204e-9,1.563e+6,8.175e-10,9.751e-13,3.155e-10,
485.520,1.445e+6,4.205e-9,1.445e+6,8.174e-10,9.749e-13,3.154e-10,
485.525,1.308e+6,4.206e-9,1.308e+6,8.174e-10,9.746e-13,3.153e-10,
485.530,1.159e+6,4.207e-9,1.159e+6,8.174e-10,9.744e-13,3.152e-10,
485.535,1.005e+6,4.207e-9,1.005e+6,8.173e-10,9.742e-13,3.152e-10,
485.540,8.536e+5,4.208e-9,8.536e+5,8.173e-10,9.739e-13,3.151e-10,
485.545,7.098e+5,4.209e-9,7.098e+5,8.172e-10,9.737e-13,3.150e-10,
485.550,5.778e+5,4.210e-9,5.778e+5,8.172e-10,9.735e-13,3.149e-10,
485.555,4.605e+5,4.211e-9,4.605e+5,8.171e-10,9.732e-13,3.148e-10,
485.560,3.593e+5,4.211e-9,3.593e+5,8.171e-10,9.730e-13,3.148e-10,
485.565,2.744e+5,4.212e-9,2.744e+5,8.170e-10,9.728e-13,3.147e-10,
485.570,2.052e+5,4.213e-9,2.052e+5,8.170e-10,9.725e-13,3.146e-10,
485.575,1.502e+5,4.214e-9,1.502e+5,8.170e-10,9.723e-13,3.145e-10,
485.580,1.077e+5,4.215e-9,1.077e+5,8.169e-10,9.721e-13,3.144e-10,
485.585,7.556e+4,4.215e-9,7.556e+4,8.169e-10,9.718e-13,3.144e-10,
485.590,5.191e+4,4.216e-9,5.191e+4,8.168e-10,9.716e-13,3.143e-10,
485.595,3.491e+4,4.217e-9,3.491e+4,8.168e-10,9.714e-13,3.142e-10,
485.600,2.299e+4,4.218e-9,2.299e+4,8.167e-10,9.711e-13,3.141e-10,
485.605,1.482e+4,4.219e-9,1.482e+4,8.167e-10,9.709e-13,3.140e-10,
485.610,9.351e+3,4.220e-9,9.351e+3,8.166e-10,9.707e-13,3.140e-10,
485.615,5.777e+3,4.220e-9,5.777e+3,8.166e-10,9.704e-13,3.139e-10,
485.620,3.495e+3,4.221e-9,3.495e+3,8.165e-10,9.702e-13,3.138e-10,
485.625,2.069e+3,4.222e-9,2.069e+3,8.165e-10,9.699e-13,3.137e-10,
485.630,1.200e+3,4.223e-9,1.200e+3,8.165e-10,9.697e-13,3.136e-10,
485.635,6.809e+2,4.224e-9,6.809e+2,8.164e-10,9.695e-13,3.136e-10,
485.640,3.784e+2,4.224e-9,3.784e+2,8.164e-10,9.692e-13,3.135e-10,
485.645,2.058e+2,4.225e-9,2.058e+2,8.163e-10,9.690e-13,3.134e-10,
485.651,9.640e+1,4.226e-9,9.640e+1,8.163e-10,9.687e-13,3.133e-10,
485.656,5.005e+1,4.227e-9,5.005e+1,8.162e-10,9.685e-13,3.132e-10,
485.661,2.544e+1,4.228e-9,2.544e+1,8.162e-10,9.683e-13,3.131e-10,
485.666,1.266e+1,4.229e-9,1.266e+1,8.161e-10,9.680e-13,3.131e-10,
485.671,6.168e+0,4.229e-9,6.168e+0,8.161e-10,9.678e-13,3.130e-10,
485.676,2.942e+0,4.230e-9,2.942e+0,8.160e-10,9.676e-13,3.129e-10,
485.681,1.374e+0,4.231e-9,1.374e+0,8.160e-10,9.673e-13,3.128e-10,
485.686,6.280e-1,4.232e-9,6.280e-1,8.160e-10,9.671e-13,3.127e-10,
485.691,2.811e-1,4.233e-9,2.811e-1,8.159e-10,9.668e-13,3.127e-10,
485.696,1.231e-1,4.234e-9,1.231e-1,8.159e-10,9.666e-13,3.126e-10,
485.701,5.283e-2,4.234e-9,5.283e-2,8.158e-10,9.664e-13,3.125e-10,
485.706,2.218e-2,4.235e-9,2.218e-2,8.158e-10,9.661e-13,3.124e-10,
485.711,9.121e-3,4.236e-9,9.121e-3,8.157e-10,9.659e-13,3.123e-10,
485.716,3.671e-3,4.237e-9,3.671e-3,8.157e-10,9.657e-13,3.123e-10,
485.721,1.447e-3,4.238e-9,1.447e-3,8.156e-10,9.654e-13,3.122e-10,
485.726,5.582e-4,4.238e-9,5.582e-4,8.156e-10,9.652e-13,3.121e-10,
485.731,2.108e-4,4.239e-9,2.108e-4,8.155e-10,9.650e-13,3.120e-10,
485.736,7.795e-5,4.240e-9,7.795e-5,8.155e-10,9.647e-13,3.119e-10,
485.741,2.822e-5,4.241e-9,2.822e-5,8.155e-10,9.645e-13,3.119e-10,
485.746,1.000e-5,4.242e-9,1.000e-5,8.154e-10,9.643e-13,3.118e-10,
485.751,3.470e-6,4.242e-9,3.470e-6,8.154e-10,9.640e-13,3.117e-10,
485.756,1.179e-6,4.243e-9,1.179e-6,8.153e-10,9.638e-13,3.116e-10,
485.761,3.920e-7,4.244e-9,3.920e-7,8.153e-10,9.636e-13,3.115e-10,
485.766,1.276e-7,4.245e-9,1.276e-7,8.152e-10,9.633e-13,3.115e-10,
485.771,4.068e-8,4.246e-9,4.068e-8,8.152e-10,9.631e-13,3.114e-10,
485.776,1.270e-8,4.247e-9,1.270e-8,8.151e-10,9.628e-13,3.113e-10,
485.781,3.879e-9,4.247e-9,3.879e-9,8.151e-10,9.626e-13,3.112e-10,
485.786,1.160e-9,4.248e-9,1.160e-9,8.150e-10,9.624e-13,3.111e-10,
485.791,3.397e-10,4.249e-9,3.397e-10,8.150e-10,9.621e-13,3.111e-10,
485.796,9.738e-11,4.250e-9,9.738e-11,8.150e-10,9.619e-13,3.110e-10,
489.839,3.846e-11,4.907e-9,3.846e-11,7.785e-10,7.718e-13,2.463e-10,
489.844,1.349e-10,4.908e-9,1.349e-10,7.784e-10,7.716e-13,2.462e-10,
489.849,4.634e-10,4.909e-9,4.634e-10,7.784e-10,7.713e-13,2.461e-10,
489.854,1.559e-9,4.910e-9,1.559e-9,7.784e-10,7.711e-13,2.460e-10,
489.859,5.139e-9,4.910e-9,5.139e-9,7.783e-10,7.709e-13,2.459e-10,
489.864,1.659e-8,4.911e-9,1.659e-8,7.783e-10,7.706e-13,2.459e-10,
489.869,5.243e-8,4.912e-9,5.243e-8,7.782e-10,7.704e-13,2.458e-10,
489.874,1.623e-7,4.913e-9,1.623e-7,7.782e-10,7.702e-13,2.457e-10,
489.879,4.922e-7,4.914e-9,4.922e-7,7.781e-10,7.699e-13,2.456e-10,
489.884,1.462e-6,4.914e-9,1.462e-6,7.781e-10,7.697e-13,2.455e-10,
489.889,4.252e-6,4.915e-9,4.252e-6,7.780e-10,7.695e-13,2.455e-10,
489.895,1.490e-5,4.916e-9,1.490e-5,7.780e-10,7.692e-13,2.454e-10,
489.900,4.139e-5,4.917e-9,4.139e-5,7.779e-10,7.689e-13,2.453e-10,
489.905,1.126e-4,4.918e-9,1.126e-4,7.779e-10,7.687e-13,2.452e-10,
489.910,3.002e-4,4.919e-9,3.002e-4,7.778e-10,7.685e-13,2.451e-10,
489.915,7.836e-4,4.919e-9,7.836e-4,7.778e-10,7.682e-13,2.450e-10,
489.920,2.003e-3,4.920e-9,2.003e-3,7.778e-10,7.680e-13,2.450e-10,
489.925,5.016e-3,4.921e-9,5.016e-3,7.777e-10,7.678e-13,2.449e-10,
489.930,1.230e-2,4.922e-9,1.230e-2,7.777e-10,7.675e-13,2.448e-10,
489.935,2.954e-2,4.923e-9,2.954e-2,7.776e-10,7.673e-13,2.447e-10,
489.940,6.949e-2,4.924e-9,6.949e-2,7.776e-10,7.671e-13,2.446e-10,
489.945,1.601e-1,4.924e-9,1.601e-1,7.775e-10,7.668e-13,2.446e-10,
489.950,3.612e-1,4.925e-9,3.612e-1,7.775e-10,7.666e-13,2.445e-10,
489.955,7.983e-1,4.926e-9,7.983e-1,7.774e-10,7.664e-13,2.444e-10,
489.960,1.728e+0,4.927e-9,1.728e+0,7.774e-10,7.661e-13,2.443e-10,
489.965,3.663e+0,4.928e-9,3.663e+0,7.774e-10,7.659e-13,2.442e-10,
489.970,7.605e+0,4.928e-9,7.605e+0,7.773e-10,7.657e-13,2.442e-10,
489.975,1.546e+1,4.929e-9,1.546e+1,7.773e-10,7.654e-13,2.441e-10,
489.980,3.079e+1,4.930e-9,3.079e+1,7.772e-10,7.652e-13,2.440e-10,
489.985,6.007e+1,4.931e-9,6.007e+1,7.772e-10,7.650e-13,2.439e-10,
489.990,1.147e+2,4.932e-9,1.147e+2,7.771e-10,7.647e-13,2.438e-10,
489.995,2.147e+2,4.932e-9,2.147e+2,7.771e-10,7.645e-13,2.438e-10,
490.000,3.934e+2,4.933e-9,3.934e+2,7.770e-10,7.642e-13,2.437e-10,
490.005,7.060e+2,4.934e-9,7.060e+2,7.770e-10,7.640e-13,2.436e-10,
490.010,1.241e+3,4.935e-9,1.241e+3,7.769e-10,7.638e-13,2.435e-10,
490.015,2.136e+3,4.936e-9,2.136e+3,7.769e-10,7.635e-13,2.434e-10,
490.020,3.602e+3,4.937e-9,3.602e+3,7.769e-10,7.633e-13,2.434e-10,
490.025,5.948e+3,4.937e-9,5.948e+3,7.768e-10,7.631e-13,2.433e-10,
490.030,9.620e+3,4.938e-9,9.620e+3,7.768e-10,7.628e-13,2.432e-10,
490.035,1.524e+4,4.939e-9,1.524e+4,7.767e-10,7.626e-13,2.431e-10,
490.040,2.364e+4,4.940e-9,2.364e+4,7.767e-10,7.624e-13,2.430e-10,
490.045,3.592e+4,4.941e-9,3.592e+4,7.766e-10,7.621e-13,2.430e-10,
490.050,5.345e+4,4.941e-9,5.345e+4,7.766e-10,7.619e-13,2.429e-10,
490.055,7.791e+4,4.942e-9,7.791e+4,7.765e-10,7.617e-13,2.428e-10,
490.060,1.112e+5,4.943e-9,1.112e+5,7.765e-10,7.614e-13,2.427e-10,
490.065,1.555e+5,4.944e-9,1.555e+5,7.765e-10,7.612e-13,2.426e-10,
490.070,2.129e+5,4.945e-9,2.129e+5,7.764e-10,7.610e-13,2.426e-10,
490.075,2.855e+5,4.945e-9,2.855e+5,7.764e-10,7.607e-13,2.425e-10,
490.080,3.750e+5,4.946e-9,3.750e+5,7.763e-10,7.605e-13,2.424e-10,
490.085,4.824e+5,4.947e-9,4.824e+5,7.763e-10,7.603e-13,2.423e-10,
490.090,6.077e+5,4.948e-9,6.077e+5,7.762e-10,7.600e-13,2.422e-10,
490.095,7.499e+5,4.949e-9,7.499e+5,7.762e-10,7.598e-13,2.422e-10,
490.100,9.062e+5,4.950e-9,9.062e+5,7.761e-10,7.595e-13,2.421e-10,
490.105,1.073e+6,4.950e-9,1.073e+6,7.761e-10,7.593e-13,2.420e-10,
490.110,1.243e+6,4.951e-9,1.243e+6,7.760e-10,7.591e-13,2.419e-10,
490.115,1.412e+6,4.952e-9,1.412e+6,7.760e-10,7.588e-13,2.418e-10,
490.120,1.570e+6,4.953e-9,1.570e+6,7.760e-10,7.586e-13,2.418e-10,
490.125,1.710e+6,4.954e-9,1.710e+6,7.759e-10,7.584e-13,2.417e-10,
490.130,1.824e+6,4.954e-9,1.824e+6,7.759e-10,7.581e-13,2.416e-10,
490.135,1.905e+6,4.955e-9,1.905e+6,7.758e-10,7.579e-13,2.415e-10,
490.140,1.949e+6,4.956e-9,1.949e+6,7.758e-10,7.577e-13,2.414e-10,
490.145,1.953e+6,4.957e-9,1.953e+6,7.757e-10,7.574e-13,2.414e-10,
490.150,1.917e+6,4.958e-9,1.917e+6,7.757e-10,7.572e-13,2.413e-10,
490.155,1.843e+6,4.959e-9,1.843e+6,7.756e-10,7.570e-13,2.412e-10,
490.160,1.735e+6,4.959e-9,1.735e+6,7.756e-10,7.567e-13,2.411e-10,
490.165,1.600e+6,4.960e-9,1.600e+6,7.755e-10,7.565e-13,2.410e-10,
490.170,1.444e+6,4.961e-9,1.444e+6,7.755e-10,7.563e-13,2.410e-10,
490.175,1.278e+6,4.962e-9,1.278e+6,7.755e-10,7.560e-13,2.409e-10,
490.180,1.107e+6,4.963e-9,1.107e+6,7.754e-10,7.558e-13,2.408e-10,
490.185,9.389e+5,4.963e-9,9.389e+5,7.754e-10,7.555e-13,2.407e-10,
490.190,7.801e+5,4.964e-9,7.801e+5,7.753e-10,7.553e-13,2.406e-10,
490.195,6.349e+5,4.965e-9,6.349e+5,7.753e-10,7.551e-13,2.406e-10,
490.201,4.824e+5,4.966e-9,4.824e+5,7.752e-10,7.548e-13,2.405e-10,
490.206,3.750e+5,4.967e-9,3.750e+5,7.752e-10,7.546e-13,2.404e-10,
490.211,2.855e+5,4.968e-9,2.855e+5,7.751e-10,7.543e-13,2.403e-10,
490.216,2.129e+5,4.968e-9,2.129e+5,7.751e-10,7.541e-13,2.402e-10,
490.221,1.555e+5,4.969e-9,1.555e+5,7.750e-10,7.539e-13,2.401e-10,
490.226,1.112e+5,4.970e-9,1.112e+5,7.750e-10,7.536e-13,2.401e-10,
490.231,7.791e+4,4.971e-9,7.791e+4,7.750e-10,7.534e-13,2.400e-10,
490.236,5.345e+4,4.972e-9,5.345e+4,7.749e-10,7.532e-13,2.399e-10,
490.241,3.592e+4,4.972e-9,3.592e+4,7.749e-10,7.529e-13,2.398e-10,
490.246,2.364e+4,4.973e-9,2.364e+4,7.748e-10,7.527e-13,2.397e-10,
490.251,1.524e+4,4.974e-9,1.524e+4,7.748e-10,7.524e-13,2.397e-10,
490.256,9.620e+3,4.975e-9,9.620e+3,7.747e-10,7.522e-13,2.396e-10,
490.261,5.948e+3,4.976e-9,5.948e+3,7.747e-10,7.520e-13,2.395e-10,
490.266,3.602e+3,4.977e-9,3.602e+3,7.746e-10,7.517e-13,2.394e-10,
490.271,2.136e+3,4.977e-9,2.136e+3,7.746e-10,7.515e-13,2.393e-10,
490.276,1.241e+3,4.978e-9,1.241e+3,7.745e-10,7.513e-13,2.393e-10,
490.281,7.060e+2,4.979e-9,7.060e+2,7.745e-10,7.510e-13,2.392e-10,
490.286,3.934e+2,4.980e-9,3.934e+2,7.745e-10,7.508e-13,2.391e-10,
490.291,2.147e+2,4.981e-9,2.147e+2,7.744e-10,7.506e-13,2.390e-10,
490.296,1.147e+2,4.981e-9,1.147e+2,7.744e-10,7.503e-13,2.389e-10,
490.301,6.007e+1,4.982e-9,6.007e+1,7.743e-10,7.501e-13,2.389e-10,
490.306,3.079e+1,4.983e-9,3.079e+1,7.743e-10,7.499e-13,2.388e-10,
490.311,1.546e+1,4.984e-9,1.546e+1,7.742e-10,7.496e-13,2.387e-10,
490.316,7.605e+0,4.985e-9,7.605e+0,7.742e-10,7.494e-13,2.386e-10,
490.321,3.663e+0,4.985e-9,3.663e+0,7.741e-10,7.492e-13,2.385e-10,
490.326,1.728e+0,4.986e-9,1.728e+0,7.741e-10,7.489e-13,2.385e-10,
490.331,7.983e-1,4.987e-9,7.983e-1,7.741e-10,7.487e-13,2.384e-10,
490.336,3.612e-1,4.988e-9,3.612e-1,7.740e-10,7.485e-13,2.383e-10,
490.341,1.601e-1,4.989e-9,1.601e-1,7.740e-10,7.482e-13,2.382e-10,
490.346,6.949e-2,4.990e-9,6.949e-2,7.739e-10,7.480e-13,2.381e-10,
490.351,2.954e-2,4.990e-9,2.954e-2,7.739e-10,7.477e-13,2.381e-10,
490.356,1.230e-2,4.991e-9,1.230e-2,7.738e-10,7.475e-13,2.380e-10,
490.361,5.016e-3,4.992e-9,5.016e-3,7.738e-10,7.473e-13,2.379e-10,
490.366,2.003e-3,4.993e-9,2.003e-3,7.737e-10,7.470e-13,2.378e-10,
490.371,7.836e-4,4.994e-9,7.836e-4,7.737e-10,7.468e-13,2.377e-10,
490.376,3.002e-4,4.994e-9,3.002e-4,7.736e-10,7.466e-13,2.377e-10,
490.381,1.126e-4,4.995e-9,1.126e-4,7.736e-10,7.463e-13,2.376e-10,
490.386,4.145e-5,4.996e-9,4.145e-5,7.736e-10,7.461e-13,2.375e-10,
490.391,1.507e-5,4.997e-9,1.507e-5,7.735e-10,7.459e-13,2.374e-10,
490.396,5.761e-6,4.998e-9,5.761e-6,7.735e-10,7.456e-13,2.373e-10,
490.401,3.306e-6,4.999e-9,3.306e-6,7.734e-10,7.454e-13,2.373e-10,
490.406,4.893e-6,4.999e-9,4.893e-6,7.734e-10,7.452e-13,2.372e-10,
490.411,1.222e-5,5.000e-9,1.222e-5,7.733e-10,7.449e-13,2.371e-10,
490.416,3.311e-5,5.001e-9,3.311e-5,7.733e-10,7.447e-13,2.370e-10,
490.421,8.900e-5,5.002e-9,8.900e-5,7.732e-10,7.445e-13,2.369e-10,
490.426,2.347e-4,5.003e-9,2.347e-4,7.732e-10,7.442e-13,2.369e-10,
490.431,6.064e-4,5.003e-9,6.064e-4,7.731e-10,7.440e-13,2.368e-10,
490.436,1.534e-3,5.004e-9,1.534e-3,7.731e-10,7.437e-13,2.367e-10,
490.441,3.803e-3,5.005e-9,3.803e-3,7.731e-10,7.435e-13,2.366e-10,
490.446,9.231e-3,5.006e-9,9.231e-3,7.730e-10,7.433e-13,2.365e-10,
490.451,2.195e-2,5.007e-9,2.195e-2,7.730e-10,7.430e-13,2.365e-10,
490.456,5.110e-2,5.007e-9,5.110e-2,7.729e-10,7.428e-13,2.364e-10,
490.461,1.166e-1,5.008e-9,1.166e-1,7.729e-10,7.426e-13,2.363e-10,
490.466,2.604e-1,5.009e-9,2.604e-1,7.728e-10,7.423e-13,2.362e-10,
490.471,5.697e-1,5.010e-9,5.697e-1,7.728e-10,7.421e-13,2.361e-10,
490.476,1.221e+0,5.011e-9,1.221e+0,7.727e-10,7.419e-13,2.361e-10,
490.481,2.563e+0,5.012e-9,2.563e+0,7.727e-10,7.416e-13,2.360e-10,
490.486,5.269e+0,5.012e-9,5.269e+0,7.727e-10,7.414e-13,2.359e-10,
490.491,1.061e+1,5.013e-9,1.061e+1,7.726e-10,7.412e-13,2.358e-10,
490.496,2.092e+1,5.014e-9,2.092e+1,7.726e-10,7.409e-13,2.357e-10,
490.502,4.599e+1,5.015e-9,4.599e+1,7.725e-10,7.406e-13,2.357e-10,
490.507,8.665e+1,5.016e-9,8.665e+1,7.725e-10,7.404e-13,2.356e-10,
490.512,1.599e+2,5.017e-9,1.599e+2,7.724e-10,7.402e-13,2.355e-10,
490.517,2.890e+2,5.017e-9,2.890e+2,7.724e-10,7.399e-13,2.354e-10,
490.522,5.116e+2,5.018e-9,5.116e+2,7.723e-10,7.397e-13,2.353e-10,
490.527,8.871e+2,5.019e-9,8.871e+2,7.723e-10,7.395e-13,2.353e-10,
490.532,1.507e+3,5.020e-9,1.507e+3,7.722e-10,7.392e-13,2.352e-10,
490.537,2.506e+3,5.021e-9,2.506e+3,7.722e-10,7.390e-13,2.351e-10,
490.542,4.082e+3,5.021e-9,4.082e+3,7.721e-10,7.388e-13,2.350e-10,
490.547,6.514e+3,5.022e-9,6.514e+3,7.721e-10,7.385e-13,2.349e-10,
490.552,1.018e+4,5.023e-9,1.018e+4,7.721e-10,7.383e-13,2.349e-10,
490.557,1.558e+4,5.024e-9,1.558e+4,7.720e-10,7.381e-13,2.348e-10,
490.562,2.337e+4,5.025e-9,2.337e+4,7.720e-10,7.378e-13,2.347e-10,
490.567,3.431e+4,5.025e-9,3.431e+4,7.719e-10,7.376e-13,2.346e-10,
490.572,4.935e+4,5.026e-9,4.935e+4,7.719e-10,7.374e-13,2.345e-10,
490.577,6.952e+4,5.027e-9,6.952e+4,7.718e-10,7.371e-13,2.345e-10,
490.582,9.593e+4,5.028e-9,9.593e+4,7.718e-10,7.369e-13,2.344e-10,
490.587,1.296e+5,5.029e-9,1.296e+5,7.717e-10,7.366e-13,2.343e-10,
490.592,1.716e+5,5.030e-9,1.716e+5,7.717e-10,7.364e-13,2.342e-10,
490.597,2.225e+5,5.030e-9,2.225e+5,7.717e-10,7.362e-13,2.341e-10,
490.602,2.825e+5,5.031e-9,2.825e+5,7.716e-10,7.359e-13,2.340e-10,
490.607,3.513e+5,5.032e-9,3.513e+5,7.716e-10,7.357e-13,2.340e-10,
490.612,4.279e+5,5.033e-9,4.279e+5,7.715e-10,7.355e-13,2.339e-10,
490.617,5.106e+5,5.034e-9,5.106e+5,7.715e-10,7.352e-13,2.338e-10,
490.622,5.966e+5,5.034e-9,5.966e+5,7.714e-10,7.350e-13,2.337e-10,
490.627,6.828e+5,5.035e-9,6.828e+5,7.714e-10,7.348e-13,2.336e-10,
490.632,7.655e+5,5.036e-9,7.655e+5,7.713e-10,7.345e-13,2.336e-10,
490.637,8.405e+5,5.037e-9,8.405e+5,7.713e-10,7.343e-13,2.335e-10,
490.642,9.038e+5,5.038e-9,9.038e+5,7.712e-10,7.341e-13,2.334e-10,
490.647,9.520e+5,5.038e-9,9.520e+5,7.712e-10,7.338e-13,2.333e-10,
490.652,9.821e+5,5.039e-9,9.821e+5,7.712e-10,7.336e-13,2.332e-10,
490.657,9.924e+5,5.040e-9,9.924e+5,7.711e-10,7.334e-13,2.332e-10,
490.662,9.821e+5,5.041e-9,9.821e+5,7.711e-10,7.331e-13,2.331e-10,
490.667,9.520e+5,5.042e-9,9.520e+5,7.710e-10,7.329e-13,2.330e-10,
490.672,9.038e+5,5.043e-9,9.038e+5,7.710e-10,7.327e-13,2.329e-10,
490.677,8.405e+5,5.043e-9,8.405e+5,7.709e-10,7.324e-13,2.328e-10,
490.682,7.655e+5,5.044e-9,7.655e+5,7.709e-10,7.322e-13,2.328e-10,
490.687,6.828e+5,5.045e-9,6.828e+5,7.708e-10,7.319e-13,2.327e-10,
490.692,5.966e+5,5.046e-9,5.966e+5,7.708e-10,7.317e-13,2.326e-10,
490.697,5.106e+5,5.047e-9,5.106e+5,7.707e-10,7.315e-13,2.325e-10,
490.702,4.279e+5,5.047e-9,4.279e+5,7.707e-10,7.312e-13,2.324e-10,
490.707,3.513e+5,5.048e-9,3.513e+5,7.707e-10,7.310e-13,2.324e-10,
490.712,2.825e+5,5.049e-9,2.825e+5,7.706e-10,7.308e-13,2.323e-10,
490.717,2.225e+5,5.050e-9,2.225e+5,7.706e-10,7.305e-13,2.322e-10,
490.722,1.716e+5,5.051e-9,1.716e+5,7.705e-10,7.303e-13,2.321e-10,
490.727,1.296e+5,5.052e-9,1.296e+5,7.705e-10,7.301e-13,2.320e-10,
490.732,9.593e+4,5.052e-9,9.593e+4,7.704e-10,7.298e-13,2.320e-10,
490.737,6.952e+4,5.053e-9,6.952e+4,7.704e-10,7.296e-13,2.319e-10,
490.742,4.935e+4,5.054e-9,4.935e+4,7.703e-10,7.294e-13,2.318e-10,
490.747,3.431e+4,5.055e-9,3.431e+4,7.703e-10,7.291e-13,2.317e-10,
490.752,2.337e+4,5.056e-9,2.337e+4,7.703e-10,7.289e-13,2.316e-10,
490.757,1.559e+4,5.056e-9,1.559e+4,7.702e-10,7.287e-13,2.316e-10,
490.762,1.018e+4,5.057e-9,1.018e+4,7.702e-10,7.284e-13,2.315e-10,
490.767,6.515e+3,5.058e-9,6.515e+3,7.701e-10,7.282e-13,2.314e-10,
490.772,4.083e+3,5.059e-9,4.083e+3,7.701e-10,7.280e-13,2.313e-10,
490.777,2.507e+3,5.060e-9,2.507e+3,7.700e-10,7.277e-13,2.312e-10,
490.782,1.510e+3,5.060e-9,1.510e+3,7.700e-10,7.275e-13,2.312e-10,
490.787,8.941e+2,5.061e-9,8.941e+2,7.699e-10,7.272e-13,2.311e-10,
490.792,5.267e+2,5.062e-9,5.267e+2,7.699e-10,7.270e-13,2.310e-10,
490.797,3.207e+2,5.063e-9,3.207e+2,7.698e-10,7.268e-13,2.309e-10,
490.802,2.250e+2,5.064e-9,2.250e+2,7.698e-10,7.265e-13,2.308e-10,
490.808,2.267e+2,5.065e-9,2.267e+2,7.697e-10,7.263e-13,2.308e-10,
490.813,3.352e+2,5.065e-9,3.352e+2,7.697e-10,7.260e-13,2.307e-10,
490.818,5.875e+2,5.066e-9,5.875e+2,7.697e-10,7.258e-13,2.306e-10,
490.823,1.077e+3,5.067e-9,1.077e+3,7.696e-10,7.256e-13,2.305e-10,
490.828,1.972e+3,5.068e-9,1.972e+3,7.696e-10,7.253e-13,2.304e-10,
490.833,3.555e+3,5.069e-9,3.555e+3,7.695e-10,7.251e-13,2.304e-10,
490.838,6.285e+3,5.070e-9,6.285e+3,7.695e-10,7.248e-13,2.303e-10,
490.843,1.089e+4,5.070e-9,1.089e+4,7.694e-10,7.246e-13,2.302e-10,
