Wavelength (nm),Sum(calc),Fe I (3.1e-1),Fe II (6.9e-1),Fe III (1.6e-4),Fe IV (1.1e-14),Fe V (3.3e-34)
207.64,1.096e+1,,1.229e-5,1.096e+1,,
207.66,9.843e+0,,2.668e-4,9.843e+0,,
207.67,9.646e+0,,1.168e-3,9.644e+0,,
207.69,1.581e+1,,1.977e-2,1.579e+1,,
207.71,5.900e+1,,2.832e-1,5.871e+1,,
207.72,1.236e+2,,1.007e+0,1.226e+2,,
207.74,5.088e+2,,1.124e+1,4.976e+2,,
207.76,1.839e+3,,1.062e+2,1.733e+3,,
207.77,3.347e+3,,3.069e+2,3.040e+3,,
207.79,1.052e+4,,2.260e+3,8.259e+3,,
207.80,1.855e+4,,5.761e+3,1.279e+4,,
207.82,6.012e+4,,3.305e+4,2.706e+4,,
207.84,2.091e+5,,1.606e+5,4.848e+4,,
207.85,3.935e+5,,3.325e+5,6.097e+4,,
207.87,1.344e+6,,1.259e+6,8.507e+4,,
207.89,4.134e+6,,4.033e+6,1.005e+5,,
207.90,6.886e+6,,6.784e+6,1.026e+5,,
207.92,1.703e+7,,1.694e+7,9.441e+4,,
207.94,3.589e+7,,3.581e+7,7.354e+4,,
207.95,4.899e+7,,4.893e+7,6.097e+4,,
207.97,8.063e+7,,8.060e+7,3.700e+4,,
207.98,9.721e+7,,9.719e+7,2.708e+4,,
208.00,1.248e+8,,1.247e+8,1.280e+4,,
208.02,1.356e+8,,1.356e+8,5.129e+3,,
208.03,1.328e+8,,1.328e+8,3.052e+3,,
208.05,1.124e+8,,1.124e+8,9.569e+2,,
208.07,8.060e+7,,8.060e+7,2.567e+2,,
208.08,6.412e+7,,6.412e+7,1.260e+2,,
208.10,3.581e+7,,3.581e+7,2.795e+1,,
208.11,2.515e+7,,2.515e+7,1.296e+1,,
208.13,1.095e+7,,1.095e+7,3.454e+0,,
208.15,4.033e+6,,4.033e+6,2.538e+0,,
208.16,2.300e+6,,2.300e+6,3.105e+0,,
208.18,6.605e+5,,6.605e+5,5.321e+0,,
208.20,1.606e+5,,1.606e+5,8.696e+0,,
208.21,7.439e+4,,7.438e+4,1.086e+1,,
208.23,1.411e+4,,1.409e+4,1.682e+1,,
208.25,2.287e+3,,2.260e+3,2.748e+1,,
208.26,8.865e+2,,8.502e+2,3.630e+1,,
208.28,1.733e+2,,1.062e+2,6.704e+1,,
208.29,1.282e+2,,3.529e+1,9.296e+1,,
208.31,1.861e+2,,3.522e+0,1.826e+2,,
208.33,3.613e+2,,1.091e+0,3.602e+2,,
208.34,5.033e+2,,2.397e+0,5.009e+2,,
208.36,9.391e+2,,1.691e+1,9.222e+2,,
208.38,1.642e+3,,1.044e+2,1.537e+3,,
208.39,2.137e+3,,2.437e+2,1.894e+3,,
208.41,3.755e+3,,1.174e+3,2.581e+3,,
208.43,7.812e+3,,4.791e+3,3.021e+3,,
208.44,1.218e+4,,9.098e+3,3.079e+3,,
208.46,3.182e+4,,2.898e+4,2.835e+3,,
208.47,5.118e+4,,4.862e+4,2.560e+3,,
208.49,1.228e+5,,1.210e+5,1.847e+3,,
208.51,2.572e+5,,2.560e+5,1.135e+3,,
208.52,3.523e+5,,3.515e+5,8.400e+2,,
208.54,5.992e+5,,5.988e+5,4.161e+2,,
208.56,9.457e+5,,9.455e+5,1.936e+2,,
208.57,1.207e+6,,1.207e+6,1.385e+2,,
208.59,2.289e+6,,2.289e+6,1.054e+2,,
208.61,5.484e+6,,5.484e+6,1.515e+2,,
208.62,8.835e+6,,8.835e+6,2.026e+2,,
208.64,2.224e+7,,2.224e+7,3.622e+2,,
208.65,3.389e+7,,3.389e+7,4.677e+2,,
208.67,7.058e+7,,7.058e+7,7.047e+2,,
208.69,1.255e+8,,1.255e+8,9.189e+2,,
208.70,1.575e+8,,1.575e+8,9.942e+2,,
208.72,2.190e+8,,2.190e+8,1.053e+3,,
208.74,2.584e+8,,2.584e+8,9.918e+2,,
208.75,2.637e+8,,2.637e+8,9.301e+2,,
208.77,2.428e+8,,2.428e+8,7.815e+2,,
208.79,1.895e+8,,1.895e+8,6.368e+2,,
208.80,1.574e+8,,1.574e+8,5.730e+2,,
208.82,9.587e+7,,9.587e+7,4.636e+2,,
208.83,7.033e+7,,7.033e+7,4.167e+2,,
208.85,3.344e+7,,3.344e+7,3.374e+2,,
208.87,1.348e+7,,1.348e+7,2.871e+2,,
208.88,8.042e+6,,8.042e+6,2.827e+2,,
208.90,2.530e+6,,2.530e+6,3.555e+2,,
208.92,6.752e+5,,6.746e+5,6.178e+2,,
208.93,3.283e+5,,3.274e+5,8.525e+2,,
208.95,6.972e+4,,6.815e+4,1.565e+3,,
208.97,1.459e+4,,1.204e+4,2.544e+3,,
208.98,7.862e+3,,4.797e+3,3.065e+3,,
209.00,4.887e+3,,9.329e+2,3.954e+3,,
209.01,5.082e+3,,8.514e+2,4.230e+3,,
209.03,7.074e+3,,2.773e+3,4.301e+3,,
209.05,1.406e+4,,1.030e+4,3.757e+3,,
209.06,2.210e+4,,1.877e+4,3.331e+3,,
209.08,5.764e+4,,5.524e+4,2.396e+3,,
209.10,1.404e+5,,1.388e+5,1.593e+3,,
209.11,2.090e+5,,2.077e+5,1.285e+3,,
209.13,4.161e+5,,4.152e+5,8.504e+2,,
209.15,7.205e+5,,7.199e+5,5.800e+2,,
209.16,9.031e+5,,9.027e+5,4.789e+2,,
209.18,1.308e+6,,1.308e+6,3.156e+2,,
209.19,1.527e+6,,1.527e+6,2.499e+2,,
209.21,2.051e+6,,2.051e+6,1.522e+2,,
209.23,2.926e+6,,2.926e+6,1.007e+2,,
209.24,3.664e+6,,3.664e+6,9.015e+1,,
209.26,6.251e+6,,6.251e+6,8.941e+1,,
209.28,1.100e+7,,1.100e+7,9.955e+1,,
209.29,1.431e+7,,1.431e+7,1.032e+2,,
209.31,2.233e+7,,2.233e+7,1.013e+2,,
209.33,3.039e+7,,3.039e+7,8.549e+1,,
209.34,3.351e+7,,3.351e+7,7.398e+1,,
209.36,3.618e+7,,3.618e+7,4.902e+1,,
209.37,3.539e+7,,3.539e+7,3.753e+1,,
209.39,2.998e+7,,2.998e+7,1.947e+1,,
209.41,2.157e+7,,2.157e+7,8.660e+0,,
209.42,1.721e+7,,1.721e+7,5.544e+0,,
209.44,9.683e+6,,9.683e+6,2.535e+0,,
209.46,4.623e+6,,4.623e+6,2.533e+0,,
209.47,3.004e+6,,3.004e+6,3.481e+0,,
209.49,1.121e+6,,1.121e+6,7.663e+0,,
209.51,3.550e+5,,3.550e+5,1.632e+1,,
209.52,1.879e+5,,1.879e+5,2.314e+1,,
209.54,4.654e+4,,4.650e+4,4.406e+1,,
209.55,2.181e+4,,2.175e+4,5.927e+1,,
209.57,4.311e+3,,4.209e+3,1.026e+2,,
209.59,8.624e+2,,6.909e+2,1.715e+2,,
209.60,4.854e+2,,2.632e+2,2.222e+2,,
209.62,4.224e+2,,3.378e+1,3.886e+2,,
209.64,7.338e+2,,3.677e+0,7.301e+2,,
209.65,1.017e+3,,1.141e+0,1.015e+3,,
209.67,1.925e+3,,9.711e-2,1.925e+3,,
209.69,3.358e+3,,7.183e-3,3.358e+3,,
209.70,4.239e+3,,2.418e-3,4.239e+3,,
209.72,6.079e+3,,8.223e-3,6.079e+3,,
209.73,6.887e+3,,2.710e-2,6.887e+3,,
209.75,7.880e+3,,2.661e-1,7.880e+3,,
209.77,7.723e+3,,2.222e+0,7.720e+3,,
209.78,7.213e+3,,6.039e+0,7.207e+3,,
209.80,5.626e+3,,3.947e+1,5.586e+3,,
209.82,3.924e+3,,2.191e+2,3.705e+3,,2.487e-52
209.83,3.332e+3,,4.857e+2,2.846e+3,,1.585e-51
209.85,3.609e+3,,2.112e+3,1.497e+3,,5.700e-50
209.87,8.482e+3,,7.804e+3,6.778e+2,,1.742e-48
209.88,1.455e+4,,1.412e+4,4.329e+2,,9.057e-48
209.90,4.109e+4,,4.093e+4,1.620e+2,,2.168e-46
209.91,6.574e+4,,6.564e+4,9.662e+1,,9.977e-46
209.93,1.501e+5,,1.501e+5,3.549e+1,,1.870e-44
209.95,2.947e+5,,2.947e+5,1.590e+1,,2.980e-43
209.96,3.915e+5,,3.915e+5,1.178e+1,,1.119e-42
209.98,6.277e+5,,6.277e+5,7.294e+0,,1.396e-41
210.00,9.077e+5,,9.077e+5,4.579e+0,,1.480e-40
210.01,1.062e+6,,1.062e+6,3.519e+0,,4.535e-40
210.03,1.412e+6,,1.412e+6,1.895e+0,,3.766e-39
210.05,1.832e+6,,1.832e+6,8.860e-1,,2.658e-38
210.06,2.064e+6,,2.064e+6,5.724e-1,,6.642e-38
210.08,2.513e+6,,2.513e+6,2.126e-1,,3.672e-37
210.09,2.688e+6,,2.688e+6,1.221e-1,,8.121e-37
210.11,2.835e+6,,2.835e+6,3.571e-2,,3.516e-36
210.13,2.641e+6,,2.641e+6,8.886e-3,,1.294e-35
210.14,2.434e+6,,2.434e+6,4.171e-3,,2.335e-35
210.16,1.928e+6,,1.928e+6,8.137e-4,,6.728e-35
210.18,1.518e+6,,1.518e+6,1.349e-4,,1.648e-34
210.19,1.415e+6,,1.415e+6,5.176e-5,,2.425e-34
210.21,1.458e+6,,1.458e+6,7.974e-6,,4.652e-34
210.23,1.751e+6,,1.751e+6,1.311e-5,,7.583e-34
210.24,1.927e+6,,1.927e+6,3.652e-5,,9.107e-34
210.26,2.183e+6,,2.183e+6,2.766e-4,,1.163e-33
210.27,2.216e+6,,2.216e+6,7.185e-4,,1.236e-33
210.29,2.056e+6,,2.056e+6,4.292e-3,,1.236e-33
210.31,1.680e+6,,1.680e+6,2.179e-2,,1.050e-33
210.32,1.472e+6,,1.472e+6,4.621e-2,,9.107e-34
210.34,1.154e+6,,1.154e+6,1.839e-1,,6.062e-34
210.36,1.085e+6,,1.085e+6,6.220e-1,,3.428e-34
210.37,1.156e+6,,1.156e+6,1.076e+0,,2.425e-34
210.39,1.462e+6,,1.462e+6,2.853e+0,,1.074e-34
210.41,1.851e+6,,1.851e+6,6.429e+0,,4.045e-35
210.42,2.018e+6,,2.018e+6,9.081e+0,,2.335e-35
210.44,2.195e+6,,2.195e+6,1.604e+1,,6.883e-36
210.45,2.181e+6,,2.181e+6,2.005e+1,,3.516e-36
210.47,1.946e+6,,1.946e+6,2.777e+1,,8.121e-37
210.49,1.510e+6,,1.510e+6,3.272e+1,,1.594e-37
210.50,1.261e+6,,1.261e+6,3.346e+1,,6.642e-38
210.52,7.897e+5,,7.896e+5,3.126e+1,,1.021e-38
210.54,4.292e+5,,4.291e+5,2.603e+1,,1.334e-39
210.55,3.034e+5,,3.034e+5,2.370e+1,,4.535e-40
210.57,1.658e+5,,1.658e+5,2.455e+1,,4.639e-41
210.58,1.604e+5,,1.603e+5,3.080e+1,,1.396e-41
210.60,3.506e+5,,3.505e+5,6.755e+1,,1.119e-42
210.62,1.100e+6,,1.099e+6,1.633e+2,,7.619e-44
210.63,1.891e+6,,1.891e+6,2.458e+2,,1.870e-44
210.65,4.991e+6,,4.990e+6,5.020e+2,,9.977e-46
210.67,1.122e+7,,1.122e+7,8.798e+2,,4.522e-47
210.68,1.584e+7,,1.584e+7,1.098e+3,,9.057e-48
210.70,2.794e+7,,2.794e+7,1.515e+3,,3.215e-49
210.72,4.193e+7,,4.193e+7,1.780e+3,,9.700e-51
210.73,4.836e+7,,4.836e+7,1.817e+3,,1.585e-51
210.75,5.715e+7,,5.715e+7,1.676e+3,,1.578e-51
210.76,5.865e+7,,5.865e+7,1.516e+3,,1.575e-51
210.78,5.567e+7,,5.567e+7,1.101e+3,,1.568e-51
210.80,4.786e+7,,4.786e+7,6.865e+2,,1.561e-51
210.81,4.405e+7,,4.404e+7,5.144e+2,,1.557e-51
210.83,4.041e+7,,4.041e+7,2.667e+2,,1.550e-51
210.85,4.462e+7,,4.462e+7,1.331e+2,,1.543e-51
210.86,4.937e+7,,4.937e+7,9.632e+1,,1.540e-51
210.88,6.090e+7,,6.090e+7,5.623e+1,,1.533e-51
210.90,6.934e+7,,6.934e+7,3.687e+1,,1.526e-51
210.91,7.064e+7,,7.064e+7,3.005e+1,,1.523e-51
210.93,6.664e+7,,6.664e+7,1.889e+1,,1.516e-51
210.94,6.221e+7,,6.221e+7,1.434e+1,,1.512e-51
210.96,5.289e+7,,5.289e+7,7.416e+0,,1.505e-51
210.98,4.965e+7,,4.965e+7,3.288e+0,,1.498e-51
210.99,5.217e+7,,5.217e+7,2.063e+0,,1.495e-51
211.01,6.599e+7,,6.599e+7,7.196e-1,,1.488e-51
211.03,8.711e+7,,8.711e+7,2.136e-1,,1.481e-51
211.04,9.748e+7,,9.748e+7,1.095e-1,,1.477e-51
211.06,1.112e+8,,1.112e+8,2.550e-2,,1.470e-51
211.08,1.096e+8,,1.096e+8,5.082e-3,,1.464e-51
211.09,1.026e+8,,1.026e+8,2.204e-3,,1.460e-51
211.11,7.999e+7,,7.999e+7,9.482e-4,,1.453e-51
211.12,6.653e+7,,6.653e+7,1.659e-3,,1.450e-51
211.14,4.081e+7,,4.081e+7,8.415e-3,,1.443e-51
211.16,2.132e+7,,2.132e+7,3.917e-2,,1.436e-51
211.17,1.451e+7,,1.451e+7,7.972e-2,,1.432e-51
211.19,5.955e+6,,5.955e+6,2.937e-1,,1.425e-51
211.21,2.080e+6,,2.080e+6,9.274e-1,,1.418e-51
211.22,1.157e+6,,1.157e+6,1.557e+0,,1.415e-51
211.24,3.175e+5,,3.175e+5,3.921e+0,,1.408e-51
211.26,7.410e+4,,7.409e+4,8.544e+0,,1.401e-51
211.27,3.370e+4,,3.369e+4,1.196e+1,,1.398e-51
211.29,6.193e+3,,6.172e+3,2.118e+1,,1.391e-51
211.30,2.513e+3,,2.486e+3,2.683e+1,,1.387e-51
211.32,3.966e+2,,3.575e+2,3.915e+1,,1.380e-51
211.34,9.424e+1,,4.373e+1,5.051e+1,,1.373e-51
211.35,6.922e+1,,1.440e+1,5.482e+1,,1.370e-51
211.37,6.039e+1,,1.407e+0,5.898e+1,,1.363e-51
211.39,5.653e+1,,4.399e-1,5.609e+1,,1.356e-51
211.40,5.328e+1,,1.144e+0,5.214e+1,,1.352e-51
211.42,5.224e+1,,1.144e+1,4.081e+1,,1.346e-51
211.44,1.279e+2,,1.000e+2,2.784e+1,,1.339e-51
211.45,3.004e+2,,2.786e+2,2.182e+1,,1.335e-51
211.47,1.927e+3,,1.915e+3,1.213e+1,,1.328e-51
211.48,4.737e+3,,4.728e+3,8.736e+0,,1.325e-51
211.50,2.555e+4,,2.554e+4,5.050e+0,,1.318e-51
211.52,1.175e+5,,1.175e+5,5.979e+0,,1.311e-51
211.53,2.373e+5,,2.373e+5,8.712e+0,,1.307e-51
211.55,8.581e+5,,8.581e+5,2.100e+1,,1.300e-51
211.57,2.642e+6,,2.642e+6,4.643e+1,,1.293e-51
211.58,4.365e+6,,4.365e+6,6.528e+1,,1.290e-51
211.60,1.056e+7,,1.056e+7,1.145e+2,,1.283e-51
211.62,2.176e+7,,2.176e+7,1.712e+2,,1.276e-51
211.63,2.941e+7,,2.941e+7,1.970e+2,,1.273e-51
211.65,4.763e+7,,4.763e+7,2.314e+2,,1.266e-51
211.66,5.706e+7,,5.706e+7,2.361e+2,,1.262e-51
211.68,7.261e+7,,7.261e+7,2.181e+2,,1.255e-51
211.70,7.868e+7,,7.868e+7,1.721e+2,,1.248e-51
211.71,7.712e+7,,7.712e+7,1.447e+2,,1.245e-51
211.73,6.567e+7,,6.567e+7,9.379e+1,,1.238e-51
211.75,4.763e+7,,4.763e+7,6.100e+1,,1.231e-51
211.76,3.819e+7,,3.819e+7,5.395e+1,,1.228e-51
211.78,2.176e+7,,2.176e+7,5.895e+1,,1.221e-51
211.80,1.056e+7,,1.056e+7,8.502e+1,,1.214e-51
211.81,6.928e+6,,6.927e+6,1.028e+2,,1.210e-51
211.83,2.642e+6,,2.642e+6,1.389e+2,,1.203e-51
211.84,1.536e+6,,1.536e+6,1.531e+2,,1.200e-51
211.86,4.606e+5,,4.604e+5,1.656e+2,,1.193e-51
211.88,1.177e+5,,1.175e+5,1.528e+2,,1.186e-51
211.89,5.604e+4,,5.590e+4,1.382e+2,,1.182e-51
211.91,1.131e+4,,1.121e+4,1.003e+2,,1.175e-51
211.93,1.977e+3,,1.915e+3,6.196e+1,,1.169e-51
211.94,7.911e+2,,7.453e+2,4.587e+1,,1.165e-51
211.96,1.223e+2,,1.000e+2,2.228e+1,,1.158e-51
211.98,2.066e+1,,1.144e+1,9.222e+0,,1.151e-51
211.99,9.227e+0,,3.640e+0,5.586e+0,,1.148e-51
212.01,2.144e+0,,3.270e-1,1.817e+0,,1.141e-51
212.02,1.068e+0,,9.228e-2,9.761e-1,,1.137e-51
212.04,2.562e-1,,6.514e-3,2.496e-1,,1.130e-51
212.06,5.478e-2,,3.916e-4,5.439e-2,,1.123e-51
212.07,2.399e-2,,9.041e-5,2.390e-2,,1.120e-51
212.09,4.124e-3,,4.272e-6,4.120e-3,,1.113e-51
212.11,8.070e-4,,1.857e-7,8.069e-4,,1.106e-51
212.12,7.725e-4,,1.020e-7,7.724e-4,,1.103e-51
212.14,3.523e-3,,1.558e-6,3.522e-3,,1.096e-51
212.16,1.873e-2,,2.973e-5,1.870e-2,,1.089e-51
212.17,4.084e-2,,1.224e-4,4.072e-2,,1.085e-51
212.19,1.732e-1,,1.839e-3,1.713e-1,,1.078e-51
212.20,3.377e-1,,6.718e-3,3.310e-1,,1.075e-51
212.22,1.176e+0,,7.950e-2,1.096e+0,,1.068e-51
212.24,3.897e+0,,8.022e-1,3.095e+0,,1.061e-51
212.25,7.298e+0,,2.400e+0,4.897e+0,,1.057e-51
212.27,2.995e+1,,1.907e+1,1.088e+1,,1.051e-51
212.29,1.498e+2,,1.292e+2,2.061e+1,,1.044e-51
212.30,3.434e+2,,3.167e+2,2.671e+1,,1.040e-51
212.32,1.729e+3,,1.689e+3,3.981e+1,,1.033e-51
212.34,7.730e+3,,7.680e+3,5.058e+1,,1.026e-51
212.35,1.548e+4,,1.543e+4,5.371e+1,,1.023e-51
212.37,5.528e+4,,5.522e+4,5.371e+1,,1.016e-51
212.38,9.848e+4,,9.843e+4,5.058e+1,,1.012e-51
212.40,2.775e+5,,2.774e+5,3.981e+1,,1.005e-51
212.42,6.667e+5,,6.667e+5,2.671e+1,,9.985e-52
212.43,9.736e+5,,9.736e+5,2.061e+1,,9.950e-52
212.45,1.842e+6,,1.842e+6,1.088e+1,,9.881e-52
212.47,2.972e+6,,2.972e+6,4.897e+0,,9.811e-52
212.48,3.556e+6,,3.556e+6,3.095e+0,,9.777e-52
212.50,4.516e+6,,4.516e+6,1.096e+0,,9.707e-52
212.52,4.891e+6,,4.891e+6,3.310e-1,,9.638e-52
212.53,4.794e+6,,4.794e+6,1.713e-1,,9.603e-52
212.55,4.088e+6,,4.088e+6,4.072e-2,,9.534e-52
212.56,3.556e+6,,3.556e+6,1.870e-2,,9.499e-52
212.58,2.389e+6,,2.389e+6,3.497e-3,,9.430e-52
212.60,1.375e+6,,1.375e+6,5.576e-4,,9.360e-52
212.61,9.926e+5,,9.926e+5,2.097e-4,,9.326e-52
212.63,5.183e+5,,5.183e+5,2.632e-5,,9.256e-52
212.65,4.525e+5,,4.525e+5,2.828e-6,,9.187e-52
212.66,6.037e+5,,6.037e+5,9.120e-7,,9.152e-52
212.68,1.450e+6,,1.450e+6,5.570e-7,,9.083e-52
212.70,3.413e+6,,3.413e+6,4.472e-6,,9.013e-52
212.71,4.972e+6,,4.972e+6,1.279e-5,,8.978e-52
212.73,9.385e+6,3.082e-11,9.385e+6,9.302e-5,,8.909e-52
212.74,1.215e+7,1.943e-10,1.215e+7,2.364e-4,,8.874e-52
212.76,1.808e+7,6.860e-9,1.808e+7,1.355e-3,,8.805e-52
212.78,2.295e+7,2.067e-7,2.295e+7,6.628e-3,,8.736e-52
212.79,2.436e+7,1.069e-6,2.436e+7,1.381e-2,,8.701e-52
212.81,2.436e+7,2.541e-5,2.436e+7,5.324e-2,,8.631e-52
212.83,2.078e+7,5.152e-4,2.078e+7,1.751e-1,,8.562e-52
212.84,1.809e+7,2.186e-3,1.809e+7,2.992e-1,,8.527e-52
212.86,1.219e+7,3.496e-2,1.219e+7,7.756e-1,,8.458e-52
212.87,9.472e+6,1.317e-1,9.472e+6,1.177e+0,,8.423e-52
212.89,5.307e+6,1.661e+0,5.307e+6,2.404e+0,,8.354e-52
212.91,3.356e+6,1.787e+1,3.356e+6,4.189e+0,,8.284e-52
212.92,3.320e+6,5.525e+1,3.320e+6,5.211e+0,,8.250e-52
212.94,5.427e+6,4.688e+2,5.426e+6,7.159e+0,,8.180e-52
212.96,1.103e+7,3.396e+3,1.103e+7,8.390e+0,,8.111e-52
212.97,1.532e+7,8.612e+3,1.532e+7,8.558e+0,,8.076e-52
212.99,2.661e+7,4.918e+4,2.656e+7,7.905e+0,,8.007e-52
213.01,3.971e+7,2.397e+5,3.947e+7,6.230e+0,,7.937e-52
213.02,4.584e+7,4.987e+5,4.534e+7,5.211e+0,,7.903e-52
213.04,5.505e+7,1.917e+6,5.313e+7,3.237e+0,,7.833e-52
213.05,5.774e+7,3.541e+6,5.420e+7,2.404e+0,,7.799e-52
213.07,6.080e+7,1.073e+7,5.006e+7,1.177e+0,,7.729e-52
213.09,6.723e+7,2.776e+7,3.947e+7,4.914e-1,,7.660e-52
213.10,7.509e+7,4.208e+7,3.302e+7,2.992e-1,,7.625e-52
213.12,1.064e+8,8.582e+7,2.053e+7,9.849e-2,,7.556e-52
213.14,1.603e+8,1.494e+8,1.092e+7,2.766e-2,,7.486e-52
213.15,1.933e+8,1.858e+8,7.536e+6,1.381e-2,,7.452e-52
213.17,2.583e+8,2.550e+8,3.282e+6,3.057e-3,,7.382e-52
213.19,3.002e+8,2.988e+8,1.419e+6,5.794e-4,,7.313e-52
213.20,3.058e+8,3.047e+8,1.022e+6,2.433e-4,,7.278e-52
213.22,2.823e+8,2.815e+8,7.650e+5,9.819e-5,,7.209e-52
213.23,2.558e+8,2.550e+8,7.645e+5,1.922e-4,,7.174e-52
213.25,1.866e+8,1.858e+8,8.121e+5,1.294e-3,,7.105e-52
213.27,1.163e+8,1.155e+8,7.963e+5,7.953e-3,,7.035e-52
213.28,8.657e+7,8.582e+7,7.485e+5,1.859e-2,,7.000e-52
213.30,4.266e+7,4.208e+7,5.893e+5,9.023e-2,,6.931e-52
213.32,1.800e+7,1.761e+7,3.966e+5,3.740e-1,,6.862e-52
213.33,1.104e+7,1.073e+7,3.066e+5,7.175e-1,,6.827e-52
213.35,3.704e+6,3.541e+6,1.629e+5,2.346e+0,,6.757e-52
213.37,1.072e+6,9.973e+5,7.470e+4,6.552e+0,,6.688e-52
213.38,5.475e+5,4.987e+5,4.877e+4,1.032e+1,,6.653e-52
213.40,1.352e+5,1.108e+5,2.442e+4,2.273e+1,,6.584e-52
213.41,7.300e+4,4.918e+4,2.379e+4,3.180e+1,,6.549e-52
213.43,5.650e+4,8.612e+3,4.783e+4,5.528e+1,,6.480e-52
213.45,1.278e+5,1.287e+3,1.265e+5,8.205e+1,,6.410e-52
213.46,2.031e+5,4.688e+2,2.026e+5,9.421e+1,,6.376e-52
213.48,4.952e+5,5.525e+1,4.950e+5,1.103e+2,,6.306e-52
213.50,1.155e+6,5.557e+0,1.155e+6,1.103e+2,,6.237e-52
213.51,1.741e+6,1.661e+0,1.741e+6,1.040e+2,,6.202e-52
213.53,3.842e+6,1.317e-1,3.842e+6,8.208e+1,,6.133e-52
213.55,7.963e+6,8.917e-3,7.963e+6,5.545e+1,,6.063e-52
213.56,1.108e+7,2.186e-3,1.108e+7,4.311e+1,,6.029e-52
213.58,1.971e+7,1.167e-4,1.971e+7,2.405e+1,,5.959e-52
213.59,2.505e+7,2.541e-5,2.505e+7,1.805e+1,,5.925e-52
213.61,3.643e+7,1.069e-6,3.643e+7,1.389e+1,,5.855e-52
213.63,4.569e+7,3.841e-8,4.569e+7,2.123e+1,,5.786e-52
213.64,4.833e+7,6.860e-9,4.833e+7,2.989e+1,,5.751e-52
213.66,4.817e+7,1.943e-10,4.817e+7,5.843e+1,,5.682e-52
213.68,4.107e+7,1.974e-10,4.107e+7,1.009e+2,,5.612e-52
213.69,3.575e+7,1.990e-10,3.575e+7,1.252e+2,,5.578e-52
213.71,2.409e+7,2.021e-10,2.409e+7,1.716e+2,,5.508e-52
213.73,1.387e+7,2.052e-10,1.387e+7,2.009e+2,,5.439e-52
213.74,9.916e+6,2.068e-10,9.916e+6,2.049e+2,,5.404e-52
213.76,4.506e+6,2.099e-10,4.506e+6,1.893e+2,,5.335e-52
213.77,2.863e+6,2.114e-10,2.863e+6,1.716e+2,,5.300e-52
213.79,1.027e+6,2.145e-10,1.027e+6,1.252e+2,,5.231e-52
213.81,3.147e+5,2.177e-10,3.146e+5,7.802e+1,,5.161e-52
213.82,1.642e+5,2.192e-10,1.641e+5,5.806e+1,,5.126e-52
213.84,3.972e+4,2.223e-10,3.969e+4,2.857e+1,,5.057e-52
213.86,8.208e+3,2.254e-10,8.196e+3,1.201e+1,,4.988e-52
213.87,3.518e+3,2.270e-10,3.511e+3,7.337e+0,,4.953e-52
213.89,5.748e+2,2.301e-10,5.723e+2,2.434e+0,,4.884e-52
213.91,8.037e+1,2.332e-10,7.968e+1,6.899e-1,,4.814e-52
213.92,2.837e+1,2.348e-10,2.802e+1,3.462e-1,,4.779e-52
213.94,3.157e+0,2.379e-10,3.080e+0,7.747e-2,,4.710e-52
213.95,9.968e-1,2.394e-10,9.622e-1,3.454e-2,,4.675e-52
213.97,8.956e-2,2.425e-10,8.346e-2,6.101e-3,,4.606e-52
213.99,7.103e-3,2.456e-10,6.183e-3,9.206e-4,,4.536e-52
214.00,1.923e-3,2.472e-10,1.586e-3,3.371e-4,,4.502e-52
214.02,1.330e-4,2.503e-10,9.275e-5,4.028e-5,,4.432e-52
214.04,1.037e-5,2.534e-10,4.632e-6,5.739e-6,,4.363e-52
214.05,7.667e-6,2.550e-10,9.757e-7,6.692e-6,,4.328e-52
214.07,5.314e-5,2.581e-10,3.846e-8,5.310e-5,,4.259e-52
214.09,4.397e-4,2.612e-10,1.295e-9,4.397e-4,,4.189e-52
214.10,1.194e-3,2.627e-10,2.239e-10,1.194e-3,,4.155e-52
214.12,7.829e-3,2.658e-10,5.950e-12,7.829e-3,,4.085e-52
214.13,1.891e-2,2.674e-10,6.400e-12,1.891e-2,,4.051e-52
214.15,9.802e-2,2.705e-10,7.300e-12,9.802e-2,,3.981e-52
214.17,4.346e-1,2.736e-10,8.199e-12,4.346e-1,,3.912e-52
214.18,8.629e-1,2.752e-10,8.649e-12,8.629e-1,,3.877e-52
214.20,3.026e+0,2.783e-10,9.549e-12,3.026e+0,,3.808e-52
214.22,9.083e+0,2.814e-10,1.045e-11,9.083e+0,,3.738e-52
214.23,1.485e+1,2.830e-10,1.090e-11,1.485e+1,,3.704e-52
214.25,3.534e+1,2.861e-10,1.180e-11,3.534e+1,,3.634e-52
214.27,7.226e+1,2.892e-10,1.270e-11,7.226e+1,,3.565e-52
214.28,9.770e+1,2.907e-10,1.315e-11,9.770e+1,,3.530e-52
214.30,1.603e+2,2.938e-10,1.405e-11,1.603e+2,,3.461e-52
214.31,1.949e+2,2.954e-10,8.623e-11,1.949e+2,,3.426e-52
214.33,2.617e+2,2.985e-10,2.890e-9,2.617e+2,,3.357e-52
214.35,3.138e+2,3.016e-10,8.287e-8,3.138e+2,,3.287e-52
214.36,3.316e+2,3.032e-10,4.185e-7,3.316e+2,,3.252e-52
214.38,3.496e+2,3.063e-10,9.496e-6,3.496e+2,,3.183e-52
214.40,3.459e+2,3.094e-10,1.843e-4,3.459e+2,,3.114e-52
