Wavelength (nm),Sum,Al I (3.4e-01),Al II (6.6e-01),Al III (4.9e-05)
433.92,1.207e-8,,1.207e-8,
433.94,5.163e-8,,5.163e-8,
433.96,2.126e-7,,2.126e-7,
433.97,4.254e-7,,4.254e-7,
433.99,1.656e-6,,1.656e-6,
434.01,6.205e-6,,6.205e-6,
434.02,1.184e-5,,1.184e-5,
434.04,4.196e-5,,4.196e-5,
434.06,1.432e-4,,1.432e-4,
434.07,2.608e-4,,2.608e-4,
434.09,8.414e-4,,8.414e-4,
434.11,2.615e-3,,2.615e-3,
434.12,4.545e-3,,4.545e-3,
434.14,1.336e-2,,1.336e-2,
434.16,3.781e-2,,3.781e-2,
434.17,6.274e-2,,6.274e-2,
434.19,1.680e-1,,1.680e-1,
434.21,4.335e-1,,4.335e-1,
434.22,6.868e-1,,6.868e-1,
434.24,1.677e+0,,1.677e+0,
434.26,3.946e+0,,3.946e+0,
434.27,5.971e+0,,5.971e+0,
434.29,1.330e+1,,1.330e+1,
434.31,2.856e+1,,2.856e+1,
434.32,4.129e+1,,4.129e+1,
434.34,8.397e+1,,8.397e+1,
434.36,1.647e+2,,1.647e+2,
434.37,2.276e+2,,2.276e+2,
434.39,4.230e+2,,4.230e+2,
434.41,7.586e+2,,7.586e+2,
434.42,1.002e+3,,1.002e+3,
434.44,1.704e+3,,1.704e+3,
434.46,2.798e+3,,2.798e+3,
434.47,3.538e+3,,3.538e+3,
434.49,5.510e+3,,5.510e+3,
434.51,8.288e+3,,8.288e+3,
434.52,1.003e+4,,1.003e+4,
434.54,1.433e+4,,1.433e+4,
434.56,1.978e+4,,1.978e+4,
434.57,2.294e+4,,2.294e+4,
434.59,3.009e+4,,3.009e+4,
434.61,3.814e+4,,3.814e+4,
434.62,4.241e+4,,4.241e+4,
434.64,5.112e+4,,5.112e+4,
434.66,5.959e+4,,5.959e+4,
434.67,6.353e+4,,6.353e+4,
434.69,7.043e+4,,7.043e+4,
434.71,7.552e+4,,7.552e+4,
434.72,7.723e+4,,7.723e+4,
434.74,7.877e+4,,7.877e+4,
434.76,7.770e+4,,7.770e+4,
434.77,7.621e+4,,7.621e+4,
434.79,7.148e+4,,7.148e+4,
434.81,6.483e+4,,6.483e+4,
434.82,6.097e+4,,6.097e+4,
434.84,5.256e+4,,5.256e+4,
434.86,4.379e+4,,4.379e+4,
434.87,3.946e+4,,3.946e+4,
434.89,3.123e+4,,3.123e+4,2.430e-19
434.91,2.388e+4,,2.388e+4,1.241e-18
434.92,2.061e+4,,2.061e+4,2.764e-18
434.94,1.495e+4,,1.495e+4,1.334e-17
434.96,1.048e+4,,1.048e+4,6.194e-17
434.97,8.653e+3,,8.653e+3,1.316e-16
434.99,5.749e+3,,5.749e+3,5.774e-16
435.01,3.686e+3,,3.686e+3,2.439e-15
435.02,2.912e+3,,2.912e+3,4.942e-15
435.04,1.770e+3,,1.770e+3,1.972e-14
435.06,1.037e+3,,1.037e+3,7.579e-14
435.07,7.832e+2,,7.832e+2,1.465e-13
435.09,4.347e+2,,4.347e+2,5.316e-13
435.11,2.326e+2,,2.326e+2,1.858e-12
435.12,1.679e+2,,1.679e+2,3.424e-12
435.14,8.503e+1,,8.503e+1,1.131e-11
435.16,4.151e+1,,4.151e+1,3.594e-11
435.17,2.861e+1,,2.861e+1,6.317e-11
435.19,1.321e+1,,1.321e+1,1.897e-10
435.21,5.881e+0,,5.881e+0,5.485e-10
435.22,3.869e+0,,3.869e+0,9.195e-10
435.24,1.629e+0,,1.629e+0,2.511e-9
435.26,6.605e-1,,6.605e-1,6.605e-9
435.27,4.147e-1,,4.147e-1,1.056e-8
435.29,1.590e-1,,1.590e-1,2.623e-8
435.31,5.872e-2,,5.872e-2,6.275e-8
435.32,3.518e-2,,3.518e-2,9.568e-8
435.34,1.228e-2,,1.228e-2,2.162e-7
435.36,4.129e-3,,4.129e-3,4.704e-7
435.37,2.361e-3,,2.360e-3,6.840e-7
435.39,7.514e-4,,7.500e-4,1.406e-6
435.41,2.322e-4,,2.295e-4,2.782e-6
435.42,1.290e-4,,1.251e-4,3.858e-6
435.44,4.339e-5,,3.618e-5,7.213e-6
435.46,2.305e-5,,1.007e-5,1.298e-5
435.47,2.241e-5,,5.239e-6,1.717e-5
435.49,3.058e-5,,1.378e-6,2.920e-5
435.51,4.815e-5,,3.490e-7,4.780e-5
435.52,6.047e-5,,1.731e-7,6.030e-5
435.54,9.330e-5,,4.143e-8,9.325e-5
435.56,1.389e-4,,9.543e-9,1.389e-4
435.57,1.671e-4,,4.516e-9,1.671e-4
435.59,2.350e-4,,9.823e-10,2.350e-4
435.61,3.183e-4,,2.058e-10,3.183e-4
435.62,3.652e-4,,9.175e-11,3.652e-4
435.64,4.672e-4,,1.818e-11,4.672e-4
435.66,5.756e-4,,3.468e-12,5.756e-4
435.67,6.298e-4,,,6.298e-4
435.69,7.330e-4,,,7.330e-4
435.71,8.213e-4,,,8.213e-4
435.72,8.571e-4,,,8.571e-4
435.74,9.072e-4,,,9.072e-4
435.76,9.246e-4,,,9.246e-4
435.77,9.202e-4,,,9.202e-4
435.79,8.860e-4,,,8.860e-4
435.81,8.213e-4,,,8.213e-4
435.82,7.796e-4,,,7.796e-4
435.84,6.827e-4,,,6.827e-4
435.86,5.756e-4,,,5.756e-4
435.87,5.210e-4,,,5.210e-4
435.89,4.150e-4,,,4.150e-4
435.91,3.183e-4,,,3.183e-4
435.92,2.748e-4,,,2.748e-4
435.94,1.991e-4,,,1.991e-4
435.96,1.389e-4,,,1.389e-4
435.97,1.143e-4,,,1.143e-4
435.99,7.537e-5,,,7.537e-5
436.01,4.787e-5,,,4.787e-5
436.02,3.765e-5,,,3.765e-5
436.04,2.276e-5,,,2.276e-5
436.06,1.356e-5,,,1.356e-5
436.07,1.057e-5,,,1.057e-5
436.09,7.065e-6,,,7.065e-6
436.11,6.333e-6,,,6.333e-6
436.12,6.953e-6,,,6.953e-6
436.14,1.043e-5,,,1.043e-5
436.16,1.776e-5,,,1.776e-5
436.17,2.338e-5,,,2.338e-5
436.19,4.003e-5,,,4.003e-5
436.21,6.651e-5,,,6.651e-5
436.22,8.459e-5,,,8.459e-5
436.24,1.331e-4,,,1.331e-4
436.26,2.017e-4,,,2.017e-4
436.27,2.448e-4,,,2.448e-4
436.29,3.505e-4,,,3.505e-4
436.31,4.833e-4,,,4.833e-4
436.32,5.595e-4,,,5.595e-4
436.34,7.289e-4,,,7.289e-4
436.36,9.145e-4,,,9.145e-4
436.37,1.010e-3,,,1.010e-3
436.39,1.197e-3,,,1.197e-3
436.41,1.366e-3,,,1.366e-3
436.42,1.439e-3,,,1.439e-3
436.44,1.552e-3,,,1.552e-3
436.46,1.612e-3,,,1.612e-3
436.47,1.620e-3,,,1.620e-3
436.49,1.589e-3,,,1.589e-3
436.51,1.502e-3,,,1.502e-3
436.52,1.439e-3,,,1.439e-3
436.54,1.285e-3,,,1.285e-3
436.56,1.105e-3,,,1.105e-3
436.57,1.010e-3,,,1.010e-3
436.59,8.203e-4,,,8.203e-4
436.61,6.416e-4,,,6.416e-4
436.62,5.595e-4,,,5.595e-4
436.64,4.135e-4,,,4.135e-4
436.66,2.943e-4,,,2.943e-4
436.67,2.448e-4,,,2.448e-4
436.69,1.646e-4,,,1.646e-4
436.71,1.066e-4,,,1.066e-4
436.72,8.455e-5,,,8.455e-5
436.74,5.173e-5,,,5.173e-5
436.76,3.047e-5,,,3.047e-5
436.77,2.306e-5,,,2.306e-5
436.79,1.284e-5,,,1.284e-5
436.81,6.880e-6,,,6.880e-6
436.82,4.966e-6,,,4.966e-6
436.84,2.515e-6,,,2.515e-6
436.86,1.227e-6,,,1.227e-6
436.87,8.445e-7,,,8.445e-7
436.89,3.892e-7,,,3.892e-7
436.91,1.727e-7,,,1.727e-7
436.92,1.134e-7,,,1.134e-7
436.94,4.755e-8,,,4.755e-8
436.96,1.919e-8,,,1.919e-8
436.97,1.202e-8,,,1.202e-8
436.99,4.587e-9,,,4.587e-9
437.01,1.685e-9,,,1.685e-9
437.02,1.007e-9,,,1.007e-9
437.04,3.494e-10,,,3.494e-10
437.06,1.168e-10,,,1.168e-10
437.07,6.654e-11,,,6.654e-11
437.09,2.101e-11,,,2.101e-11
437.11,6.389e-12,,,6.389e-12
437.12,3.473e-12,,,3.473e-12
437.14,9.979e-13,,,9.979e-13
437.16,2.761e-13,,,2.761e-13
437.17,1.432e-13,,,1.432e-13
437.19,3.742e-14,,,3.742e-14
437.21,9.419e-15,,,9.419e-15
437.22,4.659e-15,,,4.659e-15
437.24,1.108e-15,,,1.108e-15
437.26,2.538e-16,,,2.538e-16
437.28,5.596e-17,,,5.596e-17
437.29,2.591e-17,,,2.591e-17
437.31,5.398e-18,,,5.398e-18
437.33,1.083e-18,,,1.083e-18
437.34,4.783e-19,,,4.783e-19
450.35,2.557e-16,,,2.557e-16
450.36,5.690e-16,,,5.690e-16
450.38,2.745e-15,,,2.745e-15
450.4,1.278e-14,,,1.278e-14
450.41,2.721e-14,,,2.721e-14
450.43,1.201e-13,,,1.201e-13
450.45,5.119e-13,,,5.119e-13
450.46,1.043e-12,,,1.043e-12
450.48,4.215e-12,,,4.215e-12
450.5,1.644e-11,,,1.644e-11
450.51,3.205e-11,,,3.205e-11
450.53,1.186e-10,,,1.186e-10
450.55,4.234e-10,,,4.234e-10
450.56,7.896e-10,,,7.896e-10
450.58,2.674e-9,,,2.674e-9
450.6,8.742e-9,,,8.742e-9
450.61,1.560e-8,,,1.560e-8
450.63,4.835e-8,,,4.835e-8
450.65,1.447e-7,,,1.447e-7
450.66,2.470e-7,,,2.470e-7
450.68,7.010e-7,,,7.010e-7
450.7,1.920e-6,,,1.920e-6
450.71,3.136e-6,,,3.136e-6
450.73,8.147e-6,,,8.147e-6
450.75,2.043e-5,,,2.043e-5
450.76,3.192e-5,,,3.192e-5
450.78,7.592e-5,,,7.592e-5
450.8,1.743e-4,,,1.743e-4
450.81,2.605e-4,,,2.605e-4
450.83,5.671e-4,,,5.671e-4
450.85,1.192e-3,,,1.192e-3
450.86,1.705e-3,,,1.705e-3
450.88,3.397e-3,,,3.397e-3
450.9,6.534e-3,,,6.534e-3
450.91,8.942e-3,,,8.942e-3
450.93,1.631e-2,,,1.631e-2
450.95,2.872e-2,,,2.872e-2
450.96,3.761e-2,,,3.761e-2
450.98,6.279e-2,,,6.279e-2
451,1.012e-1,,,1.012e-1
451.01,1.268e-1,,,1.268e-1
451.03,1.938e-1,,,1.938e-1
451.05,2.859e-1,,,2.859e-1
451.06,3.428e-1,,,3.428e-1
451.08,4.796e-1,,,4.796e-1
451.1,6.477e-1,,,6.477e-1
451.11,7.428e-1,,,7.428e-1
451.13,9.514e-1,,,9.514e-1
451.15,1.176e+0,,,1.176e+0
451.16,1.291e+0,,,1.291e+0
451.18,1.513e+0,,,1.513e+0
451.2,1.713e+0,,,1.713e+0
451.21,1.798e+0,,,1.798e+0
451.23,1.930e+0,,,1.930e+0
451.25,1.999e+0,,,1.999e+0
451.26,2.008e+0,,,2.008e+0
451.28,1.973e+0,,,1.973e+0
451.3,1.871e+0,,,1.871e+0
451.31,1.798e+0,,,1.798e+0
451.33,1.617e+0,,,1.617e+0
451.35,1.404e+0,,,1.404e+0
451.36,1.291e+0,,,1.291e+0
451.38,1.063e+0,,,1.063e+0
451.4,8.444e-1,,,8.444e-1
451.41,7.428e-1,,,7.428e-1
451.43,5.598e-1,,,5.598e-1
451.45,4.072e-1,,,4.072e-1
451.46,3.428e-1,,,3.428e-1
451.48,2.365e-1,,,2.365e-1
451.5,1.575e-1,,,1.575e-1
451.51,1.268e-1,,,1.268e-1
451.53,8.007e-2,,,8.007e-2
451.55,4.881e-2,,,4.881e-2
451.56,3.761e-2,,,3.761e-2
451.58,2.174e-2,,,2.174e-2
451.6,1.213e-2,,,1.213e-2
451.61,8.942e-3,,,8.942e-3
451.63,4.732e-3,,,4.732e-3
451.65,2.417e-3,,,2.417e-3
451.66,1.705e-3,,,1.705e-3
451.68,8.257e-4,,,8.257e-4
451.7,3.861e-4,,,3.861e-4
451.71,2.605e-4,,,2.605e-4
451.73,1.155e-4,,,1.155e-4
451.75,4.945e-5,,,4.945e-5
451.76,3.192e-5,,,3.192e-5
451.78,1.296e-5,,,1.296e-5
451.8,5.077e-6,,,5.077e-6
451.81,3.136e-6,,,3.136e-6
451.83,1.165e-6,,,1.165e-6
451.85,4.180e-7,,,4.180e-7
451.86,2.470e-7,,,2.470e-7
451.88,8.402e-8,,,8.402e-8
451.9,2.758e-8,,,2.758e-8
451.91,1.560e-8,,,1.560e-8
451.93,4.856e-9,,,4.856e-9
451.95,1.460e-9,,,1.460e-9
451.96,7.896e-10,,,7.896e-10
451.98,2.251e-10,,,2.251e-10
452,6.192e-11,,,6.192e-11
452.01,3.205e-11,,,3.205e-11
452.03,8.368e-12,,,8.368e-12
452.05,2.133e-12,,,2.133e-12
452.06,1.101e-12,,,1.101e-12
452.08,5.015e-13,,,5.015e-13
452.1,1.113e-12,,,1.113e-12
452.11,2.159e-12,,,2.159e-12
452.13,8.476e-12,,,8.476e-12
452.15,3.251e-11,,,3.251e-11
452.16,6.288e-11,,,6.288e-11
452.18,2.292e-10,,,2.292e-10
452.2,8.072e-10,,,8.072e-10
452.21,1.495e-9,,,1.495e-9
452.23,5.001e-9,,,5.001e-9
452.25,1.616e-8,,,1.616e-8
452.26,2.868e-8,,,2.868e-8
452.28,8.800e-8,,,8.800e-8
452.3,2.609e-7,,,2.609e-7
452.31,4.434e-7,,,4.434e-7
452.33,1.248e-6,,,1.248e-6
452.35,3.395e-6,,,3.395e-6
452.36,5.528e-6,,,5.528e-6
452.38,1.428e-5,,,1.428e-5
452.4,3.562e-5,,,3.562e-5
452.41,5.554e-5,,,5.554e-5
452.43,1.316e-4,,,1.316e-4
452.45,3.011e-4,,,3.011e-4
452.46,4.497e-4,,,4.497e-4
452.48,9.772e-4,,,9.772e-4
452.5,2.051e-3,,,2.051e-3
452.51,2.934e-3,,,2.934e-3
452.53,5.847e-3,,,5.847e-3
452.55,1.126e-2,,,1.126e-2
452.56,1.542e-2,,,1.542e-2
452.58,2.818e-2,,,2.818e-2
452.6,4.975e-2,,,4.975e-2
452.61,6.526e-2,,,6.526e-2
452.63,1.094e-1,,,1.094e-1
452.65,1.771e-1,,,1.771e-1
452.66,2.224e-1,,,2.224e-1
452.68,3.418e-1,,,3.418e-1
452.7,5.074e-1,,,5.074e-1
452.71,6.102e-1,,,6.102e-1
452.73,8.598e-1,,,8.598e-1
452.75,1.170e+0,,,1.170e+0
452.76,1.347e+0,,,1.347e+0
452.78,1.741e+0,,,1.741e+0
452.8,2.172e+0,,,2.172e+0
452.81,2.394e+0,,,2.394e+0
452.83,2.835e+0,,,2.835e+0
452.85,3.243e+0,,,3.243e+0
452.86,3.423e+0,,,3.423e+0
452.88,3.715e+0,,,3.715e+0
452.9,3.895e+0,,,3.895e+0
452.91,3.936e+0,,,3.936e+0
452.93,3.916e+0,,,3.916e+0
452.95,3.763e+0,,,3.763e+0
452.96,3.640e+0,,,3.640e+0
452.98,3.320e+0,,,3.320e+0
453,2.923e+0,,,2.923e+0
453.01,2.708e+0,,,2.708e+0
453.03,2.263e+0,,,2.263e+0
453.05,1.826e+0,,,1.826e+0
453.06,1.619e+0,,,1.619e+0
453.08,1.240e+0,,,1.240e+0
453.1,9.170e-1,,,9.170e-1
453.11,7.784e-1,,,7.784e-1
453.13,5.463e-1,,,5.463e-1
453.15,3.702e-1,,,3.702e-1
453.16,3.008e-1,,,3.008e-1
453.18,1.934e-1,,,1.934e-1
453.2,1.201e-1,,,1.201e-1
453.21,9.342e-2,,,9.342e-2
453.23,5.505e-2,,,5.505e-2
453.25,3.132e-2,,,3.132e-2
453.26,2.332e-2,,,2.332e-2
453.28,1.259e-2,,,1.259e-2
453.3,6.563e-3,,,6.563e-3
453.31,4.677e-3,,,4.677e-3
453.33,2.314e-3,,,2.314e-3
453.35,1.105e-3,,,1.105e-3
453.36,7.538e-4,,,7.538e-4
453.38,3.416e-4,,,3.416e-4
453.4,1.495e-4,,,1.495e-4
453.41,9.761e-5,,,9.761e-5
453.43,4.053e-5,,,4.053e-5
453.45,1.625e-5,,,1.625e-5
453.46,1.015e-5,,,1.015e-5
453.48,3.863e-6,,,3.863e-6
453.5,1.419e-6,,,1.419e-6
453.51,8.487e-7,,,8.487e-7
453.53,2.958e-7,,,2.958e-7
453.55,9.954e-8,,,9.954e-8
453.56,5.699e-8,,,5.699e-8
453.58,1.819e-8,,,1.819e-8
453.6,5.609e-9,,,5.609e-9
453.61,3.074e-9,,,3.074e-9
453.63,8.990e-10,,,8.990e-10
453.65,2.539e-10,,,2.539e-10
453.66,1.332e-10,,,1.332e-10
453.68,3.568e-11,,,3.568e-11
453.7,9.231e-12,,,9.231e-12
453.71,4.634e-12,,,4.634e-12
453.73,1.137e-12,,,1.137e-12
453.75,2.696e-13,,,2.696e-13
453.76,1.295e-13,,,1.295e-13
453.78,2.912e-14,,,2.912e-14
453.8,6.323e-15,,,6.323e-15
453.81,2.908e-15,,,2.908e-15
453.83,5.932e-16,,,5.932e-16
457.66,1.574e-11,,1.574e-11,
457.68,7.473e-11,,7.473e-11,
457.7,3.429e-10,,3.429e-10,
457.71,7.252e-10,,7.252e-10,
457.73,3.161e-9,,3.161e-9,
457.75,1.331e-8,,1.331e-8,
457.76,2.698e-8,,2.698e-8,
457.78,1.079e-7,,1.079e-7,
457.8,4.174e-7,,4.174e-7,
457.82,1.559e-6,,1.559e-6,
457.83,2.976e-6,,2.976e-6,
457.85,1.056e-5,,1.056e-5,
457.87,3.623e-5,,3.623e-5,
457.88,6.624e-5,,6.624e-5,
457.9,2.158e-4,,2.158e-4,
457.92,6.796e-4,,6.796e-4,
457.93,1.190e-3,,1.190e-3,
457.95,3.561e-3,,3.561e-3,
457.97,1.029e-2,,1.029e-2,
457.98,1.727e-2,,1.727e-2,
458,4.742e-2,,4.742e-2,
458.02,1.258e-1,,1.258e-1,
458.03,2.023e-1,,2.023e-1,
458.05,5.100e-1,,5.100e-1,
458.07,1.242e+0,,1.242e+0,
458.08,1.914e+0,,1.914e+0,
458.1,4.427e+0,,4.427e+0,
458.12,9.899e+0,,9.899e+0,
458.13,1.461e+1,,1.461e+1,
458.15,3.103e+1,,3.103e+1,
458.17,6.369e+1,,6.369e+1,
458.18,9.008e+1,,9.008e+1,
458.2,1.756e+2,,1.756e+2,
458.22,3.309e+2,,3.309e+2,
458.23,4.484e+2,,4.484e+2,
458.25,8.024e+2,,8.024e+2,
458.27,1.388e+3,,1.388e+3,
458.28,1.802e+3,,1.802e+3,
458.3,2.960e+3,,2.960e+3,
458.32,4.700e+3,,4.700e+3,
458.33,5.847e+3,,5.847e+3,
458.35,8.820e+3,,8.820e+3,
458.37,1.286e+4,,1.286e+4,
458.38,1.533e+4,,1.533e+4,
458.4,2.123e+4,,2.123e+4,
458.42,2.842e+4,,2.842e+4,
458.43,3.247e+4,,3.247e+4,
458.45,4.131e+4,,4.131e+4,
458.47,5.084e+4,,5.084e+4,
458.48,5.570e+4,,5.570e+4,
458.5,6.523e+4,,6.523e+4,
458.52,7.396e+4,,7.396e+4,
458.53,7.782e+4,,7.782e+4,
458.55,8.422e+4,,8.422e+4,
458.57,8.854e+4,,8.854e+4,
458.58,8.986e+4,,8.986e+4,
458.6,9.087e+4,,9.087e+4,
458.62,8.998e+4,,8.998e+4,
458.63,8.897e+4,,8.897e+4,
458.65,8.623e+4,,8.623e+4,
458.67,8.308e+4,,8.308e+4,
458.68,8.156e+4,,8.156e+4,
458.7,7.895e+4,,7.895e+4,
458.72,7.720e+4,,7.720e+4,
458.73,7.670e+4,,7.670e+4,
458.75,7.643e+4,,7.643e+4,
458.77,7.695e+4,,7.695e+4,
458.78,7.739e+4,,7.739e+4,
458.8,7.841e+4,,7.841e+4,
458.82,7.928e+4,,7.928e+4,
458.83,7.954e+4,,7.954e+4,
458.85,7.957e+4,,7.957e+4,
458.87,7.879e+4,,7.879e+4,
458.88,7.806e+4,,7.806e+4,
458.9,7.594e+4,,7.594e+4,
458.92,7.293e+4,,7.293e+4,
458.93,7.112e+4,,7.112e+4,
458.95,6.693e+4,,6.693e+4,
458.97,6.207e+4,,6.207e+4,
458.98,5.941e+4,,5.941e+4,
459,5.373e+4,,5.373e+4,
459.02,4.768e+4,,4.768e+4,
459.03,4.457e+4,,4.457e+4,
459.05,3.829e+4,,3.829e+4,
459.07,3.211e+4,,3.211e+4,
459.08,2.913e+4,,2.913e+4,
459.1,2.349e+4,,2.349e+4,
459.12,1.841e+4,,1.841e+4,
459.13,1.613e+4,,1.613e+4,
459.15,1.209e+4,,1.209e+4,
459.17,8.792e+3,,8.792e+3,
459.18,7.409e+3,,7.409e+3,
459.2,5.136e+3,,5.136e+3,
459.22,3.447e+3,,3.447e+3,
459.23,2.789e+3,,2.789e+3,
459.25,1.782e+3,,1.782e+3,
459.27,1.101e+3,,1.101e+3,
459.28,8.547e+2,,8.547e+2,
459.3,5.022e+2,,5.022e+2,
459.32,2.853e+2,,2.853e+2,
459.33,2.123e+2,,2.123e+2,
459.35,1.147e+2,,1.147e+2,
459.37,5.985e+1,,5.985e+1,
459.38,4.269e+1,,4.269e+1,
459.4,2.118e+1,,2.118e+1,
459.42,1.015e+1,,1.015e+1,
459.43,6.940e+0,,6.940e+0,
459.45,3.161e+0,,3.161e+0,
459.47,1.392e+0,,1.392e+0,
459.48,9.116e-1,,9.116e-1,
459.5,3.813e-1,,3.813e-1,
459.52,1.541e-1,,1.541e-1,
459.53,9.673e-2,,9.673e-2,
459.55,3.715e-2,,3.715e-2,
459.57,1.379e-2,,1.379e-2,
459.58,8.291e-3,,8.291e-3,
459.6,2.923e-3,,2.923e-3,
459.62,9.961e-4,,9.961e-4,
459.63,5.740e-4,,5.740e-4,
459.65,1.858e-4,,1.858e-4,
459.67,5.813e-5,,5.813e-5,
459.68,3.210e-5,,3.210e-5,
459.7,9.540e-6,,9.540e-6,
459.72,2.740e-6,,2.740e-6,
459.73,1.450e-6,,1.450e-6,
459.75,3.956e-7,,3.956e-7,
459.77,1.043e-7,,1.043e-7,
459.78,5.288e-8,,5.288e-8,
459.8,1.325e-8,,1.325e-8,
459.82,3.207e-9,,3.207e-9,
459.83,1.558e-9,,1.558e-9,
459.85,3.583e-10,,3.583e-10,
459.87,7.965e-11,,7.965e-11,
459.88,3.707e-11,,3.707e-11,
459.9,7.828e-12,,7.828e-12,
463,3.134e-12,,3.134e-12,
463.02,1.485e-11,,1.485e-11,
463.03,3.191e-11,,3.191e-11,
463.05,1.528e-10,,1.528e-10,
463.07,6.686e-10,,6.686e-10,
463.08,1.381e-9,,1.381e-9,
463.1,5.750e-9,,5.750e-9,
463.12,2.318e-8,,2.318e-8,
463.13,4.594e-8,,4.594e-8,
463.15,1.761e-7,,1.761e-7,
463.17,6.528e-7,,6.528e-7,
463.18,1.241e-6,,1.241e-6,
463.2,4.380e-6,,4.380e-6,
463.22,1.495e-5,,1.495e-5,
463.23,2.729e-5,,2.729e-5,
463.25,8.866e-5,,8.866e-5,
463.27,2.787e-4,,2.787e-4,
463.28,4.881e-4,,4.881e-4,
463.3,1.461e-3,,1.461e-3,
463.32,4.229e-3,,4.229e-3,
463.33,7.108e-3,,7.108e-3,
463.35,1.960e-2,,1.960e-2,
463.37,5.228e-2,,5.228e-2,
463.38,8.435e-2,,8.435e-2,
463.4,2.143e-1,,2.143e-1,
463.42,5.269e-1,,5.269e-1,
463.43,8.161e-1,,8.161e-1,
463.45,1.911e+0,,1.911e+0,
463.47,4.333e+0,,4.333e+0,
463.48,6.446e+0,,6.446e+0,
463.5,1.392e+1,,1.392e+1,
463.52,2.912e+1,,2.912e+1,
463.53,4.160e+1,,4.160e+1,
463.55,8.292e+1,,8.292e+1,
463.57,1.601e+2,,1.601e+2,
463.58,2.198e+2,,2.198e+2,
463.6,4.045e+2,,4.045e+2,
463.62,7.212e+2,,7.212e+2,
463.63,9.518e+2,,9.518e+2,
463.65,1.619e+3,,1.619e+3,
463.67,2.669e+3,,2.669e+3,
463.68,3.387e+3,,3.387e+3,
463.7,5.330e+3,,5.330e+3,
463.72,8.132e+3,,8.132e+3,
463.73,9.930e+3,,9.930e+3,
463.75,1.447e+4,,1.447e+4,
463.77,2.045e+4,,2.045e+4,
463.78,2.405e+4,,2.405e+4,
463.8,3.249e+4,,3.249e+4,
463.82,4.260e+4,,4.260e+4,
463.83,4.824e+4,,4.824e+4,
463.85,6.051e+4,,6.051e+4,
463.87,7.369e+4,,7.369e+4,
463.88,8.043e+4,,8.043e+4,
463.9,9.374e+4,,9.374e+4,
463.92,1.061e+5,,1.061e+5,
463.93,1.117e+5,,1.117e+5,
463.95,1.211e+5,,1.211e+5,
463.97,1.275e+5,,1.275e+5,
463.98,1.294e+5,,1.294e+5,
464,1.305e+5,,1.305e+5,
464.02,1.279e+5,,1.279e+5,
464.03,1.252e+5,,1.252e+5,
464.05,1.174e+5,,1.174e+5,
464.07,1.070e+5,,1.070e+5,
464.08,1.010e+5,,1.010e+5,
464.1,8.812e+4,,8.812e+4,
464.12,7.463e+4,,7.463e+4,
464.13,6.792e+4,,6.792e+4,
464.15,5.502e+4,,5.502e+4,
464.17,4.326e+4,,4.326e+4,
464.18,3.793e+4,,3.793e+4,
464.2,2.850e+4,,2.850e+4,
464.22,2.078e+4,,2.078e+4,
464.23,1.754e+4,,1.754e+4,
464.25,1.221e+4,,1.221e+4,
464.27,8.243e+3,,8.243e+3,
464.28,6.694e+3,,6.694e+3,
464.3,4.312e+3,,4.312e+3,
464.32,2.692e+3,,2.692e+3,
464.33,2.102e+3,,2.102e+3,
464.35,1.252e+3,,1.252e+3,
464.37,7.220e+2,,7.220e+2,
464.38,5.418e+2,,5.418e+2,
464.4,2.978e+2,,2.978e+2,
464.42,1.586e+2,,1.586e+2,
464.43,1.143e+2,,1.143e+2,
464.45,5.797e+1,,5.797e+1,
464.47,2.847e+1,,2.847e+1,
464.48,1.970e+1,,1.970e+1,
464.5,9.214e+0,,9.214e+0,
464.52,4.170e+0,,4.170e+0,
464.53,2.771e+0,,2.771e+0,
464.55,1.194e+0,,1.194e+0,
464.57,4.979e-1,,4.979e-1,
464.58,3.175e-1,,3.175e-1,
464.6,1.260e-1,,1.260e-1,
464.62,4.839e-2,,4.839e-2,
464.63,2.962e-2,,2.962e-2,
464.65,1.082e-2,,1.082e-2,
464.67,3.827e-3,,3.827e-3,
464.68,2.247e-3,,2.247e-3,
464.7,7.560e-4,,7.560e-4,
464.72,2.460e-4,,2.460e-4,
464.73,1.386e-4,,1.386e-4,
464.75,4.292e-5,,4.292e-5,
464.77,1.286e-5,,1.286e-5,
464.78,6.948e-6,,6.948e-6,
464.8,1.980e-6,,1.980e-6,
464.82,5.457e-7,,5.457e-7,
464.83,2.829e-7,,2.829e-7,
464.85,7.418e-8,,7.418e-8,
464.87,1.881e-8,,1.881e-8,
464.88,9.352e-9,,9.352e-9,
464.9,2.256e-9,,2.256e-9,
464.92,5.264e-10,,5.264e-10,
464.93,2.492e-10,,2.492e-10,
464.95,5.535e-11,,5.535e-11,
464.97,1.189e-11,,1.189e-11,
464.98,5.442e-12,,5.442e-12,
465.37,4.090e-9,,4.090e-9,
465.38,8.796e-9,,8.796e-9,
465.4,3.968e-8,,3.968e-8,
465.42,1.732e-7,,1.732e-7,
465.43,3.574e-7,,3.574e-7,
465.45,1.484e-6,,1.484e-6,
465.47,5.963e-6,,5.963e-6,
465.48,1.181e-5,,1.181e-5,
465.5,4.513e-5,,4.513e-5,
465.52,1.669e-4,,1.669e-4,
465.53,3.171e-4,,3.171e-4,
465.55,1.116e-3,,1.116e-3,
465.57,3.799e-3,,3.799e-3,
