Wavelength (nm),Sum(calc),Nd I (3.8e-3),Nd II (8.9e-1)
361.429,2.850e+1,,2.850e+1
361.437,1.743e+2,,1.743e+2
361.445,9.671e+2,,9.671e+2
361.453,4.864e+3,,4.864e+3
361.462,2.664e+4,,2.664e+4
361.470,1.088e+5,,1.088e+5
361.478,4.030e+5,,4.030e+5
361.486,1.354e+6,,1.354e+6
361.494,4.123e+6,,4.123e+6
361.502,1.138e+7,,1.138e+7
361.510,2.851e+7,,2.851e+7
361.518,6.472e+7,,6.472e+7
361.527,1.448e+8,,1.448e+8
361.535,2.670e+8,,2.670e+8
361.543,4.465e+8,,4.465e+8
361.551,6.768e+8,,6.768e+8
361.559,9.304e+8,,9.304e+8
361.567,1.160e+9,,1.160e+9
361.575,1.311e+9,,1.311e+9
361.583,1.343e+9,,1.343e+9
361.592,1.228e+9,,1.228e+9
361.600,1.022e+9,,1.022e+9
361.608,7.714e+8,,7.714e+8
361.616,5.279e+8,,5.279e+8
361.624,3.275e+8,,3.275e+8
361.632,1.843e+8,,1.843e+8
361.640,9.400e+7,,9.400e+7
361.648,4.348e+7,,4.348e+7
361.657,1.625e+7,,1.625e+7
361.665,6.104e+6,,6.104e+6
361.673,2.079e+6,,2.079e+6
361.681,6.422e+5,,6.422e+5
361.689,1.798e+5,,1.798e+5
361.697,4.567e+4,,4.567e+4
361.705,1.052e+4,,1.052e+4
361.714,1.793e+3,,1.793e+3
361.722,3.353e+2,,3.353e+2
361.730,5.685e+1,,5.685e+1
361.738,8.741e+0,,8.741e+0
361.746,1.219e+0,,1.219e+0
361.754,1.540e-1,,1.540e-1
361.762,1.766e-2,,1.766e-2
361.770,1.835e-3,,1.835e-3
361.779,1.278e-4,,1.278e-4
361.787,1.079e-5,,1.079e-5
361.795,8.260e-7,,8.260e-7
364.355,3.532e-8,,3.532e-8
364.364,6.810e-7,,6.810e-7
364.372,8.530e-6,,8.530e-6
364.380,9.705e-5,,9.705e-5
364.388,1.003e-3,,1.003e-3
364.396,9.410e-3,,9.410e-3
364.404,8.019e-2,,8.019e-2
364.412,6.207e-1,,6.207e-1
364.420,4.363e+0,,4.363e+0
364.429,3.488e+1,,3.488e+1
364.437,1.998e+2,,1.998e+2
364.445,1.040e+3,,1.040e+3
364.453,4.912e+3,,4.912e+3
364.461,2.108e+4,,2.108e+4
364.469,8.214e+4,,8.214e+4
364.477,2.907e+5,,2.907e+5
364.485,9.345e+5,,9.345e+5
364.494,3.098e+6,,3.098e+6
364.502,8.115e+6,,8.115e+6
364.510,1.931e+7,,1.931e+7
364.518,4.172e+7,,4.172e+7
364.526,8.186e+7,,8.186e+7
364.534,1.459e+8,,1.459e+8
364.542,2.361e+8,,2.361e+8
364.551,3.617e+8,,3.617e+8
364.559,4.771e+8,,4.771e+8
364.567,5.715e+8,,5.715e+8
364.575,6.218e+8,,6.218e+8
364.583,6.143e+8,,6.143e+8
364.591,5.513e+8,,5.513e+8
364.599,4.492e+8,,4.492e+8
364.607,3.325e+8,,3.325e+8
364.616,2.112e+8,,2.112e+8
364.624,1.274e+8,,1.274e+8
364.632,6.979e+7,,6.979e+7
364.640,3.472e+7,,3.472e+7
364.648,1.569e+7,,1.569e+7
364.656,6.437e+6,,6.437e+6
364.664,2.399e+6,,2.399e+6
364.672,8.119e+5,,8.119e+5
364.681,2.139e+5,,2.139e+5
364.689,5.899e+4,,5.899e+4
364.697,1.478e+4,,1.478e+4
364.705,3.362e+3,,3.362e+3
364.713,6.946e+2,,6.946e+2
364.721,1.303e+2,,1.303e+2
364.729,2.221e+1,,2.221e+1
364.737,3.437e+0,,3.437e+0
364.746,3.755e-1,,3.755e-1
364.754,4.736e-2,,4.736e-2
364.762,5.425e-3,,5.425e-3
364.770,5.644e-4,,5.644e-4
364.778,5.332e-5,,5.332e-5
364.786,4.575e-6,,4.575e-6
364.794,3.566e-7,,3.566e-7
364.803,1.800e-8,,1.800e-8
364.819,6.894e-8,,6.894e-8
364.827,9.333e-7,,9.333e-7
364.835,1.148e-5,,1.148e-5
364.843,1.282e-4,,1.282e-4
364.851,1.302e-3,,1.302e-3
364.859,1.200e-2,,1.200e-2
364.868,1.302e-1,,1.302e-1
364.876,9.787e-1,,9.787e-1
364.884,6.683e+0,,6.683e+0
364.892,4.146e+1,,4.146e+1
364.900,2.336e+2,,2.336e+2
364.908,1.196e+3,,1.196e+3
364.916,5.561e+3,,5.561e+3
364.924,2.349e+4,,2.349e+4
364.933,1.059e+5,,1.059e+5
364.941,3.649e+5,,3.649e+5
364.949,1.142e+6,,1.142e+6
364.957,3.245e+6,,3.245e+6
364.965,8.379e+6,,8.379e+6
364.973,1.965e+7,,1.965e+7
364.981,4.187e+7,,4.187e+7
364.989,8.105e+7,,8.105e+7
364.998,1.519e+8,,1.519e+8
365.006,2.397e+8,,2.397e+8
365.014,3.437e+8,,3.437e+8
365.022,4.476e+8,,4.476e+8
365.030,5.295e+8,,5.295e+8
365.038,5.690e+8,,5.690e+8
365.046,5.555e+8,,5.555e+8
365.055,4.821e+8,,4.821e+8
365.063,3.837e+8,,3.837e+8
365.071,2.775e+8,,2.775e+8
365.079,1.823e+8,,1.823e+8
365.087,1.088e+8,,1.088e+8
365.095,5.896e+7,,5.896e+7
365.103,2.903e+7,,2.903e+7
365.111,1.299e+7,,1.299e+7
365.120,4.684e+6,,4.684e+6
365.128,1.708e+6,,1.708e+6
365.136,5.660e+5,,5.660e+5
365.144,1.704e+5,,1.704e+5
365.152,4.658e+4,,4.658e+4
365.160,1.157e+4,,1.157e+4
365.168,2.632e+3,,2.632e+3
365.176,6.626e+2,,6.626e+2
365.185,8.956e+2,,8.956e+2
365.193,3.842e+3,,3.842e+3
365.201,1.633e+4,,1.633e+4
365.209,6.330e+4,,6.330e+4
365.217,2.229e+5,,2.229e+5
365.225,7.131e+5,,7.131e+5
365.233,2.073e+6,,2.073e+6
365.241,5.474e+6,,5.474e+6
365.250,1.455e+7,,1.455e+7
365.258,3.135e+7,,3.135e+7
365.266,6.135e+7,,6.135e+7
365.274,1.091e+8,,1.091e+8
365.282,1.762e+8,,1.762e+8
365.290,2.586e+8,,2.586e+8
365.298,3.448e+8,,3.448e+8
365.306,4.177e+8,,4.177e+8
365.315,4.622e+8,,4.622e+8
365.323,4.566e+8,,4.566e+8
365.331,4.099e+8,,4.099e+8
365.339,3.344e+8,,3.344e+8
365.347,2.478e+8,,2.478e+8
365.355,1.668e+8,,1.668e+8
365.363,1.020e+8,,1.020e+8
365.372,5.234e+7,,5.234e+7
365.380,2.611e+7,,2.611e+7
365.388,1.183e+7,,1.183e+7
365.396,4.874e+6,,4.874e+6
365.404,1.824e+6,,1.824e+6
365.412,6.199e+5,,6.199e+5
365.420,1.915e+5,,1.915e+5
365.428,5.372e+4,,5.372e+4
365.437,1.147e+4,,1.147e+4
365.445,2.624e+3,,2.624e+3
365.453,5.457e+2,,5.457e+2
365.461,1.031e+2,,1.031e+2
365.469,1.769e+1,,1.769e+1
365.477,2.759e+0,,2.759e+0
365.485,3.909e-1,,3.909e-1
365.493,5.032e-2,,5.032e-2
365.502,4.470e-3,,4.470e-3
365.510,4.693e-4,,4.693e-4
365.518,4.477e-5,,4.477e-5
365.526,3.880e-6,,3.880e-6
365.534,3.055e-7,,3.055e-7
365.542,2.185e-8,,2.185e-8
366.290,2.605e-8,,2.605e-8
366.298,3.754e-7,,3.754e-7
366.306,4.917e-6,,4.917e-6
366.314,5.857e-5,,5.857e-5
366.323,8.484e-4,,8.484e-4
366.331,8.252e-3,,8.252e-3
366.339,7.297e-2,,7.297e-2
366.347,5.867e-1,,5.867e-1
366.355,4.288e+0,,4.288e+0
366.363,2.849e+1,,2.849e+1
366.371,1.721e+2,,1.721e+2
366.380,1.161e+3,,1.161e+3
366.388,5.730e+3,,5.730e+3
366.396,2.570e+4,,2.570e+4
366.404,1.048e+5,,1.048e+5
366.412,3.884e+5,,3.884e+5
366.420,1.309e+6,,1.309e+6
366.428,4.010e+6,,4.010e+6
366.436,1.117e+7,,1.117e+7
366.445,3.155e+7,,3.155e+7
366.453,7.175e+7,,7.175e+7
366.461,1.484e+8,,1.484e+8
366.469,2.790e+8,,2.790e+8
366.477,4.768e+8,,4.768e+8
366.485,7.408e+8,,7.408e+8
366.493,1.046e+9,,1.046e+9
366.501,1.344e+9,,1.344e+9
366.510,1.589e+9,,1.589e+9
366.518,1.666e+9,,1.666e+9
366.526,1.589e+9,,1.589e+9
366.534,1.377e+9,,1.377e+9
366.542,1.085e+9,,1.085e+9
366.550,7.775e+8,,7.775e+8
366.558,5.064e+8,,5.064e+8
366.566,2.998e+8,,2.998e+8
366.575,1.484e+8,,1.484e+8
366.583,7.175e+7,,7.175e+7
366.591,3.155e+7,,3.155e+7
366.599,1.261e+7,,1.261e+7
366.607,4.581e+6,,4.581e+6
366.615,1.513e+6,,1.513e+6
366.623,4.544e+5,,4.544e+5
366.632,1.048e+5,,1.048e+5
366.640,2.570e+4,,2.570e+4
366.648,5.730e+3,,5.730e+3
366.656,1.161e+3,,1.161e+3
366.664,2.140e+2,,2.140e+2
366.672,3.586e+1,,3.586e+1
366.680,5.461e+0,,5.461e+0
366.688,7.562e-1,,7.562e-1
366.697,7.297e-2,,7.297e-2
366.705,8.252e-3,,8.252e-3
366.713,8.484e-4,,8.484e-4
366.721,7.929e-5,,7.929e-5
366.729,6.737e-6,,6.737e-6
366.737,5.204e-7,,5.204e-7
367.591,1.094e-8,,1.094e-8
367.599,1.529e-7,,1.529e-7
367.607,1.944e-6,,1.944e-6
367.615,2.248e-5,,2.248e-5
367.623,2.366e-4,,2.366e-4
367.631,2.264e-3,,2.264e-3
367.640,2.567e-2,,2.567e-2
367.648,2.010e-1,,2.010e-1
367.656,1.431e+0,,1.431e+0
367.664,9.274e+0,,9.274e+0
367.672,5.466e+1,,5.466e+1
367.680,2.931e+2,,2.931e+2
367.688,1.430e+3,,1.430e+3
367.696,6.345e+3,,6.345e+3
367.705,3.029e+4,,3.029e+4
367.713,1.100e+5,,1.100e+5
367.721,3.630e+5,,3.630e+5
367.729,1.090e+6,,1.090e+6
367.737,2.980e+6,,2.980e+6
367.745,7.408e+6,,7.408e+6
367.753,1.675e+7,,1.675e+7
367.761,3.446e+7,,3.446e+7
367.770,6.930e+7,,6.930e+7
367.778,1.166e+8,,1.166e+8
367.786,1.785e+8,,1.785e+8
367.794,2.486e+8,,2.486e+8
367.802,3.149e+8,,3.149e+8
367.810,3.629e+8,,3.629e+8
367.818,3.805e+8,,3.805e+8
367.826,3.629e+8,,3.629e+8
367.835,3.073e+8,,3.073e+8
367.843,2.397e+8,,2.397e+8
367.851,1.701e+8,,1.701e+8
367.859,1.098e+8,,1.098e+8
367.867,6.450e+7,,6.450e+7
367.875,3.446e+7,,3.446e+7
367.883,1.675e+7,,1.675e+7
367.892,6.645e+6,,6.645e+6
367.900,2.642e+6,,2.642e+6
367.908,9.553e+5,,9.553e+5
367.916,3.143e+5,,3.143e+5
367.924,9.407e+4,,9.407e+4
367.932,2.562e+4,,2.562e+4
367.940,6.345e+3,,6.345e+3
367.948,1.430e+3,,1.430e+3
367.957,2.388e+2,,2.388e+2
367.965,4.402e+1,,4.402e+1
367.973,7.380e+0,,7.380e+0
367.981,1.126e+0,,1.126e+0
367.989,1.562e-1,,1.562e-1
367.997,1.972e-2,,1.972e-2
368.005,2.264e-3,,2.264e-3
368.013,2.366e-4,,2.366e-4
368.022,1.664e-5,,1.664e-5
368.030,1.422e-6,,1.422e-6
368.038,1.105e-7,,1.105e-7
371.631,1.815e-8,,1.815e-8
371.639,2.424e-7,,2.424e-7
371.647,2.952e-6,,2.952e-6
371.655,3.275e-5,,3.275e-5
371.663,3.314e-4,,3.314e-4
371.671,3.056e-3,,3.056e-3
371.680,3.331e-2,,3.331e-2
371.688,2.523e-1,,2.523e-1
371.696,1.742e+0,,1.742e+0
371.704,1.097e+1,,1.097e+1
371.712,6.294e+1,,6.294e+1
371.720,3.292e+2,,3.292e+2
371.728,1.570e+3,,1.570e+3
371.736,6.825e+3,,6.825e+3
371.745,3.192e+4,,3.192e+4
371.753,1.140e+5,,1.140e+5
371.761,3.710e+5,,3.710e+5
371.769,1.101e+6,,1.101e+6
371.777,2.978e+6,,2.978e+6
371.785,7.342e+6,,7.342e+6
371.793,1.650e+7,,1.650e+7
371.802,3.675e+7,,3.675e+7
371.810,6.786e+7,,6.786e+7
371.818,1.142e+8,,1.142e+8
371.826,1.753e+8,,1.753e+8
371.834,2.451e+8,,2.451e+8
371.842,3.125e+8,,3.125e+8
371.850,3.633e+8,,3.633e+8
371.858,3.849e+8,,3.849e+8
371.867,3.678e+8,,3.678e+8
371.875,3.201e+8,,3.201e+8
371.883,2.540e+8,,2.540e+8
371.891,1.837e+8,,1.837e+8
371.899,1.211e+8,,1.211e+8
371.907,7.279e+7,,7.279e+7
371.915,3.988e+7,,3.988e+7
371.923,1.992e+7,,1.992e+7
371.932,8.166e+6,,8.166e+6
371.940,3.350e+6,,3.350e+6
371.948,1.253e+6,,1.253e+6
371.956,4.272e+5,,4.272e+5
371.964,1.328e+5,,1.328e+5
371.972,3.761e+4,,3.761e+4
371.980,9.713e+3,,9.713e+3
371.988,2.287e+3,,2.287e+3
371.997,4.023e+2,,4.023e+2
372.005,7.779e+1,,7.779e+1
372.013,1.371e+1,,1.371e+1
372.021,2.204e+0,,2.204e+0
372.029,3.229e-1,,3.229e-1
372.037,4.312e-2,,4.312e-2
372.045,5.249e-3,,5.249e-3
372.054,4.396e-4,,4.396e-4
372.062,4.396e-5,,4.396e-5
372.070,4.008e-6,,4.008e-6
372.078,3.330e-7,,3.330e-7
372.086,2.523e-8,,2.523e-8
372.257,2.891e-8,,2.891e-8
372.265,3.917e-7,,3.917e-7
372.273,4.839e-6,,4.839e-6
372.281,5.451e-5,,5.451e-5
372.289,5.599e-4,,5.599e-4
372.297,5.244e-3,,5.244e-3
372.306,5.819e-2,,5.819e-2
372.314,4.480e-1,,4.480e-1
372.322,3.145e+0,,3.145e+0
372.330,2.014e+1,,2.014e+1
372.338,1.176e+2,,1.176e+2
372.346,6.258e+2,,6.258e+2
372.354,3.038e+3,,3.038e+3
372.362,1.345e+4,,1.345e+4
372.371,6.420e+4,,6.420e+4
372.379,2.336e+5,,2.336e+5
372.387,7.751e+5,,7.751e+5
372.395,2.345e+6,,2.345e+6
372.403,6.469e+6,,6.469e+6
372.411,1.627e+7,,1.627e+7
372.419,3.733e+7,,3.733e+7
372.427,7.810e+7,,7.810e+7
372.436,1.604e+8,,1.604e+8
372.444,2.759e+8,,2.759e+8
372.452,4.325e+8,,4.325e+8
372.460,6.184e+8,,6.184e+8
372.468,8.063e+8,,8.063e+8
372.476,9.585e+8,,9.585e+8
372.484,1.039e+9,,1.039e+9
372.492,1.027e+9,,1.027e+9
372.501,9.081e+8,,9.081e+8
372.509,7.379e+8,,7.379e+8
372.517,5.467e+8,,5.467e+8
372.525,3.694e+8,,3.694e+8
372.533,2.276e+8,,2.276e+8
372.541,1.279e+8,,1.279e+8
372.549,6.550e+7,,6.550e+7
372.558,2.764e+7,,2.764e+7
372.566,1.164e+7,,1.164e+7
372.574,4.470e+6,,4.470e+6
372.582,1.565e+6,,1.565e+6
372.590,4.997e+5,,4.997e+5
372.598,1.455e+5,,1.455e+5
372.606,3.863e+4,,3.863e+4
372.614,9.352e+3,,9.352e+3
372.623,1.698e+3,,1.698e+3
372.631,3.380e+2,,3.380e+2
372.639,6.217e+1,,6.217e+1
372.647,1.613e+1,,1.613e+1
372.655,4.018e+1,,4.018e+1
372.663,2.278e+2,,2.278e+2
372.671,1.222e+3,,1.222e+3
372.679,5.983e+3,,5.983e+3
372.688,3.201e+4,,3.201e+4
372.696,1.289e+5,,1.289e+5
372.704,4.733e+5,,4.733e+5
372.712,1.585e+6,,1.585e+6
372.720,4.842e+6,,4.842e+6
372.728,1.349e+7,,1.349e+7
372.736,3.427e+7,,3.427e+7
372.744,7.942e+7,,7.942e+7
372.753,1.831e+8,,1.831e+8
372.761,3.489e+8,,3.489e+8
372.769,6.063e+8,,6.063e+8
372.777,9.608e+8,,9.608e+8
372.785,1.389e+9,,1.389e+9
372.793,1.831e+9,,1.831e+9
372.801,2.201e+9,,2.201e+9
372.810,2.425e+9,,2.425e+9
372.818,2.398e+9,,2.398e+9
372.826,2.162e+9,,2.162e+9
372.834,1.777e+9,,1.777e+9
372.842,1.333e+9,,1.333e+9
372.850,9.116e+8,,9.116e+8
372.858,5.686e+8,,5.686e+8
372.866,3.235e+8,,3.235e+8
372.875,1.536e+8,,1.536e+8
372.883,7.186e+7,,7.186e+7
372.891,3.066e+7,,3.066e+7
372.899,1.193e+7,,1.193e+7
372.907,4.233e+6,,4.233e+6
372.915,1.370e+6,,1.370e+6
372.923,4.043e+5,,4.043e+5
372.931,1.088e+5,,1.088e+5
372.940,2.228e+4,,2.228e+4
372.948,4.930e+3,,4.930e+3
372.956,9.953e+2,,9.953e+2
372.964,1.832e+2,,1.832e+2
372.972,3.077e+1,,3.077e+1
372.980,4.712e+0,,4.712e+0
372.988,6.581e-1,,6.581e-1
372.996,8.383e-2,,8.383e-2
373.005,7.393e-3,,7.393e-3
373.013,7.743e-4,,7.743e-4
373.021,7.397e-5,,7.397e-5
373.029,6.444e-6,,6.444e-6
373.037,5.120e-7,,5.120e-7
373.476,2.415e-8,,2.415e-8
373.484,3.291e-7,,3.291e-7
373.492,4.092e-6,,4.092e-6
373.500,4.643e-5,,4.643e-5
373.509,6.395e-4,,6.395e-4
373.517,5.972e-3,,5.972e-3
373.525,5.088e-2,,5.088e-2
373.533,3.955e-1,,3.955e-1
373.541,2.805e+0,,2.805e+0
373.549,1.815e+1,,1.815e+1
373.557,1.072e+2,,1.072e+2
373.566,7.083e+2,,7.083e+2
373.574,3.442e+3,,3.442e+3
373.582,1.526e+4,,1.526e+4
373.590,6.175e+4,,6.175e+4
373.598,2.280e+5,,2.280e+5
373.606,7.679e+5,,7.679e+5
373.614,2.360e+6,,2.360e+6
373.622,6.617e+6,,6.617e+6
373.631,1.892e+7,,1.892e+7
373.639,4.366e+7,,4.366e+7
373.647,9.194e+7,,9.194e+7
373.655,1.767e+8,,1.767e+8
373.663,3.097e+8,,3.097e+8
373.671,4.954e+8,,4.954e+8
373.679,7.230e+8,,7.230e+8
373.687,9.629e+8,,9.629e+8
373.696,1.192e+9,,1.192e+9
373.704,1.308e+9,,1.308e+9
373.712,1.314e+9,,1.314e+9
373.720,1.215e+9,,1.215e+9
373.728,1.053e+9,,1.053e+9
373.736,8.968e+8,,8.968e+8
373.744,8.279e+8,,8.279e+8
373.752,9.245e+8,,9.245e+8
373.761,1.301e+9,,1.301e+9
373.769,1.890e+9,,1.890e+9
373.777,2.668e+9,,2.668e+9
373.785,3.513e+9,,3.513e+9
373.793,4.253e+9,,4.253e+9
373.801,4.709e+9,,4.709e+9
373.809,4.761e+9,,4.761e+9
373.817,4.394e+9,,4.394e+9
373.826,3.598e+9,,3.598e+9
373.834,2.734e+9,,2.734e+9
373.842,1.895e+9,,1.895e+9
373.850,1.199e+9,,1.199e+9
373.858,6.918e+8,,6.918e+8
373.866,3.643e+8,,3.643e+8
373.874,1.751e+8,,1.751e+8
373.883,6.881e+7,,6.881e+7
373.891,2.722e+7,,2.722e+7
373.899,9.823e+6,,9.823e+6
373.907,3.235e+6,,3.235e+6
373.915,9.721e+5,,9.721e+5
373.923,2.665e+5,,2.665e+5
373.931,6.669e+4,,6.669e+4
373.939,1.522e+4,,1.522e+4
373.948,2.590e+3,,2.590e+3
373.956,4.867e+2,,4.867e+2
373.964,8.371e+1,,8.371e+1
373.972,1.501e+1,,1.501e+1
373.980,1.490e+1,,1.490e+1
373.988,7.956e+1,,7.956e+1
373.996,4.405e+2,,4.405e+2
374.004,2.233e+3,,2.233e+3
374.013,1.243e+4,,1.243e+4
374.021,5.186e+4,,5.186e+4
374.029,1.975e+5,,1.975e+5
374.037,6.866e+5,,6.866e+5
374.045,2.178e+6,,2.178e+6
374.053,6.306e+6,,6.306e+6
374.061,1.666e+7,,1.666e+7
374.069,4.017e+7,,4.017e+7
374.078,9.693e+7,,9.693e+7
374.086,1.924e+8,,1.924e+8
374.094,3.487e+8,,3.487e+8
374.102,5.765e+8,,5.765e+8
374.110,8.700e+8,,8.700e+8
374.118,1.198e+9,,1.198e+9
374.126,1.506e+9,,1.506e+9
374.135,1.746e+9,,1.746e+9
374.143,1.807e+9,,1.807e+9
374.151,1.706e+9,,1.706e+9
374.159,1.471e+9,,1.471e+9
374.167,1.157e+9,,1.157e+9
374.175,8.306e+8,,8.306e+8
374.183,5.441e+8,,5.441e+8
374.191,3.253e+8,,3.253e+8
374.200,1.635e+8,,1.635e+8
374.208,8.050e+7,,8.050e+7
374.216,3.617e+7,,3.617e+7
374.224,1.483e+7,,1.483e+7
374.232,5.549e+6,,5.549e+6
374.240,1.895e+6,,1.895e+6
374.248,5.906e+5,,5.906e+5
374.256,1.680e+5,,1.680e+5
374.265,3.660e+4,,3.660e+4
374.273,8.571e+3,,8.571e+3
374.281,1.832e+3,,1.832e+3
374.289,3.573e+2,,3.573e+2
374.297,6.361e+1,,6.361e+1
374.305,1.033e+1,,1.033e+1
374.313,1.532e+0,,1.532e+0
374.321,2.073e-1,,2.073e-1
374.330,1.958e-2,,1.958e-2
374.338,2.181e-3,,2.181e-3
374.346,2.218e-4,,2.218e-4
374.354,2.058e-5,,2.058e-5
374.362,1.743e-6,,1.743e-6
374.370,1.347e-7,,1.347e-7
375.021,2.545e-7,,2.545e-7
375.029,3.282e-6,,3.282e-6
375.037,3.868e-5,,3.868e-5
375.045,4.159e-4,,4.159e-4
375.053,4.083e-3,,4.083e-3
375.061,3.661e-2,,3.661e-2
375.069,2.997e-1,,2.997e-1
375.077,2.241e+0,,2.241e+0
375.086,1.933e+1,,1.933e+1
375.094,1.192e+2,,1.192e+2
375.102,6.713e+2,,6.713e+2
375.110,3.453e+3,,3.453e+3
375.118,1.622e+4,,1.622e+4
375.126,6.961e+4,,6.961e+4
375.134,2.729e+5,,2.729e+5
375.143,1.139e+6,,1.139e+6
375.151,3.688e+6,,3.688e+6
375.159,1.091e+7,,1.091e+7
375.167,2.950e+7,,2.950e+7
375.175,7.295e+7,,7.295e+7
375.183,1.650e+8,,1.650e+8
375.191,3.413e+8,,3.413e+8
375.199,6.464e+8,,6.464e+8
375.208,1.193e+9,,1.193e+9
375.216,1.876e+9,,1.876e+9
375.224,2.702e+9,,2.702e+9
375.232,3.572e+9,,3.572e+9
375.240,4.336e+9,,4.336e+9
375.248,4.836e+9,,4.836e+9
375.256,4.959e+9,,4.959e+9
375.264,4.681e+9,,4.681e+9
375.273,3.976e+9,,3.976e+9
375.281,3.154e+9,,3.154e+9
375.289,2.307e+9,,2.307e+9
375.297,1.557e+9,,1.557e+9
375.305,9.696e+8,,9.696e+8
375.313,5.571e+8,,5.571e+8
375.321,2.952e+8,,2.952e+8
375.329,1.442e+8,,1.442e+8
375.338,5.842e+7,,5.842e+7
375.346,2.396e+7,,2.396e+7
375.354,9.040e+6,,9.040e+6
375.362,3.135e+6,,3.135e+6
375.370,9.984e+5,,9.984e+5
375.378,2.918e+5,,2.918e+5
375.386,7.819e+4,,7.819e+4
375.395,1.602e+4,,1.602e+4
375.403,3.592e+3,,3.592e+3
375.411,8.889e+2,,8.889e+2
375.419,9.804e+2,,9.804e+2
375.427,4.022e+3,,4.022e+3
375.435,1.728e+4,,1.728e+4
375.443,6.816e+4,,6.816e+4
375.451,2.456e+5,,2.456e+5
375.460,9.320e+5,,9.320e+5
375.468,2.769e+6,,2.769e+6
375.476,7.515e+6,,7.515e+6
375.484,1.862e+7,,1.862e+7
375.492,4.215e+7,,4.215e+7
375.500,8.711e+7,,8.711e+7
375.508,1.644e+8,,1.644e+8
375.516,2.834e+8,,2.834e+8
375.525,4.692e+8,,4.692e+8
375.533,6.669e+8,,6.669e+8
375.541,8.657e+8,,8.657e+8
375.549,1.026e+9,,1.026e+9
375.557,1.111e+9,,1.111e+9
375.565,1.099e+9,,1.099e+9
375.573,9.920e+8,,9.920e+8
375.581,8.180e+8,,8.180e+8
375.590,5.908e+8,,5.908e+8
375.598,4.017e+8,,4.017e+8
375.606,2.495e+8,,2.495e+8
375.614,1.415e+8,,1.415e+8
375.622,7.327e+7,,7.327e+7
375.630,3.466e+7,,3.466e+7
375.638,1.497e+7,,1.497e+7
375.647,5.229e+6,,5.229e+6
375.655,1.884e+6,,1.884e+6
375.663,6.981e+5,,6.981e+5
375.671,5.177e+5,,5.177e+5
375.679,1.172e+6,,1.172e+6
375.687,3.421e+6,,3.421e+6
375.695,9.455e+6,,9.455e+6
375.703,2.394e+7,,2.394e+7
375.712,6.108e+7,,6.108e+7
375.720,1.276e+8,,1.276e+8
375.728,2.434e+8,,2.434e+8
375.736,4.240e+8,,4.240e+8
375.744,6.747e+8,,6.747e+8
375.752,9.806e+8,,9.806e+8
375.760,1.302e+9,,1.302e+9
375.768,1.578e+9,,1.578e+9
375.777,1.759e+9,,1.759e+9
375.785,1.760e+9,,1.760e+9
375.793,1.611e+9,,1.611e+9
375.801,1.353e+9,,1.353e+9
375.809,1.056e+9,,1.056e+9
375.817,7.968e+8,,7.968e+8
375.825,6.466e+8,,6.466e+8
375.833,6.646e+8,,6.646e+8
375.842,9.437e+8,,9.437e+8
375.850,1.451e+9,,1.451e+9
375.858,2.188e+9,,2.188e+9
375.866,3.081e+9,,3.081e+9
375.874,3.988e+9,,3.988e+9
375.882,4.724e+9,,4.724e+9
375.890,5.117e+9,,5.117e+9
375.899,5.032e+9,,5.032e+9
375.907,4.521e+9,,4.521e+9
375.915,3.748e+9,,3.748e+9
375.923,2.910e+9,,2.910e+9
375.931,2.193e+9,,2.193e+9
375.939,1.713e+9,,1.713e+9
375.947,1.499e+9,,1.499e+9
375.955,1.500e+9,,1.500e+9
375.964,1.634e+9,,1.634e+9
375.972,1.748e+9,,1.748e+9
375.980,1.769e+9,,1.769e+9
375.988,1.657e+9,,1.657e+9
375.996,1.426e+9,,1.426e+9
376.004,1.123e+9,,1.123e+9
376.012,8.081e+8,,8.081e+8
376.020,5.315e+8,,5.315e+8
376.029,2.978e+8,,2.978e+8
376.037,1.616e+8,,1.616e+8
376.045,8.010e+7,,8.010e+7
376.053,3.627e+7,,3.627e+7
376.061,1.500e+7,,1.500e+7
376.069,5.668e+6,,5.668e+6
376.077,1.956e+6,,1.956e+6
376.085,6.165e+5,,6.165e+5
376.094,1.510e+5,,1.510e+5
376.102,3.926e+4,,3.926e+4
376.110,9.325e+3,,9.325e+3
376.118,2.023e+3,,2.023e+3
376.126,4.010e+2,,4.010e+2
376.134,7.258e+1,,7.258e+1
376.142,1.200e+1,,1.200e+1
376.151,1.427e+0,,1.427e+0
376.159,2.346e-1,,2.346e-1
376.167,3.482e-1,,3.482e-1
376.175,2.369e+0,,2.369e+0
376.183,1.579e+1,,1.579e+1
376.191,9.621e+1,,9.621e+1
376.199,5.357e+2,,5.357e+2
376.207,2.725e+3,,2.725e+3
376.216,1.525e+4,,1.525e+4
376.224,6.402e+4,,6.402e+4
376.232,2.456e+5,,2.456e+5
376.240,8.604e+5,,8.604e+5
376.248,2.754e+6,,2.754e+6
376.256,8.055e+6,,8.055e+6
376.264,2.152e+7,,2.152e+7
376.272,5.254e+7,,5.254e+7
376.281,1.287e+8,,1.287e+8
376.289,2.593e+8,,2.593e+8
376.297,4.772e+8,,4.772e+8
376.305,8.024e+8,,8.024e+8
376.313,1.233e+9,,1.233e+9
376.321,1.730e+9,,1.730e+9
376.329,2.218e+9,,2.218e+9
376.337,2.598e+9,,2.598e+9
376.346,2.786e+9,,2.786e+9
376.354,2.693e+9,,2.693e+9
