Wavelength (nm),Sum(calc),Ni I (6.8e-2),Ni II (9.3e-1),Ni III (6.9e-4)
350.991,4.156e+8,4.156e+8,,5.572e-18
350.996,5.773e+8,5.773e+8,,5.572e-18
351.001,7.701e+8,7.701e+8,,5.572e-18
351.006,9.863e+8,9.863e+8,,5.573e-18
351.011,1.213e+9,1.213e+9,,5.573e-18
351.016,1.433e+9,1.433e+9,,5.574e-18
351.021,1.625e+9,1.625e+9,,5.574e-18
351.026,1.769e+9,1.769e+9,,5.574e-18
351.031,1.850e+9,1.850e+9,,5.575e-18
351.036,1.857e+9,1.857e+9,,5.575e-18
351.041,1.791e+9,1.791e+9,,5.576e-18
351.046,1.658e+9,1.658e+9,,5.576e-18
351.051,1.474e+9,1.474e+9,,5.576e-18
351.056,1.258e+9,1.258e+9,,5.577e-18
351.061,1.031e+9,1.031e+9,,5.577e-18
351.066,8.118e+8,8.118e+8,,5.577e-18
351.071,6.135e+8,6.135e+8,,5.578e-18
351.076,4.453e+8,4.453e+8,,5.578e-18
351.081,3.103e+8,3.103e+8,,5.579e-18
351.086,2.076e+8,2.076e+8,,5.579e-18
351.091,1.334e+8,1.334e+8,,5.579e-18
351.096,8.233e+7,8.233e+7,,5.580e-18
351.101,4.878e+7,4.878e+7,,5.580e-18
351.106,2.775e+7,2.775e+7,,5.581e-18
351.111,1.516e+7,1.516e+7,,5.581e-18
351.116,7.953e+6,7.953e+6,,5.581e-18
351.121,4.006e+6,4.006e+6,,5.582e-18
351.126,1.938e+6,1.938e+6,,5.582e-18
351.131,8.999e+5,8.999e+5,,5.583e-18
351.136,4.014e+5,4.014e+5,,5.583e-18
351.141,1.719e+5,1.719e+5,,5.583e-18
351.146,7.068e+4,7.068e+4,,5.584e-18
351.151,2.791e+4,2.791e+4,,5.584e-18
351.156,1.058e+4,1.058e+4,,5.584e-18
351.161,3.853e+3,3.853e+3,,5.585e-18
351.166,1.347e+3,1.347e+3,,5.585e-18
351.171,4.522e+2,4.522e+2,,5.586e-18
351.176,1.458e+2,1.458e+2,,5.586e-18
351.181,4.513e+1,4.513e+1,,5.586e-18
351.186,1.341e+1,1.341e+1,,5.587e-18
351.191,3.828e+0,3.828e+0,,5.587e-18
351.196,1.049e+0,1.049e+0,,5.588e-18
351.201,2.761e-1,2.761e-1,,5.588e-18
351.206,6.978e-2,6.978e-2,,5.588e-18
351.211,1.693e-2,1.693e-2,,5.589e-18
351.216,3.945e-3,3.945e-3,,5.589e-18
351.221,8.827e-4,8.827e-4,,5.590e-18
351.226,1.896e-4,1.896e-4,,5.590e-18
351.231,3.912e-5,3.912e-5,,5.590e-18
351.236,7.750e-6,7.750e-6,,5.591e-18
351.241,1.474e-6,1.474e-6,,5.591e-18
351.246,2.693e-7,2.693e-7,,5.591e-18
351.251,4.723e-8,4.723e-8,,5.592e-18
351.256,7.954e-9,7.954e-9,,5.592e-18
351.281,1.171e-8,1.171e-8,,5.594e-18
351.286,7.033e-8,7.033e-8,,5.595e-18
351.291,4.056e-7,4.056e-7,,5.595e-18
351.296,2.247e-6,2.247e-6,,5.595e-18
351.301,1.195e-5,1.195e-5,,5.596e-18
351.306,6.105e-5,6.105e-5,,5.596e-18
351.311,2.995e-4,2.995e-4,,5.597e-18
351.316,1.411e-3,1.411e-3,,5.597e-18
351.321,6.383e-3,6.383e-3,,5.597e-18
351.326,2.773e-2,2.773e-2,,5.598e-18
351.331,1.157e-1,1.157e-1,,5.598e-18
351.336,4.636e-1,4.636e-1,,5.598e-18
351.341,1.784e+0,1.784e+0,,5.599e-18
351.346,6.593e+0,6.593e+0,,5.599e-18
351.351,2.340e+1,2.340e+1,,5.600e-18
351.356,7.974e+1,7.974e+1,,5.600e-18
351.361,2.610e+2,2.610e+2,,5.600e-18
351.366,8.203e+2,8.203e+2,,5.601e-18
351.371,2.476e+3,2.476e+3,,5.601e-18
351.376,7.178e+3,7.178e+3,,5.602e-18
351.381,1.998e+4,1.998e+4,,5.602e-18
351.386,5.342e+4,5.342e+4,,5.602e-18
351.391,1.372e+5,1.372e+5,,5.603e-18
351.396,3.382e+5,3.382e+5,,5.603e-18
351.401,8.007e+5,8.007e+5,,5.604e-18
351.406,1.821e+6,1.821e+6,,5.604e-18
351.411,3.976e+6,3.976e+6,,5.604e-18
351.416,8.338e+6,8.338e+6,,5.605e-18
351.421,1.679e+7,1.679e+7,,5.605e-18
351.426,3.248e+7,3.248e+7,,5.605e-18
351.431,6.032e+7,6.032e+7,,5.606e-18
351.436,1.076e+8,1.076e+8,,5.606e-18
351.441,1.843e+8,1.843e+8,,5.607e-18
351.446,3.032e+8,3.032e+8,,5.607e-18
351.451,4.790e+8,4.790e+8,,5.607e-18
351.456,7.266e+8,7.266e+8,,5.608e-18
351.461,1.059e+9,1.059e+9,,5.608e-18
351.466,1.481e+9,1.481e+9,,5.609e-18
351.471,1.990e+9,1.990e+9,,5.609e-18
351.476,2.568e+9,2.568e+9,,5.609e-18
351.481,3.183e+9,3.183e+9,,5.610e-18
351.486,3.788e+9,3.788e+9,,5.610e-18
351.491,4.329e+9,4.329e+9,,5.611e-18
351.496,4.751e+9,4.751e+9,,5.611e-18
351.501,5.008e+9,5.008e+9,,5.611e-18
351.506,5.069e+9,5.069e+9,,5.612e-18
351.511,4.927e+9,4.927e+9,,5.612e-18
351.516,4.600e+9,4.600e+9,,5.612e-18
351.521,4.124e+9,4.124e+9,,5.613e-18
351.526,3.550e+9,3.550e+9,,5.613e-18
351.531,2.935e+9,2.935e+9,,5.614e-18
351.536,2.331e+9,2.331e+9,,5.614e-18
351.541,1.777e+9,1.777e+9,,5.614e-18
351.546,1.301e+9,1.301e+9,,5.615e-18
351.551,9.152e+8,9.152e+8,,5.615e-18
351.556,6.180e+8,6.180e+8,,5.616e-18
351.561,4.008e+8,4.008e+8,,5.616e-18
351.566,2.497e+8,2.497e+8,,5.616e-18
351.571,1.493e+8,1.493e+8,,5.617e-18
351.576,8.578e+7,8.578e+7,,5.617e-18
351.581,4.732e+7,4.732e+7,,5.618e-18
351.586,2.507e+7,2.507e+7,,5.618e-18
351.591,1.275e+7,1.275e+7,,5.618e-18
351.596,6.230e+6,6.230e+6,,5.619e-18
351.601,2.923e+6,2.923e+6,,5.619e-18
351.606,1.317e+6,1.317e+6,,5.619e-18
351.611,5.700e+5,5.700e+5,,5.620e-18
351.616,2.368e+5,2.368e+5,,5.620e-18
351.621,9.452e+4,9.452e+4,,5.621e-18
351.626,3.622e+4,3.622e+4,,5.621e-18
351.631,1.333e+4,1.333e+4,,5.621e-18
351.636,4.712e+3,4.712e+3,,5.622e-18
351.641,1.599e+3,1.599e+3,,5.622e-18
351.646,5.214e+2,5.214e+2,,5.623e-18
351.651,1.632e+2,1.632e+2,,5.623e-18
351.656,4.907e+1,4.907e+1,,5.623e-18
351.661,1.417e+1,1.417e+1,,5.624e-18
351.666,3.928e+0,3.928e+0,,5.624e-18
351.671,1.046e+0,1.046e+0,,5.625e-18
351.676,2.674e-1,2.674e-1,,5.625e-18
351.681,6.566e-2,6.566e-2,,5.625e-18
351.686,1.548e-2,1.548e-2,,5.626e-18
351.691,3.507e-3,3.507e-3,,5.626e-18
351.696,7.626e-4,7.626e-4,,5.626e-18
351.701,1.593e-4,1.593e-4,,5.627e-18
351.706,3.195e-5,3.195e-5,,5.627e-18
351.711,6.154e-6,6.154e-6,,5.628e-18
351.716,1.138e-6,1.138e-6,,5.628e-18
351.721,2.022e-7,2.022e-7,,5.628e-18
351.726,3.450e-8,3.450e-8,,5.629e-18
351.751,5.379e-10,5.379e-10,,5.631e-18
351.756,3.241e-9,3.241e-9,,5.631e-18
351.761,1.876e-8,1.876e-8,,5.632e-18
351.766,1.042e-7,1.042e-7,,5.632e-18
351.771,5.565e-7,5.565e-7,,5.632e-18
351.776,2.853e-6,2.853e-6,,5.633e-18
351.781,1.405e-5,1.405e-5,,5.633e-18
351.786,6.645e-5,6.645e-5,,5.633e-18
351.791,3.019e-4,3.019e-4,,5.634e-18
351.796,1.317e-3,1.317e-3,,5.634e-18
351.801,5.518e-3,5.518e-3,,5.635e-18
351.806,2.221e-2,2.221e-2,,5.635e-18
351.811,8.584e-2,8.584e-2,,5.635e-18
351.816,3.187e-1,3.187e-1,,5.636e-18
351.821,1.136e+0,1.136e+0,,5.636e-18
351.826,3.891e+0,3.891e+0,,5.637e-18
351.831,1.280e+1,1.280e+1,,5.637e-18
351.836,4.043e+1,4.043e+1,,5.637e-18
351.842,1.524e+2,1.524e+2,,5.638e-18
351.847,4.405e+2,4.405e+2,,5.638e-18
351.852,1.223e+3,1.223e+3,,5.639e-18
351.857,3.261e+3,3.261e+3,,5.639e-18
351.862,8.351e+3,8.351e+3,,5.639e-18
351.867,2.054e+4,2.054e+4,,5.640e-18
351.872,4.852e+4,4.852e+4,,5.640e-18
351.877,1.101e+5,1.101e+5,,5.641e-18
351.882,2.399e+5,2.399e+5,,5.641e-18
351.887,5.021e+5,5.021e+5,,5.641e-18
351.892,1.009e+6,1.009e+6,,5.642e-18
351.897,1.949e+6,1.949e+6,,5.642e-18
351.902,3.614e+6,3.614e+6,,5.642e-18
351.907,6.435e+6,6.435e+6,,5.643e-18
351.912,1.101e+7,1.101e+7,,5.643e-18
351.917,1.808e+7,1.808e+7,,5.644e-18
351.922,2.853e+7,2.853e+7,,5.644e-18
351.927,4.324e+7,4.324e+7,,5.644e-18
351.932,6.294e+7,6.294e+7,,5.645e-18
351.937,8.798e+7,8.798e+7,,5.645e-18
351.942,1.181e+8,1.181e+8,,5.646e-18
351.947,1.523e+8,1.523e+8,,5.646e-18
351.952,1.886e+8,1.886e+8,,5.646e-18
351.957,2.244e+8,2.244e+8,,5.647e-18
351.962,2.564e+8,2.564e+8,,5.647e-18
351.967,2.813e+8,2.813e+8,,5.648e-18
351.972,2.965e+8,2.965e+8,,5.648e-18
351.977,3.001e+8,3.001e+8,,5.648e-18
351.982,2.917e+8,2.917e+8,,5.649e-18
351.987,2.724e+8,2.724e+8,,5.649e-18
351.992,2.442e+8,2.442e+8,,5.649e-18
351.997,2.104e+8,2.104e+8,,5.650e-18
352.002,1.740e+8,1.740e+8,,5.650e-18
352.007,1.383e+8,1.383e+8,,5.651e-18
352.012,1.055e+8,1.055e+8,,5.651e-18
352.017,7.732e+7,7.732e+7,,5.651e-18
352.022,5.443e+7,5.443e+7,,5.652e-18
352.027,3.679e+7,3.679e+7,,5.652e-18
352.032,2.389e+7,2.389e+7,,5.653e-18
352.037,1.490e+7,1.490e+7,,5.653e-18
352.042,8.924e+6,8.924e+6,,5.653e-18
352.047,5.134e+6,5.134e+6,,5.654e-18
352.052,2.836e+6,2.836e+6,,5.654e-18
352.057,1.505e+6,1.505e+6,,5.655e-18
352.062,7.671e+5,7.671e+5,,5.655e-18
352.067,3.755e+5,3.755e+5,,5.655e-18
352.072,1.765e+5,1.765e+5,,5.656e-18
352.077,7.972e+4,7.972e+4,,5.656e-18
352.082,3.457e+4,3.457e+4,,5.656e-18
352.087,1.440e+4,1.440e+4,,5.657e-18
352.092,5.761e+3,5.761e+3,,5.657e-18
352.097,2.214e+3,2.214e+3,,5.658e-18
352.102,8.169e+2,8.169e+2,,5.658e-18
352.107,2.895e+2,2.895e+2,,5.658e-18
352.112,9.856e+1,9.856e+1,,5.659e-18
352.117,3.222e+1,3.222e+1,,5.659e-18
352.122,1.012e+1,1.012e+1,,5.660e-18
352.127,3.052e+0,3.052e+0,,5.660e-18
352.132,8.840e-1,8.840e-1,,5.660e-18
352.137,2.459e-1,2.459e-1,,5.661e-18
352.142,6.571e-2,6.571e-2,,5.661e-18
352.147,1.686e-2,1.686e-2,,5.662e-18
352.152,4.157e-3,4.157e-3,,5.662e-18
352.157,9.841e-4,9.841e-4,,5.662e-18
352.162,2.237e-4,2.237e-4,,5.663e-18
352.167,4.886e-5,4.886e-5,,5.663e-18
352.172,1.025e-5,1.025e-5,,5.663e-18
352.177,2.064e-6,2.064e-6,,5.664e-18
352.182,3.994e-7,3.994e-7,,5.664e-18
352.187,7.421e-8,7.421e-8,,5.665e-18
352.192,1.324e-8,1.324e-8,,5.665e-18
352.197,2.270e-9,2.270e-9,,5.665e-18
352.232,5.546e-8,5.546e-8,,5.668e-18
352.237,3.246e-7,3.246e-7,,5.669e-18
352.242,1.825e-6,1.825e-6,,5.669e-18
352.247,9.856e-6,9.856e-6,,5.669e-18
352.252,5.113e-5,5.113e-5,,5.670e-18
352.257,2.547e-4,2.547e-4,,5.670e-18
352.262,1.219e-3,1.219e-3,,5.670e-18
352.267,5.605e-3,5.605e-3,,5.671e-18
352.272,2.475e-2,2.475e-2,,5.671e-18
352.277,1.050e-1,1.050e-1,,5.672e-18
352.282,4.278e-1,4.278e-1,,5.672e-18
352.287,1.674e+0,1.674e+0,,5.672e-18
352.292,6.294e+0,6.294e+0,,5.673e-18
352.297,2.273e+1,2.273e+1,,5.673e-18
352.302,7.883e+1,7.883e+1,,5.674e-18
352.307,2.626e+2,2.626e+2,,5.674e-18
352.312,8.405e+2,8.405e+2,,5.674e-18
352.317,2.584e+3,2.584e+3,,5.675e-18
352.322,7.629e+3,7.629e+3,,5.675e-18
352.327,2.164e+4,2.164e+4,,5.676e-18
352.332,5.895e+4,5.895e+4,,5.676e-18
352.337,1.543e+5,1.543e+5,,5.676e-18
352.342,3.877e+5,3.877e+5,,5.677e-18
352.347,9.362e+5,9.362e+5,,5.677e-18
352.352,2.171e+6,2.171e+6,,5.677e-18
352.357,4.837e+6,4.837e+6,,5.678e-18
352.362,1.035e+7,1.035e+7,,5.678e-18
352.367,2.127e+7,2.127e+7,,5.679e-18
352.372,4.200e+7,4.200e+7,,5.679e-18
352.377,7.965e+7,7.965e+7,,5.679e-18
352.382,1.451e+8,1.451e+8,,5.680e-18
352.387,2.539e+8,2.539e+8,,5.680e-18
352.392,4.267e+8,4.267e+8,,5.681e-18
352.397,6.889e+8,6.889e+8,,5.681e-18
352.402,1.068e+9,1.068e+9,,5.681e-18
352.407,1.591e+9,1.591e+9,,5.682e-18
352.412,2.277e+9,2.277e+9,,5.682e-18
352.417,3.129e+9,3.129e+9,,5.683e-18
352.422,4.131e+9,4.131e+9,,5.683e-18
352.427,5.238e+9,5.238e+9,,5.683e-18
352.432,6.380e+9,6.380e+9,,5.684e-18
352.437,7.464e+9,7.464e+9,,5.684e-18
352.442,8.388e+9,8.388e+9,,5.684e-18
352.447,9.055e+9,9.055e+9,,5.685e-18
352.452,9.389e+9,9.389e+9,,5.685e-18
352.457,9.351e+9,9.351e+9,,5.686e-18
352.462,8.946e+9,8.946e+9,,5.686e-18
352.467,8.221e+9,8.221e+9,,5.686e-18
352.472,7.257e+9,7.257e+9,,5.687e-18
352.477,6.153e+9,6.153e+9,,5.687e-18
352.482,5.011e+9,5.011e+9,,5.688e-18
352.487,3.920e+9,3.920e+9,,5.688e-18
352.492,2.946e+9,2.946e+9,,5.688e-18
352.497,2.126e+9,2.126e+9,,5.689e-18
352.502,1.474e+9,1.474e+9,,5.689e-18
352.507,9.817e+8,9.817e+8,,5.690e-18
352.512,6.280e+8,6.280e+8,,5.690e-18
352.517,3.859e+8,3.859e+8,,5.690e-18
352.522,2.277e+8,2.277e+8,,5.691e-18
352.527,1.291e+8,1.291e+8,,5.691e-18
352.532,7.031e+7,7.031e+7,,5.691e-18
352.537,3.678e+7,3.678e+7,,5.692e-18
352.542,1.848e+7,1.848e+7,,5.692e-18
352.547,8.918e+6,8.918e+6,,5.693e-18
352.552,4.134e+6,4.134e+6,,5.693e-18
352.557,1.841e+6,1.841e+6,,5.693e-18
352.562,7.874e+5,7.874e+5,,5.694e-18
352.567,3.235e+5,3.235e+5,,5.694e-18
352.572,1.277e+5,1.277e+5,,5.695e-18
352.577,4.840e+4,4.840e+4,,5.695e-18
352.582,1.762e+4,1.762e+4,,5.695e-18
352.587,6.163e+3,6.163e+3,,5.696e-18
352.592,2.071e+3,2.071e+3,,5.696e-18
352.597,6.682e+2,6.682e+2,,5.697e-18
352.602,2.071e+2,2.071e+2,,5.697e-18
352.607,6.167e+1,6.167e+1,,5.697e-18
352.612,1.764e+1,1.764e+1,,5.698e-18
352.617,4.845e+0,4.845e+0,,5.698e-18
352.622,1.278e+0,1.278e+0,,5.698e-18
352.627,3.241e-1,3.241e-1,,5.699e-18
352.632,7.890e-2,7.890e-2,,5.699e-18
352.637,1.845e-2,1.845e-2,,5.700e-18
352.642,4.145e-3,4.145e-3,,5.700e-18
352.647,8.943e-4,8.943e-4,,5.700e-18
352.652,1.854e-4,1.854e-4,,5.701e-18
352.657,3.690e-5,3.690e-5,,5.701e-18
352.662,7.057e-6,7.057e-6,,5.702e-18
352.667,1.296e-6,1.296e-6,,5.702e-18
352.672,2.287e-7,2.287e-7,,5.702e-18
352.677,3.876e-8,3.876e-8,,5.703e-18
354.594,1.124e-9,1.124e-9,,5.852e-18
354.599,6.528e-9,6.528e-9,,5.852e-18
354.604,3.645e-8,3.645e-8,,5.853e-18
354.609,1.955e-7,1.955e-7,,5.853e-18
354.614,1.008e-6,1.008e-6,,5.853e-18
354.619,4.997e-6,4.997e-6,,5.854e-18
354.624,2.380e-5,2.380e-5,,5.854e-18
354.629,1.089e-4,1.089e-4,,5.854e-18
354.634,4.792e-4,4.792e-4,,5.855e-18
354.639,2.026e-3,2.026e-3,,5.855e-18
354.644,8.231e-3,8.231e-3,,5.856e-18
354.649,3.214e-2,3.214e-2,,5.856e-18
354.654,1.206e-1,1.206e-1,,5.856e-18
354.659,4.351e-1,4.351e-1,,5.857e-18
354.664,1.508e+0,1.508e+0,,5.857e-18
354.669,5.024e+0,5.024e+0,,5.858e-18
354.674,1.608e+1,1.608e+1,,5.858e-18
354.679,4.949e+1,4.949e+1,,5.858e-18
354.684,1.464e+2,1.464e+2,,5.859e-18
354.689,4.159e+2,4.159e+2,,5.859e-18
354.694,1.136e+3,1.136e+3,,5.860e-18
354.699,2.982e+3,2.982e+3,,5.860e-18
354.704,7.524e+3,7.524e+3,,5.860e-18
354.709,1.824e+4,1.824e+4,,5.861e-18
354.714,4.251e+4,4.251e+4,,5.861e-18
354.719,9.519e+4,9.519e+4,,5.861e-18
354.724,2.049e+5,2.049e+5,,5.862e-18
354.729,4.238e+5,4.238e+5,,5.862e-18
354.734,8.424e+5,8.424e+5,,5.863e-18
354.739,1.609e+6,1.609e+6,,5.863e-18
354.744,2.955e+6,2.955e+6,,5.863e-18
354.749,5.214e+6,5.214e+6,,5.864e-18
354.754,8.843e+6,8.843e+6,,5.864e-18
354.759,1.441e+7,1.441e+7,,5.865e-18
354.764,2.258e+7,2.258e+7,,5.865e-18
354.769,3.399e+7,3.399e+7,,5.865e-18
354.774,4.917e+7,4.917e+7,,5.866e-18
354.779,6.837e+7,6.837e+7,,5.866e-18
354.784,9.137e+7,9.137e+7,,5.867e-18
354.789,1.173e+8,1.173e+8,,5.867e-18
354.794,1.448e+8,1.448e+8,,5.867e-18
354.799,1.718e+8,1.718e+8,,5.868e-18
354.804,1.959e+8,1.959e+8,,5.868e-18
354.809,2.146e+8,2.146e+8,,5.868e-18
354.814,2.260e+8,2.260e+8,,5.869e-18
354.819,2.287e+8,2.287e+8,,5.869e-18
354.824,2.224e+8,2.224e+8,,5.870e-18
354.829,2.079e+8,2.079e+8,,5.870e-18
354.834,1.867e+8,1.867e+8,,5.870e-18
354.839,1.612e+8,1.612e+8,,5.871e-18
354.844,1.338e+8,1.338e+8,,5.871e-18
354.849,1.067e+8,1.067e+8,,5.872e-18
354.854,8.175e+7,8.175e+7,,5.872e-18
354.859,6.021e+7,6.021e+7,,5.872e-18
354.864,4.262e+7,4.262e+7,,5.873e-18
354.869,2.899e+7,2.899e+7,,5.873e-18
354.874,1.896e+7,1.896e+7,,5.874e-18
354.879,1.191e+7,1.191e+7,,5.874e-18
354.884,7.193e+6,7.193e+6,,5.874e-18
354.889,4.175e+6,4.175e+6,,5.875e-18
354.894,2.328e+6,2.328e+6,,5.875e-18
354.899,1.248e+6,1.248e+6,,5.875e-18
354.904,6.430e+5,6.430e+5,,5.876e-18
354.909,3.184e+5,3.184e+5,,5.876e-18
354.914,1.515e+5,1.515e+5,,5.877e-18
354.919,6.928e+4,6.928e+4,,5.877e-18
354.924,3.045e+4,3.045e+4,,5.877e-18
354.929,1.286e+4,1.286e+4,,5.878e-18
354.934,5.221e+3,5.221e+3,,5.878e-18
354.939,2.037e+3,2.037e+3,,5.879e-18
354.944,7.637e+2,7.637e+2,,5.879e-18
354.949,2.752e+2,2.752e+2,,5.879e-18
354.954,9.531e+1,9.531e+1,,5.880e-18
354.959,3.172e+1,3.172e+1,,5.880e-18
354.964,1.015e+1,1.015e+1,,5.881e-18
354.969,3.119e+0,3.119e+0,,5.881e-18
354.974,9.216e-1,9.216e-1,,5.881e-18
354.979,2.617e-1,2.617e-1,,5.882e-18
354.984,7.141e-2,7.141e-2,,5.882e-18
354.989,1.873e-2,1.873e-2,,5.882e-18
354.994,4.721e-3,4.721e-3,,5.883e-18
354.999,1.143e-3,1.143e-3,,5.883e-18
355.004,2.662e-4,2.662e-4,,5.884e-18
355.009,5.956e-5,5.956e-5,,5.884e-18
355.014,1.281e-5,1.281e-5,,5.884e-18
355.019,2.647e-6,2.647e-6,,5.885e-18
355.024,5.257e-7,5.257e-7,,5.885e-18
355.029,1.003e-7,1.003e-7,,5.886e-18
355.034,1.841e-8,1.841e-8,,5.886e-18
355.039,3.245e-9,3.245e-9,,5.886e-18
355.044,5.498e-10,5.498e-10,,5.887e-18
356.411,1.310e-8,1.310e-8,,5.993e-18
356.416,7.592e-8,7.592e-8,,5.993e-18
356.421,4.231e-7,4.231e-7,,5.994e-18
356.426,2.267e-6,2.267e-6,,5.994e-18
356.431,1.168e-5,1.168e-5,,5.995e-18
356.436,5.784e-5,5.784e-5,,5.995e-18
356.441,2.754e-4,2.754e-4,,5.995e-18
356.446,1.261e-3,1.261e-3,,5.996e-18
356.451,5.551e-3,5.551e-3,,5.996e-18
356.456,2.349e-2,2.349e-2,,5.997e-18
356.461,9.559e-2,9.559e-2,,5.997e-18
356.466,3.740e-1,3.740e-1,,5.997e-18
356.471,1.407e+0,1.407e+0,,5.998e-18
356.476,5.087e+0,5.087e+0,,5.998e-18
356.481,1.769e+1,1.769e+1,,5.998e-18
356.486,5.913e+1,5.913e+1,,5.999e-18
356.491,1.900e+2,1.900e+2,,5.999e-18
356.496,5.873e+2,5.873e+2,,6.000e-18
356.501,1.745e+3,1.745e+3,,6.000e-18
356.506,4.984e+3,4.984e+3,,6.000e-18
356.511,1.369e+4,1.369e+4,,6.001e-18
356.516,3.615e+4,3.615e+4,,6.001e-18
356.521,9.177e+4,9.177e+4,,6.002e-18
356.526,2.240e+5,2.240e+5,,6.002e-18
356.531,5.257e+5,5.257e+5,,6.002e-18
356.536,1.186e+6,1.186e+6,,6.003e-18
356.541,2.573e+6,2.573e+6,,6.003e-18
356.546,5.367e+6,5.367e+6,,6.004e-18
356.551,1.076e+7,1.076e+7,,6.004e-18
356.556,2.075e+7,2.075e+7,,6.004e-18
356.561,3.846e+7,3.846e+7,,6.005e-18
356.566,6.855e+7,6.855e+7,,6.005e-18
356.571,1.175e+8,1.175e+8,,6.005e-18
356.576,1.935e+8,1.935e+8,,6.006e-18
356.581,3.065e+8,3.065e+8,,6.006e-18
356.586,4.668e+8,4.668e+8,,6.007e-18
356.591,6.835e+8,6.835e+8,,6.007e-18
356.596,9.623e+8,9.623e+8,,6.007e-18
356.601,1.302e+9,1.302e+9,,6.008e-18
356.606,1.695e+9,1.695e+9,,6.008e-18
356.611,2.121e+9,2.121e+9,,6.009e-18
356.616,2.551e+9,2.551e+9,,6.009e-18
356.621,2.950e+9,2.950e+9,,6.009e-18
356.626,3.281e+9,3.281e+9,,6.010e-18
356.631,3.507e+9,3.507e+9,,6.010e-18
356.636,3.605e+9,3.605e+9,,6.011e-18
356.641,3.563e+9,3.563e+9,,6.011e-18
356.646,3.386e+9,3.386e+9,,6.011e-18
356.651,3.093e+9,3.093e+9,,6.012e-18
356.656,2.717e+9,2.717e+9,,6.012e-18
356.661,2.294e+9,2.294e+9,,6.012e-18
356.666,1.863e+9,1.863e+9,,6.013e-18
356.671,1.454e+9,1.454e+9,,6.013e-18
356.676,1.091e+9,1.091e+9,,6.014e-18
356.681,7.875e+8,7.875e+8,,6.014e-18
356.686,5.463e+8,5.463e+8,,6.014e-18
356.691,3.644e+8,3.644e+8,,6.015e-18
356.696,2.337e+8,2.337e+8,,6.015e-18
356.701,1.441e+8,1.441e+8,,6.016e-18
356.706,8.543e+7,8.543e+7,,6.016e-18
356.711,4.869e+7,4.869e+7,,6.016e-18
356.716,2.669e+7,2.669e+7,,6.017e-18
356.721,1.406e+7,1.406e+7,,6.017e-18
356.726,7.122e+6,7.122e+6,,6.018e-18
356.731,3.469e+6,3.469e+6,,6.018e-18
356.736,1.624e+6,1.624e+6,,6.018e-18
356.741,7.313e+5,7.313e+5,,6.019e-18
356.746,3.166e+5,3.166e+5,,6.019e-18
356.751,1.318e+5,1.318e+5,,6.019e-18
356.756,5.272e+4,5.272e+4,,6.020e-18
356.761,2.028e+4,2.028e+4,,6.020e-18
356.766,7.502e+3,7.502e+3,,6.021e-18
356.771,2.668e+3,2.668e+3,,6.021e-18
356.776,9.121e+2,9.121e+2,,6.021e-18
356.781,2.999e+2,2.999e+2,,6.022e-18
356.786,9.477e+1,9.477e+1,,6.022e-18
356.791,2.880e+1,2.880e+1,,6.023e-18
356.796,8.414e+0,8.414e+0,,6.023e-18
356.801,2.364e+0,2.364e+0,,6.023e-18
356.806,6.383e-1,6.383e-1,,6.024e-18
356.811,1.657e-1,1.657e-1,,6.024e-18
356.816,4.138e-2,4.138e-2,,6.025e-18
356.821,9.932e-3,9.932e-3,,6.025e-18
356.826,2.292e-3,2.292e-3,,6.025e-18
356.831,5.086e-4,5.086e-4,,6.026e-18
356.836,1.085e-4,1.085e-4,,6.026e-18
356.841,2.225e-5,2.225e-5,,6.026e-18
356.846,4.388e-6,4.388e-6,,6.027e-18
356.851,8.319e-7,8.319e-7,,6.027e-18
356.856,1.517e-7,1.517e-7,,6.028e-18
356.861,2.658e-8,2.658e-8,,6.028e-18
356.961,3.557e-9,3.557e-9,,6.036e-18
356.966,2.035e-8,2.035e-8,,6.036e-18
356.971,1.119e-7,1.119e-7,,6.037e-18
356.976,5.919e-7,5.919e-7,,6.037e-18
356.981,3.010e-6,3.010e-6,,6.037e-18
356.986,1.472e-5,1.472e-5,,6.038e-18
356.991,6.922e-5,6.922e-5,,6.038e-18
356.996,3.130e-4,3.130e-4,,6.038e-18
357.001,1.361e-3,1.361e-3,,6.039e-18
357.006,5.689e-3,5.689e-3,,6.039e-18
357.011,2.287e-2,2.287e-2,,6.040e-18
357.016,8.839e-2,8.839e-2,,6.040e-18
357.021,3.285e-1,3.285e-1,,6.040e-18
357.026,1.174e+0,1.174e+0,,6.041e-18
357.031,4.035e+0,4.035e+0,,6.041e-18
357.036,1.334e+1,1.334e+1,,6.042e-18
357.041,4.237e+1,4.237e+1,,6.042e-18
357.046,1.295e+2,1.295e+2,,6.042e-18
357.051,3.804e+2,3.804e+2,,6.043e-18
357.056,1.075e+3,1.075e+3,,6.043e-18
357.061,2.919e+3,2.919e+3,,6.044e-18
357.066,7.626e+3,7.626e+3,,6.044e-18
357.071,1.915e+4,1.915e+4,,6.044e-18
357.076,4.626e+4,4.626e+4,,6.045e-18
357.081,1.074e+5,1.074e+5,,6.045e-18
357.086,2.399e+5,2.399e+5,,6.045e-18
357.091,5.152e+5,5.152e+5,,6.046e-18
357.096,1.064e+6,1.064e+6,,6.046e-18
357.101,2.112e+6,2.112e+6,,6.047e-18
357.106,4.032e+6,4.032e+6,,6.047e-18
