Wavelength (nm),Sum(calc),Mn I (3.3e-2),Mn II (9.6e-1)
391.151,1.432e+7,1.432e+7,5.773e-12
391.156,1.099e+7,1.099e+7,5.773e-12
391.161,8.160e+6,8.160e+6,5.774e-12
391.166,5.865e+6,5.865e+6,5.774e-12
391.171,4.081e+6,4.081e+6,5.775e-12
391.176,2.748e+6,2.748e+6,5.776e-12
391.181,1.791e+6,1.791e+6,5.776e-12
391.186,1.129e+6,1.129e+6,5.777e-12
391.191,6.894e+5,6.894e+5,5.777e-12
391.196,4.073e+5,4.073e+5,5.778e-12
391.201,2.329e+5,2.329e+5,5.779e-12
391.206,1.289e+5,1.289e+5,5.779e-12
391.211,6.905e+4,6.905e+4,5.780e-12
391.216,3.579e+4,3.579e+4,5.780e-12
391.221,1.796e+4,1.796e+4,5.781e-12
391.226,8.721e+3,8.721e+3,5.781e-12
391.231,4.099e+3,4.099e+3,5.782e-12
391.236,1.864e+3,1.864e+3,5.783e-12
391.241,8.208e+2,8.208e+2,5.783e-12
391.246,3.497e+2,3.497e+2,5.784e-12
391.251,1.442e+2,1.442e+2,5.784e-12
391.256,5.756e+1,5.756e+1,5.785e-12
391.261,2.224e+1,2.224e+1,5.785e-12
391.266,8.313e+0,8.313e+0,5.786e-12
391.271,3.008e+0,3.008e+0,5.787e-12
391.276,1.053e+0,1.053e+0,5.787e-12
391.281,3.571e-1,3.571e-1,5.788e-12
391.286,1.171e-1,1.171e-1,5.788e-12
391.291,3.719e-2,3.719e-2,5.789e-12
391.296,1.143e-2,1.143e-2,5.790e-12
391.301,3.399e-3,3.399e-3,5.790e-12
391.306,9.783e-4,9.783e-4,5.791e-12
391.311,2.725e-4,2.725e-4,5.791e-12
391.316,7.348e-5,7.348e-5,5.792e-12
391.321,1.918e-5,1.918e-5,5.792e-12
391.326,4.843e-6,4.843e-6,5.793e-12
391.331,1.184e-6,1.184e-6,5.794e-12
391.336,2.801e-7,2.801e-7,5.794e-12
391.341,6.413e-8,6.413e-8,5.795e-12
391.346,1.421e-8,1.421e-8,5.795e-12
391.351,3.048e-9,3.048e-9,5.796e-12
391.356,6.328e-10,6.328e-10,5.796e-12
391.361,1.271e-10,1.271e-10,5.797e-12
391.680,2.000e-11,2.000e-11,5.834e-12
391.685,1.002e-10,1.002e-10,5.835e-12
391.690,4.858e-10,4.858e-10,5.835e-12
391.695,2.280e-9,2.280e-9,5.836e-12
391.700,1.036e-8,1.036e-8,5.836e-12
391.705,4.555e-8,4.555e-8,5.837e-12
391.710,1.939e-7,1.939e-7,5.837e-12
391.715,7.989e-7,7.989e-7,5.838e-12
391.720,3.186e-6,3.186e-6,5.839e-12
391.725,1.230e-5,1.230e-5,5.839e-12
391.730,4.597e-5,4.597e-5,5.840e-12
391.735,1.663e-4,1.663e-4,5.840e-12
391.740,5.823e-4,5.823e-4,5.841e-12
391.745,1.973e-3,1.973e-3,5.842e-12
391.750,6.474e-3,6.474e-3,5.842e-12
391.755,2.056e-2,2.056e-2,5.843e-12
391.760,6.320e-2,6.320e-2,5.843e-12
391.765,1.881e-1,1.881e-1,5.844e-12
391.770,5.417e-1,5.417e-1,5.844e-12
391.775,1.510e+0,1.510e+0,5.845e-12
391.780,4.076e+0,4.076e+0,5.846e-12
391.785,1.065e+1,1.065e+1,5.846e-12
391.790,2.692e+1,2.692e+1,5.847e-12
391.795,6.589e+1,6.589e+1,5.847e-12
391.800,1.561e+2,1.561e+2,5.848e-12
391.805,3.580e+2,3.580e+2,5.848e-12
391.810,7.948e+2,7.948e+2,5.849e-12
391.815,1.708e+3,1.708e+3,5.850e-12
391.820,3.553e+3,3.553e+3,5.850e-12
391.825,7.153e+3,7.153e+3,5.851e-12
391.830,1.394e+4,1.394e+4,5.851e-12
391.835,2.630e+4,2.630e+4,5.852e-12
391.840,4.802e+4,4.802e+4,5.852e-12
391.845,8.489e+4,8.489e+4,5.853e-12
391.850,1.452e+5,1.452e+5,5.854e-12
391.855,2.406e+5,2.406e+5,5.854e-12
391.860,3.856e+5,3.856e+5,5.855e-12
391.865,5.984e+5,5.984e+5,5.855e-12
391.870,8.989e+5,8.989e+5,5.856e-12
391.875,1.307e+6,1.307e+6,5.857e-12
391.880,1.840e+6,1.840e+6,5.857e-12
391.885,2.506e+6,2.506e+6,5.858e-12
391.890,3.305e+6,3.305e+6,5.858e-12
391.895,4.219e+6,4.219e+6,5.859e-12
391.900,5.213e+6,5.213e+6,5.859e-12
391.905,6.235e+6,6.235e+6,5.860e-12
391.910,7.219e+6,7.219e+6,5.861e-12
391.915,8.090e+6,8.090e+6,5.861e-12
391.920,8.775e+6,8.775e+6,5.862e-12
391.925,9.215e+6,9.215e+6,5.862e-12
391.930,9.366e+6,9.366e+6,5.863e-12
391.935,9.215e+6,9.215e+6,5.863e-12
391.940,8.775e+6,8.775e+6,5.864e-12
391.945,8.090e+6,8.090e+6,5.865e-12
391.950,7.219e+6,7.219e+6,5.865e-12
391.955,6.235e+6,6.235e+6,5.866e-12
391.960,5.213e+6,5.213e+6,5.866e-12
391.965,4.219e+6,4.219e+6,5.867e-12
391.970,3.305e+6,3.305e+6,5.868e-12
391.975,2.506e+6,2.506e+6,5.868e-12
391.980,1.840e+6,1.840e+6,5.869e-12
391.985,1.307e+6,1.307e+6,5.869e-12
391.990,8.989e+5,8.989e+5,5.870e-12
391.995,5.984e+5,5.984e+5,5.870e-12
392.000,3.856e+5,3.856e+5,5.871e-12
392.005,2.406e+5,2.406e+5,5.872e-12
392.010,1.452e+5,1.452e+5,5.872e-12
392.015,8.489e+4,8.489e+4,5.873e-12
392.020,4.802e+4,4.802e+4,5.873e-12
392.025,2.630e+4,2.630e+4,5.874e-12
392.030,1.394e+4,1.394e+4,5.874e-12
392.035,7.153e+3,7.153e+3,5.875e-12
392.040,3.553e+3,3.553e+3,5.876e-12
392.045,1.708e+3,1.708e+3,5.876e-12
392.050,7.948e+2,7.948e+2,5.877e-12
392.055,3.580e+2,3.580e+2,5.877e-12
392.060,1.561e+2,1.561e+2,5.878e-12
392.065,6.589e+1,6.589e+1,5.879e-12
392.070,2.692e+1,2.692e+1,5.879e-12
392.075,1.065e+1,1.065e+1,5.880e-12
392.080,4.076e+0,4.076e+0,5.880e-12
392.085,1.510e+0,1.510e+0,5.881e-12
392.090,5.417e-1,5.417e-1,5.881e-12
392.095,1.881e-1,1.881e-1,5.882e-12
392.100,6.320e-2,6.320e-2,5.883e-12
392.105,2.056e-2,2.056e-2,5.883e-12
392.110,6.475e-3,6.475e-3,5.884e-12
392.115,1.976e-3,1.976e-3,5.884e-12
392.120,5.908e-4,5.908e-4,5.885e-12
392.125,1.997e-4,1.997e-4,5.885e-12
392.130,1.723e-4,1.723e-4,5.886e-12
392.135,4.740e-4,4.740e-4,5.887e-12
392.140,1.637e-3,1.637e-3,5.887e-12
392.145,5.596e-3,5.596e-3,5.888e-12
392.150,1.855e-2,1.855e-2,5.888e-12
392.155,5.954e-2,5.954e-2,5.889e-12
392.160,1.850e-1,1.850e-1,5.890e-12
392.165,5.564e-1,5.564e-1,5.890e-12
392.170,1.620e+0,1.620e+0,5.891e-12
392.175,4.567e+0,4.567e+0,5.891e-12
392.180,1.246e+1,1.246e+1,5.892e-12
392.185,3.291e+1,3.291e+1,5.892e-12
392.190,8.414e+1,8.414e+1,5.893e-12
392.195,2.083e+2,2.083e+2,5.894e-12
392.200,4.990e+2,4.990e+2,5.894e-12
392.205,1.157e+3,1.157e+3,5.895e-12
392.210,2.599e+3,2.599e+3,5.895e-12
392.215,5.648e+3,5.648e+3,5.896e-12
392.220,1.188e+4,1.188e+4,5.896e-12
392.225,2.421e+4,2.421e+4,5.897e-12
392.230,4.773e+4,4.773e+4,5.898e-12
392.235,9.110e+4,9.110e+4,5.898e-12
392.240,1.683e+5,1.683e+5,5.899e-12
392.245,3.011e+5,3.011e+5,5.899e-12
392.250,5.213e+5,5.213e+5,5.900e-12
392.255,8.739e+5,8.739e+5,5.901e-12
392.260,1.418e+6,1.418e+6,5.901e-12
392.265,2.227e+6,2.227e+6,5.902e-12
392.270,3.387e+6,3.387e+6,5.902e-12
392.275,4.987e+6,4.987e+6,5.903e-12
392.280,7.108e+6,7.108e+6,5.903e-12
392.285,9.810e+6,9.810e+6,5.904e-12
392.290,1.311e+7,1.311e+7,5.905e-12
392.295,1.697e+7,1.697e+7,5.905e-12
392.300,2.129e+7,2.129e+7,5.906e-12
392.305,2.588e+7,2.588e+7,5.906e-12
392.310,3.054e+7,3.054e+7,5.907e-12
392.315,3.501e+7,3.501e+7,5.907e-12
392.320,3.907e+7,3.907e+7,5.908e-12
392.325,4.260e+7,4.260e+7,5.909e-12
392.330,4.558e+7,4.558e+7,5.909e-12
392.335,4.818e+7,4.818e+7,5.910e-12
392.340,5.074e+7,5.074e+7,5.910e-12
392.345,5.379e+7,5.379e+7,5.911e-12
392.350,5.792e+7,5.792e+7,5.912e-12
392.355,6.375e+7,6.375e+7,5.912e-12
392.360,7.179e+7,7.179e+7,5.913e-12
392.365,8.231e+7,8.231e+7,5.913e-12
392.370,9.524e+7,9.524e+7,5.914e-12
392.375,1.101e+8,1.101e+8,5.914e-12
392.380,1.261e+8,1.261e+8,5.915e-12
392.385,1.419e+8,1.419e+8,5.916e-12
392.390,1.561e+8,1.561e+8,5.916e-12
392.395,1.674e+8,1.674e+8,5.917e-12
392.400,1.746e+8,1.746e+8,5.917e-12
392.405,1.766e+8,1.766e+8,5.918e-12
392.410,1.733e+8,1.733e+8,5.918e-12
392.415,1.648e+8,1.648e+8,5.919e-12
392.420,1.518e+8,1.518e+8,5.920e-12
392.425,1.354e+8,1.354e+8,5.920e-12
392.430,1.169e+8,1.169e+8,5.921e-12
392.435,9.778e+7,9.778e+7,5.921e-12
392.440,7.916e+7,7.916e+7,5.922e-12
392.445,6.204e+7,6.204e+7,5.923e-12
392.450,4.708e+7,4.708e+7,5.923e-12
392.455,3.458e+7,3.458e+7,5.924e-12
392.460,2.459e+7,2.459e+7,5.924e-12
392.465,1.693e+7,1.693e+7,5.925e-12
392.470,1.128e+7,1.128e+7,5.925e-12
392.475,7.276e+6,7.276e+6,5.926e-12
392.480,4.544e+6,4.544e+6,5.927e-12
392.485,2.747e+6,2.747e+6,5.927e-12
392.490,1.607e+6,1.607e+6,5.928e-12
392.495,9.107e+5,9.107e+5,5.928e-12
392.500,4.996e+5,4.996e+5,5.929e-12
392.505,2.656e+5,2.656e+5,5.929e-12
392.510,1.373e+5,1.373e+5,5.930e-12
392.515,7.032e+4,7.032e+4,5.931e-12
392.520,3.851e+4,3.851e+4,5.931e-12
392.525,2.836e+4,2.836e+4,5.932e-12
392.530,3.538e+4,3.538e+4,5.932e-12
392.535,6.292e+4,6.292e+4,5.933e-12
392.540,1.232e+5,1.232e+5,5.934e-12
392.544,2.108e+5,2.108e+5,5.934e-12
392.549,4.037e+5,4.037e+5,5.935e-12
392.554,7.496e+5,7.496e+5,5.935e-12
392.559,1.348e+6,1.348e+6,5.936e-12
392.564,2.347e+6,2.347e+6,5.936e-12
392.569,3.957e+6,3.957e+6,5.937e-12
392.574,6.457e+6,6.457e+6,5.937e-12
392.579,1.020e+7,1.020e+7,5.938e-12
392.584,1.560e+7,1.560e+7,5.939e-12
392.589,2.310e+7,2.310e+7,5.939e-12
392.594,3.310e+7,3.310e+7,5.940e-12
392.599,4.594e+7,4.594e+7,5.940e-12
392.604,6.170e+7,6.170e+7,5.941e-12
392.609,8.024e+7,8.024e+7,5.942e-12
392.614,1.010e+8,1.010e+8,5.942e-12
392.619,1.231e+8,1.231e+8,5.943e-12
392.624,1.453e+8,1.453e+8,5.943e-12
392.629,1.659e+8,1.659e+8,5.944e-12
392.634,1.835e+8,1.835e+8,5.944e-12
392.639,1.964e+8,1.964e+8,5.945e-12
392.644,2.035e+8,2.035e+8,5.946e-12
392.649,2.042e+8,2.042e+8,5.946e-12
392.654,1.983e+8,1.983e+8,5.947e-12
392.659,1.865e+8,1.865e+8,5.947e-12
392.664,1.697e+8,1.697e+8,5.948e-12
392.669,1.496e+8,1.496e+8,5.948e-12
392.674,1.276e+8,1.276e+8,5.949e-12
392.679,1.054e+8,1.054e+8,5.950e-12
392.684,8.424e+7,8.424e+7,5.950e-12
392.689,6.520e+7,6.520e+7,5.951e-12
392.694,4.885e+7,4.885e+7,5.951e-12
392.699,3.544e+7,3.544e+7,5.952e-12
392.704,2.489e+7,2.489e+7,5.952e-12
392.709,1.692e+7,1.692e+7,5.953e-12
392.714,1.114e+7,1.114e+7,5.954e-12
392.719,7.097e+6,7.097e+6,5.954e-12
392.724,4.383e+6,4.383e+6,5.955e-12
392.729,2.627e+6,2.627e+6,5.955e-12
392.734,1.537e+6,1.537e+6,5.956e-12
392.739,8.940e+5,8.940e+5,5.957e-12
392.744,5.440e+5,5.440e+5,5.957e-12
392.749,3.872e+5,3.872e+5,5.958e-12
392.754,3.650e+5,3.650e+5,5.958e-12
392.759,4.488e+5,4.488e+5,5.959e-12
392.764,6.308e+5,6.308e+5,5.959e-12
392.769,9.161e+5,9.161e+5,5.960e-12
392.774,1.317e+6,1.317e+6,5.961e-12
392.779,1.844e+6,1.844e+6,5.961e-12
392.784,2.507e+6,2.507e+6,5.962e-12
392.789,3.301e+6,3.301e+6,5.962e-12
392.794,4.208e+6,4.208e+6,5.963e-12
392.799,5.195e+6,5.195e+6,5.963e-12
392.804,6.208e+6,6.208e+6,5.964e-12
392.809,7.182e+6,7.182e+6,5.965e-12
392.814,8.045e+6,8.045e+6,5.965e-12
392.819,8.724e+6,8.724e+6,5.966e-12
392.824,9.158e+6,9.158e+6,5.966e-12
392.829,9.308e+6,9.308e+6,5.967e-12
392.834,9.158e+6,9.158e+6,5.968e-12
392.839,8.725e+6,8.725e+6,5.968e-12
392.844,8.047e+6,8.047e+6,5.969e-12
392.849,7.187e+6,7.187e+6,5.969e-12
392.854,6.217e+6,6.217e+6,5.970e-12
392.859,5.213e+6,5.213e+6,5.970e-12
392.864,4.244e+6,4.244e+6,5.971e-12
392.869,3.367e+6,3.367e+6,5.972e-12
392.874,2.627e+6,2.627e+6,5.972e-12
392.879,2.056e+6,2.056e+6,5.973e-12
392.884,1.676e+6,1.676e+6,5.973e-12
392.889,1.507e+6,1.507e+6,5.974e-12
392.894,1.568e+6,1.568e+6,5.974e-12
392.899,1.884e+6,1.884e+6,5.975e-12
392.904,2.484e+6,2.484e+6,5.976e-12
392.909,3.400e+6,3.400e+6,5.976e-12
392.914,4.656e+6,4.656e+6,5.977e-12
392.919,6.264e+6,6.264e+6,5.977e-12
392.924,8.211e+6,8.211e+6,5.978e-12
392.929,1.045e+7,1.045e+7,5.979e-12
392.934,1.289e+7,1.289e+7,5.979e-12
392.939,1.539e+7,1.539e+7,5.980e-12
392.944,1.780e+7,1.780e+7,5.980e-12
392.949,1.994e+7,1.994e+7,5.981e-12
392.954,2.162e+7,2.162e+7,5.981e-12
392.959,2.270e+7,2.270e+7,5.982e-12
392.964,2.307e+7,2.307e+7,5.983e-12
392.969,2.270e+7,2.270e+7,5.983e-12
392.974,2.162e+7,2.162e+7,5.984e-12
392.979,1.994e+7,1.994e+7,5.984e-12
392.984,1.780e+7,1.780e+7,5.985e-12
392.989,1.539e+7,1.539e+7,5.985e-12
392.994,1.288e+7,1.288e+7,5.986e-12
392.999,1.043e+7,1.043e+7,5.987e-12
393.004,8.184e+6,8.184e+6,5.987e-12
393.009,6.215e+6,6.215e+6,5.988e-12
393.014,4.570e+6,4.570e+6,5.988e-12
393.019,3.253e+6,3.253e+6,5.989e-12
393.024,2.242e+6,2.242e+6,5.990e-12
393.029,1.496e+6,1.496e+6,5.990e-12
393.034,9.681e+5,9.681e+5,5.991e-12
393.039,6.088e+5,6.088e+5,5.991e-12
393.044,3.754e+5,3.754e+5,5.992e-12
393.049,2.335e+5,2.335e+5,5.992e-12
393.054,1.582e+5,1.582e+5,5.993e-12
393.059,1.342e+5,1.342e+5,5.994e-12
393.064,1.558e+5,1.558e+5,5.994e-12
393.069,2.260e+5,2.260e+5,5.995e-12
393.074,3.566e+5,3.566e+5,5.995e-12
393.079,5.671e+5,5.671e+5,5.996e-12
393.084,8.842e+5,8.842e+5,5.996e-12
393.089,1.340e+6,1.340e+6,5.997e-12
393.094,1.968e+6,1.968e+6,5.998e-12
393.099,2.800e+6,2.800e+6,5.998e-12
393.104,3.856e+6,3.856e+6,5.999e-12
393.109,5.143e+6,5.143e+6,5.999e-12
393.114,6.640e+6,6.640e+6,6.000e-12
393.119,8.300e+6,8.300e+6,6.001e-12
393.124,1.005e+7,1.005e+7,6.001e-12
393.129,1.177e+7,1.177e+7,6.002e-12
393.134,1.335e+7,1.335e+7,6.002e-12
393.139,1.467e+7,1.467e+7,6.003e-12
393.144,1.560e+7,1.560e+7,6.003e-12
393.149,1.606e+7,1.606e+7,6.004e-12
393.154,1.601e+7,1.601e+7,6.005e-12
393.159,1.545e+7,1.545e+7,6.005e-12
393.164,1.443e+7,1.443e+7,6.006e-12
393.169,1.306e+7,1.306e+7,6.006e-12
393.174,1.143e+7,1.143e+7,6.007e-12
393.179,9.695e+6,9.695e+6,6.007e-12
393.184,7.959e+6,7.959e+6,6.008e-12
393.189,6.325e+6,6.325e+6,6.009e-12
393.194,4.867e+6,4.867e+6,6.009e-12
393.199,3.626e+6,3.626e+6,6.010e-12
393.204,2.616e+6,2.616e+6,6.010e-12
393.209,1.827e+6,1.827e+6,6.011e-12
393.214,1.235e+6,1.235e+6,6.012e-12
393.219,8.083e+5,8.083e+5,6.012e-12
393.224,5.123e+5,5.123e+5,6.013e-12
393.229,3.143e+5,3.143e+5,6.013e-12
393.234,1.867e+5,1.867e+5,6.014e-12
393.239,1.074e+5,1.074e+5,6.014e-12
393.244,5.980e+4,5.980e+4,6.015e-12
393.249,3.224e+4,3.224e+4,6.016e-12
393.254,1.683e+4,1.683e+4,6.016e-12
393.259,8.502e+3,8.502e+3,6.017e-12
393.264,4.160e+3,4.160e+3,6.017e-12
393.269,1.970e+3,1.970e+3,6.018e-12
393.274,9.036e+2,9.036e+2,6.018e-12
393.279,4.012e+2,4.012e+2,6.019e-12
393.284,1.725e+2,1.725e+2,6.020e-12
393.289,7.177e+1,7.177e+1,6.020e-12
393.294,2.892e+1,2.892e+1,6.021e-12
393.299,1.128e+1,1.128e+1,6.021e-12
393.304,4.261e+0,4.261e+0,6.022e-12
393.309,1.558e+0,1.558e+0,6.023e-12
393.314,5.516e-1,5.516e-1,6.023e-12
393.319,1.891e-1,1.891e-1,6.024e-12
393.324,6.274e-2,6.274e-2,6.024e-12
393.329,2.016e-2,2.016e-2,6.025e-12
393.334,6.270e-3,6.270e-3,6.025e-12
393.339,1.888e-3,1.888e-3,6.026e-12
393.344,5.506e-4,5.506e-4,6.027e-12
393.349,1.554e-4,1.554e-4,6.027e-12
393.354,4.248e-5,4.248e-5,6.028e-12
393.359,1.124e-5,1.124e-5,6.028e-12
393.364,2.880e-6,2.880e-6,6.029e-12
393.369,7.142e-7,7.142e-7,6.029e-12
393.374,1.715e-7,1.715e-7,6.030e-12
393.379,3.987e-8,3.987e-8,6.031e-12
393.384,8.975e-9,8.975e-9,6.031e-12
393.389,1.956e-9,1.956e-9,6.032e-12
393.394,4.127e-10,4.127e-10,6.032e-12
393.399,8.430e-11,8.430e-11,6.033e-12
393.404,1.667e-11,1.667e-11,6.034e-12
393.423,2.589e-11,2.589e-11,6.036e-12
393.428,1.303e-10,1.303e-10,6.036e-12
393.433,6.354e-10,6.354e-10,6.037e-12
393.438,2.999e-9,2.999e-9,6.037e-12
393.443,1.371e-8,1.371e-8,6.038e-12
393.448,6.065e-8,6.065e-8,6.039e-12
393.453,2.599e-7,2.599e-7,6.039e-12
393.458,1.078e-6,1.078e-6,6.040e-12
393.463,4.330e-6,4.330e-6,6.040e-12
393.468,1.684e-5,1.684e-5,6.041e-12
393.473,6.343e-5,6.343e-5,6.042e-12
393.478,2.313e-4,2.313e-4,6.042e-12
393.483,8.165e-4,8.165e-4,6.043e-12
393.488,2.791e-3,2.791e-3,6.043e-12
393.493,9.239e-3,9.239e-3,6.044e-12
393.498,2.961e-2,2.961e-2,6.044e-12
393.503,9.188e-2,9.188e-2,6.045e-12
393.508,2.760e-1,2.760e-1,6.046e-12
393.513,8.031e-1,8.031e-1,6.046e-12
393.518,2.262e+0,2.262e+0,6.047e-12
393.523,6.170e+0,6.170e+0,6.047e-12
393.528,1.629e+1,1.629e+1,6.048e-12
393.533,4.166e+1,4.166e+1,6.048e-12
393.538,1.031e+2,1.031e+2,6.049e-12
393.543,2.473e+2,2.473e+2,6.050e-12
393.548,5.739e+2,5.739e+2,6.050e-12
393.553,1.290e+3,1.290e+3,6.051e-12
393.558,2.807e+3,2.807e+3,6.051e-12
393.563,5.914e+3,5.914e+3,6.052e-12
393.568,1.206e+4,1.206e+4,6.052e-12
393.573,2.383e+4,2.383e+4,6.053e-12
393.578,4.558e+4,4.558e+4,6.054e-12
393.583,8.441e+4,8.441e+4,6.054e-12
393.588,1.514e+5,1.514e+5,6.055e-12
393.593,2.628e+5,2.628e+5,6.055e-12
393.598,4.417e+5,4.417e+5,6.056e-12
393.603,7.190e+5,7.190e+5,6.057e-12
393.608,1.133e+6,1.133e+6,6.057e-12
393.613,1.729e+6,1.729e+6,6.058e-12
393.618,2.555e+6,2.555e+6,6.058e-12
393.623,3.655e+6,3.655e+6,6.059e-12
393.628,5.063e+6,5.063e+6,6.059e-12
393.633,6.791e+6,6.791e+6,6.060e-12
393.638,8.819e+6,8.819e+6,6.061e-12
393.643,1.109e+7,1.109e+7,6.061e-12
393.648,1.350e+7,1.350e+7,6.062e-12
393.653,1.592e+7,1.592e+7,6.062e-12
393.658,1.817e+7,1.817e+7,6.063e-12
393.663,2.008e+7,2.008e+7,6.063e-12
393.668,2.148e+7,2.148e+7,6.064e-12
393.673,2.226e+7,2.226e+7,6.065e-12
393.678,2.233e+7,2.233e+7,6.065e-12
393.683,2.169e+7,2.169e+7,6.066e-12
393.688,2.040e+7,2.040e+7,6.066e-12
393.693,1.858e+7,1.858e+7,6.067e-12
393.698,1.638e+7,1.638e+7,6.068e-12
393.703,1.399e+7,1.399e+7,6.068e-12
393.708,1.156e+7,1.156e+7,6.069e-12
393.713,9.256e+6,9.256e+6,6.069e-12
393.718,7.174e+6,7.174e+6,6.070e-12
393.723,5.383e+6,5.383e+6,6.070e-12
393.728,3.911e+6,3.911e+6,6.071e-12
393.733,2.752e+6,2.752e+6,6.072e-12
393.738,1.874e+6,1.874e+6,6.072e-12
393.743,1.236e+6,1.236e+6,6.073e-12
393.748,7.895e+5,7.895e+5,6.073e-12
393.753,4.882e+5,4.882e+5,6.074e-12
393.758,2.923e+5,2.923e+5,6.074e-12
393.763,1.694e+5,1.694e+5,6.075e-12
393.768,9.511e+4,9.511e+4,6.076e-12
393.773,5.169e+4,5.169e+4,6.076e-12
393.778,2.720e+4,2.720e+4,6.077e-12
393.783,1.386e+4,1.386e+4,6.077e-12
393.788,6.838e+3,6.838e+3,6.078e-12
393.793,3.266e+3,3.266e+3,6.079e-12
393.798,1.511e+3,1.511e+3,6.079e-12
393.803,6.766e+2,6.766e+2,6.080e-12
393.808,2.934e+2,2.934e+2,6.080e-12
393.813,1.232e+2,1.232e+2,6.081e-12
393.818,5.007e+1,5.007e+1,6.081e-12
393.823,1.971e+1,1.971e+1,6.082e-12
393.828,7.512e+0,7.512e+0,6.083e-12
393.833,2.772e+0,2.772e+0,6.083e-12
393.838,9.905e-1,9.905e-1,6.084e-12
393.843,3.427e-1,3.427e-1,6.084e-12
393.848,1.148e-1,1.148e-1,6.085e-12
393.853,3.723e-2,3.723e-2,6.085e-12
393.858,1.169e-2,1.169e-2,6.086e-12
393.863,3.555e-3,3.555e-3,6.087e-12
393.868,1.047e-3,1.047e-3,6.087e-12
393.873,2.984e-4,2.984e-4,6.088e-12
393.878,8.237e-5,8.237e-5,6.088e-12
393.883,2.201e-5,2.201e-5,6.089e-12
393.888,5.697e-6,5.697e-6,6.090e-12
393.893,1.427e-6,1.427e-6,6.090e-12
393.898,3.463e-7,3.463e-7,6.091e-12
393.903,8.135e-8,8.135e-8,6.091e-12
393.908,1.850e-8,1.850e-8,6.092e-12
393.913,4.075e-9,4.075e-9,6.092e-12
393.918,8.689e-10,8.689e-10,6.093e-12
393.923,1.794e-10,1.794e-10,6.094e-12
393.928,3.586e-11,3.586e-11,6.094e-12
394.942,2.109e-11,2.109e-11,6.212e-12
394.947,1.056e-10,1.056e-10,6.212e-12
394.952,5.116e-10,5.116e-10,6.213e-12
394.957,2.402e-9,2.402e-9,6.213e-12
394.962,1.092e-8,1.092e-8,6.214e-12
394.967,4.807e-8,4.807e-8,6.214e-12
394.972,2.050e-7,2.050e-7,6.215e-12
394.977,8.466e-7,8.466e-7,6.216e-12
394.982,3.386e-6,3.386e-6,6.216e-12
394.987,1.312e-5,1.312e-5,6.217e-12
394.992,4.921e-5,4.921e-5,6.217e-12
394.997,1.788e-4,1.788e-4,6.218e-12
395.002,6.292e-4,6.292e-4,6.218e-12
395.007,2.144e-3,2.144e-3,6.219e-12
395.012,7.077e-3,7.077e-3,6.220e-12
395.017,2.262e-2,2.262e-2,6.220e-12
395.022,7.005e-2,7.005e-2,6.221e-12
395.027,2.100e-1,2.100e-1,6.221e-12
395.032,6.099e-1,6.099e-1,6.222e-12
395.037,1.715e+0,1.715e+0,6.223e-12
395.042,4.672e+0,4.672e+0,6.223e-12
395.047,1.233e+1,1.233e+1,6.224e-12
395.052,3.149e+1,3.149e+1,6.224e-12
395.057,7.792e+1,7.792e+1,6.225e-12
395.062,1.867e+2,1.867e+2,6.225e-12
395.067,4.334e+2,4.334e+2,6.226e-12
395.072,9.742e+2,9.742e+2,6.227e-12
395.077,2.121e+3,2.121e+3,6.227e-12
395.082,4.472e+3,4.472e+3,6.228e-12
395.087,9.131e+3,9.131e+3,6.228e-12
395.092,1.806e+4,1.806e+4,6.229e-12
395.097,3.459e+4,3.459e+4,6.229e-12
395.102,6.416e+4,6.416e+4,6.230e-12
395.107,1.153e+5,1.153e+5,6.231e-12
395.112,2.006e+5,2.006e+5,6.231e-12
395.117,3.380e+5,3.380e+5,6.232e-12
395.122,5.516e+5,5.516e+5,6.232e-12
395.127,8.718e+5,8.718e+5,6.233e-12
395.132,1.335e+6,1.335e+6,6.234e-12
395.137,1.979e+6,1.979e+6,6.234e-12
395.142,2.841e+6,2.841e+6,6.235e-12
395.147,3.951e+6,3.951e+6,6.235e-12
395.152,5.322e+6,5.322e+6,6.236e-12
395.157,6.943e+6,6.943e+6,6.236e-12
395.161,8.394e+6,8.394e+6,6.237e-12
395.166,1.034e+7,1.034e+7,6.237e-12
395.171,1.234e+7,1.234e+7,6.238e-12
395.176,1.428e+7,1.428e+7,6.239e-12
395.181,1.602e+7,1.602e+7,6.239e-12
395.186,1.744e+7,1.744e+7,6.240e-12
395.191,1.845e+7,1.845e+7,6.240e-12
395.196,1.903e+7,1.903e+7,6.241e-12
395.201,1.921e+7,1.921e+7,6.242e-12
395.206,1.910e+7,1.910e+7,6.242e-12
395.211,1.891e+7,1.891e+7,6.243e-12
395.216,1.890e+7,1.890e+7,6.243e-12
395.221,1.939e+7,1.939e+7,6.244e-12
395.226,2.068e+7,2.068e+7,6.244e-12
395.231,2.305e+7,2.305e+7,6.245e-12
395.236,2.673e+7,2.673e+7,6.246e-12
395.241,3.179e+7,3.179e+7,6.246e-12
395.246,3.817e+7,3.817e+7,6.247e-12
395.251,4.563e+7,4.563e+7,6.247e-12
395.256,5.374e+7,5.374e+7,6.248e-12
395.261,6.195e+7,6.195e+7,6.248e-12
395.266,6.959e+7,6.959e+7,6.249e-12
395.271,7.598e+7,7.598e+7,6.250e-12
